Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2008,2,BOS,Boston Celtics,27.9,66.0,16.0,67,15,10.26,-0.95,9.3,110.2,98.9,11.3,90.9,0.35,0.25,0.57,0.52,14.7,26.6,0.27,74.4,TD Banknorth Garden,763584,18624
2008,14,LAL,Los Angeles Lakers,26.7,57.0,25.0,59,23,7.26,0.09,7.34,113.0,105.5,7.5,95.6,0.33,0.26,0.57,0.52,12.9,26.3,0.26,73.4,STAPLES Center,778877,18997
2008,29,UTA,Utah Jazz,25.3,54.0,28.0,59,23,6.88,-0.01,6.86,113.8,106.5,7.3,93.2,0.35,0.17,0.57,0.53,13.6,29.5,0.26,74.1,EnergySolutions Arena,816211,19908
2008,9,DET,Detroit Pistons,28.3,59.0,23.0,62,20,7.39,-0.72,6.67,111.4,102.9,8.5,87.3,0.3,0.2,0.54,0.5,11.4,29.4,0.23,73.7,The Palace of Auburn Hills,905116,22076
2008,19,NOH,New Orleans Hornets,27.1,56.0,26.0,56,26,5.28,0.18,5.46,111.5,105.7,5.8,89.9,0.25,0.24,0.55,0.51,11.4,27.0,0.19,75.4,New Orleans Arena,581432,14181
2008,24,PHO,Phoenix Suns,29.3,55.0,27.0,54,28,5.05,0.09,5.14,113.3,108.1,5.2,96.7,0.29,0.26,0.59,0.55,13.4,22.4,0.23,70.9,US Airways Center,755302,18422
2008,27,SAS,San Antonio Spurs,31.4,56.0,26.0,55,27,4.79,0.31,5.1,107.2,101.8,5.4,88.8,0.28,0.25,0.54,0.5,12.6,23.4,0.21,77.1,AT&T Center,761149,18565
2008,11,HOU,Houston Rockets,28.3,55.0,27.0,55,27,4.68,0.15,4.83,106.8,101.6,5.2,90.4,0.28,0.26,0.53,0.49,13.0,29.1,0.2,74.8,Toyota Center,718524,17525
2008,22,ORL,Orlando Magic,26.7,52.0,30.0,56,26,5.46,-0.68,4.79,111.3,105.5,5.8,93.4,0.36,0.32,0.57,0.54,13.6,23.4,0.26,74.8,Amway Arena,709346,17301
2008,7,DAL,Dallas Mavericks,28.9,51.0,31.0,54,28,4.54,0.16,4.7,111.1,106.1,5.0,90.2,0.32,0.22,0.55,0.5,12.3,26.7,0.26,75.0,American Airlines Center,831738,20286
2008,8,DEN,Denver Nuggets,28.5,50.0,32.0,51,31,3.71,0.03,3.74,110.0,106.3,3.7,99.7,0.36,0.23,0.56,0.51,12.9,25.5,0.27,72.1,Pepsi Center,711962,17365
2008,28,TOR,Toronto Raptors,26.3,41.0,41.0,49,33,2.9,-0.44,2.47,110.2,107.0,3.2,90.2,0.25,0.22,0.55,0.51,11.4,23.4,0.2,75.0,Air Canada Centre,796835,19435
2008,10,GSW,Golden State Warriors,25.5,48.0,34.0,47,35,2.21,0.17,2.38,111.8,109.5,2.3,98.8,0.28,0.3,0.55,0.51,11.5,27.2,0.21,70.3,Oracle Arena,804864,19631
2008,23,PHI,Philadelphia 76Ers,25.3,40.0,42.0,42,40,0.41,-0.23,0.19,106.4,106.0,0.4,90.4,0.32,0.14,0.52,0.48,13.4,31.8,0.23,72.0,Wachovia Center,609675,14870
2008,25,POR,Portland Trail Blazers,24.1,41.0,41.0,38,44,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,0.28,0.22,0.53,0.49,12.6,26.8,0.22,71.8,Rose Garden Arena,801566,19550
