Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1983,23,PHI,Philadelphia 76Ers,26.7,65.0,17.0,60,22,7.67,-0.14,7.53,108.3,100.9,7.4,102.7,0.37,0.02,0.55,0.5,16.3,37.1,0.27,66.2,The Spectrum,612203,17072.0
1983,2,BOS,Boston Celtics,27.3,56.0,26.0,55,27,5.35,-0.01,5.34,106.9,101.8,5.1,104.0,0.31,0.02,0.54,0.49,15.2,34.7,0.23,68.1,Boston Garden,621829,15320.0
1983,14,LAL,Los Angeles Lakers,26.9,58.0,24.0,55,27,5.55,-0.49,5.06,110.5,105.2,5.3,103.8,0.27,0.01,0.56,0.53,15.9,36.3,0.2,65.3,The Forum,598739,13763.0
1983,24,PHO,Phoenix Suns,26.6,53.0,29.0,54,28,5.06,-0.45,4.61,105.1,100.1,5.0,101.6,0.31,0.02,0.54,0.5,16.0,32.0,0.23,67.5,Arizona Veterans Memorial Coliseum,465603,
1983,17,MIL,Milwaukee Bucks,28.1,51.0,31.0,53,29,4.4,-0.08,4.32,105.8,101.4,4.4,100.0,0.32,0.02,0.54,0.49,15.1,31.8,0.24,65.5,MECCA Arena,425572,
1983,27,SAS,San Antonio Spurs,27.2,53.0,29.0,50,32,3.66,-0.56,3.1,110.1,106.6,3.5,103.3,0.34,0.04,0.56,0.51,15.1,35.3,0.26,69.1,HemisFair Arena,379876,
1983,21,SEA,Seattle Supersonics,27.4,48.0,34.0,49,33,3.21,-0.33,2.88,105.9,102.8,3.1,103.2,0.34,0.02,0.54,0.5,15.5,32.5,0.25,66.2,King County Domed Stadium,539622,
1983,3,NJN,New Jersey Nets,25.2,49.0,33.0,49,33,2.77,0.01,2.77,101.6,98.9,2.7,104.0,0.32,0.02,0.53,0.49,18.7,36.8,0.23,68.8,Brendan Byrne Arena,530801,12946.0
1983,20,NYK,New York Knicks,26.5,44.0,38.0,48,34,2.45,0.13,2.58,102.4,99.9,2.5,97.0,0.34,0.02,0.53,0.48,16.2,31.6,0.24,67.8,Madison Square Garden (IV),438823,7355.0
1983,25,POR,Portland Trail Blazers,25.5,46.0,36.0,47,35,2.13,-0.25,1.88,106.0,103.9,2.1,101.0,0.35,0.02,0.54,0.49,15.4,33.3,0.26,67.9,Memorial Coliseum,483974,
1983,26,KCK,Kansas City Kings,24.5,45.0,37.0,45,37,1.45,-0.41,1.04,106.2,104.9,1.3,106.6,0.34,0.03,0.54,0.5,16.4,34.3,0.25,65.8,Kemper Arena,309597,
1983,8,DEN,Denver Nuggets,27.2,45.0,37.0,42,40,0.62,-0.36,0.27,109.7,109.1,0.6,112.1,0.34,0.02,0.55,0.5,14.0,31.0,0.27,64.8,McNichols Sports Arena,491253,
1983,30,WAB,Washington Bullets,25.8,42.0,40.0,41,41,-0.13,0.33,0.2,99.1,99.3,-0.2,99.4,0.29,0.03,0.51,0.47,16.6,30.4,0.21,68.6,Capital Centre,368281,
1983,9,DET,Detroit Pistons,24.6,37.0,45.0,40,42,-0.4,0.24,-0.17,105.4,105.8,-0.4,105.8,0.34,0.04,0.53,0.48,15.1,33.6,0.25,66.2,Pontiac Silverdome,482571,
1983,7,DAL,Dallas Mavericks,24.2,38.0,44.0,40,42,-0.41,-0.29,-0.7,109.4,109.8,-0.4,102.8,0.33,0.02,0.54,0.49,13.5,34.8,0.24,66.2,Reunion Arena,487155,
1983,1,ATL,Atlanta Hawks,26.6,43.0,39.0,38,44,-0.95,0.23,-0.72,102.2,103.2,-1.0,98.9,0.3,0.03,0.52,0.47,15.0,30.7,0.22,65.1,Omni Coliseum,292126,
1983,10,GSW,Golden State Warriors,24.7,30.0,52.0,32,50,-3.62,0.14,-3.48,103.9,107.4,-3.5,104.0,0.29,0.02,0.53,0.48,15.9,33.9,0.22,64.6,Oakland-Alameda County Coliseum Arena,341365,
1983,29,UTA,Utah Jazz,25.7,30.0,52.0,30,52,-4.2,-0.03,-4.22,101.2,105.1,-3.9,107.3,0.33,0.02,0.53,0.48,16.7,29.0,0.25,63.9,Salt Palace,355219,
1983,5,CHI,Chicago Bulls,24.5,28.0,54.0,29,53,-4.89,0.48,-4.41,103.4,108.0,-4.6,106.1,0.36,0.03,0.53,0.48,16.9,34.0,0.27,67.9,Chicago Stadium,296411,
1983,13,SDC,San Diego Clippers,24.8,25.0,57.0,29,53,-4.83,0.22,-4.61,104.7,109.3,-4.6,103.0,0.29,0.03,0.52,0.48,15.7,37.1,0.21,65.8,San Diego Sports Arena,195883,
1983,12,IND,Indiana Pacers,24.9,20.0,62.0,27,55,-5.85,0.49,-5.36,103.8,109.4,-5.6,103.9,0.25,0.03,0.52,0.48,15.2,33.6,0.19,65.5,Market Square Arena,188642,3495.0
1983,6,CLE,Cleveland Cavaliers,26.4,23.0,59.0,22,60,-7.44,0.66,-6.78,99.2,106.8,-7.6,97.6,0.28,0.02,0.51,0.47,16.4,33.0,0.2,71.3,Coliseum at Richfield,160537,3782.0
1983,11,HOU,Houston Rockets,29.0,14.0,68.0,14,68,-11.6,0.48,-11.12,97.0,108.3,-11.3,102.2,0.26,0.04,0.49,0.45,15.9,30.8,0.19,65.4,The Summit,291315,
