Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1981,23,PHI,Philadelphia 76Ers,27.2,62.0,20.0,60,22,7.85,-0.09,7.76,107.0,99.5,7.5,103.4,0.34,0.01,0.56,0.52,17.3,32.3,0.26,67.1,The Spectrum,469355,
1981,17,MIL,Milwaukee Bucks,26.6,60.0,22.0,59,23,7.27,-0.13,7.14,108.7,101.8,6.9,103.6,0.31,0.02,0.55,0.5,15.7,36.3,0.24,65.6,MECCA Arena,448366,
1981,2,BOS,Boston Celtics,27.0,62.0,20.0,56,26,5.88,0.17,6.05,108.4,102.6,5.8,100.8,0.33,0.03,0.55,0.51,16.2,34.7,0.25,67.0,Boston Garden,595454,
1981,24,PHO,Phoenix Suns,25.7,57.0,25.0,55,27,5.51,-0.68,4.83,104.6,99.4,5.2,104.7,0.33,0.02,0.54,0.49,17.1,35.1,0.25,68.2,Arizona Veterans Memorial Coliseum,482693,
1981,14,LAL,Los Angeles Lakers,27.0,54.0,28.0,51,31,3.84,-0.57,3.27,107.6,103.9,3.7,102.7,0.29,0.01,0.55,0.51,15.8,33.9,0.21,64.4,The Forum,538865,
1981,5,CHI,Chicago Bulls,26.5,45.0,37.0,46,36,1.98,0.37,2.34,107.8,105.8,2.0,100.6,0.37,0.03,0.56,0.5,17.2,36.9,0.29,68.4,Chicago Stadium,391118,
1981,27,SAS,San Antonio Spurs,26.7,52.0,30.0,48,34,2.88,-0.7,2.18,108.5,105.7,2.8,102.9,0.37,0.01,0.55,0.49,15.4,37.5,0.28,68.0,HemisFair Arena,440553,
1981,20,NYK,New York Knicks,25.1,50.0,32.0,45,37,1.62,0.38,2.0,106.0,104.4,1.6,101.0,0.33,0.03,0.53,0.49,15.0,31.6,0.25,65.8,Madison Square Garden (IV),544641,
1981,12,IND,Indiana Pacers,26.0,44.0,38.0,45,37,1.4,0.32,1.72,106.4,105.0,1.4,100.9,0.35,0.02,0.53,0.48,15.1,35.5,0.25,64.5,Market Square Arena,415339,
1981,25,POR,Portland Trail Blazers,25.7,45.0,37.0,43,39,0.89,-0.37,0.52,106.5,105.7,0.8,103.0,0.29,0.02,0.53,0.5,15.2,33.9,0.21,65.7,Memorial Coliseum,519306,
1981,30,WAB,Washington Bullets,28.6,39.0,43.0,41,41,0.01,0.41,0.42,102.7,102.7,0.0,102.4,0.28,0.03,0.51,0.48,14.4,30.5,0.2,67.8,Capital Centre,377238,
1981,11,HOU,Houston Rockets,26.8,40.0,42.0,42,40,0.33,-0.53,-0.2,107.0,106.7,0.3,100.5,0.3,0.02,0.53,0.49,14.9,33.9,0.23,66.6,The Summit,385354,
1981,26,KCK,Kansas City Kings,26.2,40.0,42.0,41,41,0.01,-0.51,-0.49,104.7,104.7,0.0,101.3,0.31,0.02,0.54,0.5,15.1,29.2,0.22,68.3,Kemper Arena,336385,
1981,8,DEN,Denver Nuggets,26.8,37.0,45.0,40,42,-0.48,-0.47,-0.95,109.4,109.8,-0.4,109.8,0.38,0.02,0.54,0.48,13.4,33.1,0.3,65.4,McNichols Sports Arena,423287,15252.0
1981,10,GSW,Golden State Warriors,24.4,39.0,43.0,38,44,-1.18,-0.23,-1.41,108.5,109.7,-1.2,101.0,0.34,0.03,0.54,0.49,15.6,38.8,0.25,67.5,Oakland-Alameda County Coliseum Arena,412969,
1981,13,SDC,San Diego Clippers,27.6,36.0,46.0,37,45,-1.59,-0.2,-1.78,106.0,107.6,-1.6,100.2,0.31,0.06,0.53,0.49,14.5,33.0,0.23,66.3,San Diego Sports Arena,257597,
1981,21,SEA,Seattle Supersonics,26.8,34.0,48.0,37,45,-1.65,-0.2,-1.84,103.2,104.8,-1.6,100.3,0.33,0.02,0.52,0.47,15.7,33.1,0.25,66.1,King County Domed Stadium,675097,
1981,1,ATL,Atlanta Hawks,26.8,31.0,51.0,33,49,-3.1,0.73,-2.37,104.3,107.3,-3.0,99.4,0.38,0.01,0.54,0.48,16.7,34.1,0.29,64.8,Omni Coliseum,362699,
1981,6,CLE,Cleveland Cavaliers,25.7,28.0,54.0,29,53,-4.85,0.7,-4.15,104.3,109.1,-4.8,100.8,0.25,0.03,0.51,0.47,14.2,33.5,0.2,66.0,Coliseum at Richfield,224499,
1981,3,NJN,New Jersey Nets,25.2,24.0,58.0,26,56,-6.02,0.87,-5.15,101.0,106.7,-5.7,105.2,0.32,0.02,0.52,0.48,16.6,30.4,0.24,69.2,Rutgers Athletic Center,301900,8402.0
1981,9,DET,Detroit Pistons,24.3,21.0,61.0,24,58,-6.32,0.74,-5.58,98.1,104.3,-6.2,101.2,0.33,0.01,0.51,0.46,18.0,33.4,0.24,65.9,Pontiac Silverdome,228348,
1981,29,UTA,Utah Jazz,25.1,28.0,54.0,26,56,-5.89,-0.1,-5.99,103.4,109.4,-6.0,97.7,0.3,0.02,0.54,0.49,15.5,28.3,0.23,66.8,Salt Palace,307835,
1981,7,DAL,Dallas Mavericks,24.8,15.0,67.0,20,62,-8.4,0.07,-8.33,102.4,110.8,-8.4,98.6,0.36,0.02,0.52,0.47,15.2,30.7,0.27,65.0,Reunion Arena,319347,
