Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2019,26,SAC,Sacramento Kings,24.8,39.0,43.0,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.24,0.32,0.55,0.52,11.5,23.1,0.18,75.5,Golden 1 Center,700975,17097
2019,7,DAL,Dallas Mavericks,26.9,33.0,49.0,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.29,0.42,0.56,0.52,12.7,22.7,0.22,77.5,American Airlines Center,820569,20014
2019,18,MIN,Minnesota Timberwolves,26.2,36.0,46.0,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.27,0.32,0.55,0.51,11.4,24.6,0.21,74.9,Target Center,627543,15306
2019,19,NOP,New Orleans Pelicans,25.7,33.0,49.0,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.25,0.32,0.56,0.53,12.6,24.1,0.19,76.8,Smoothie King Center,656183,16004
2019,4,CHO,Charlotte Hornets,26.6,39.0,43.0,38,44,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.26,0.38,0.55,0.51,10.9,21.7,0.2,77.1,Spectrum Center,676570,16502
2019,14,LAL,Los Angeles Lakers,26.2,37.0,45.0,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.26,0.34,0.55,0.53,13.4,22.2,0.18,76.4,STAPLES Center,778877,18997
2019,15,MEM,Memphis Grizzlies,27.7,33.0,49.0,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.27,0.34,0.55,0.51,12.9,20.0,0.21,77.6,FedEx Forum,638332,15569
2019,30,WAS,Washington Wizards,26.5,32.0,50.0,34,48,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.27,0.37,0.57,0.53,12.3,21.3,0.2,74.1,Capital One Arena,716996,17448
2019,1,ATL,Atlanta Hawks,25.1,29.0,53.0,27,55,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.26,0.4,0.56,0.52,14.3,24.7,0.19,76.4,State Farm Arena,628440,15328
2019,5,CHI,Chicago Bulls,24.0,22.0,60.0,21,61,-8.41,0.1,-8.32,104.8,113.2,-8.4,99.0,0.24,0.3,0.54,0.5,12.7,19.4,0.18,77.3,United Center,823475,20085
2019,24,PHO,Phoenix Suns,24.0,19.0,63.0,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.26,0.34,0.55,0.51,13.8,20.5,0.2,72.5,Talking Stick Resort Arena,627023,15293
2019,20,NYK,New York Knicks,23.4,17.0,65.0,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.33,0.53,0.49,12.4,22.1,0.2,76.1,Madison Square Garden (IV),779087,19002
2019,6,CLE,Cleveland Cavaliers,25.2,19.0,63.0,19,63,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.24,0.33,0.54,0.5,12.2,23.7,0.19,77.0,Quicken Loans Arena,793337,19350
