Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1992,5,CHI,Chicago Bulls,27.6,67.0,15.0,66,16,10.44,-0.37,10.07,115.5,104.5,11.0,94.4,0.3,0.06,0.56,0.52,11.8,35.1,0.22,69.3,Chicago Stadium,759980,
1992,25,POR,Portland Trail Blazers,28.1,57.0,25.0,59,23,7.27,-0.33,6.94,111.4,104.2,7.2,99.0,0.34,0.13,0.54,0.5,13.6,35.6,0.25,69.9,Memorial Coliseum,528408,12888.0
1992,29,UTA,Utah Jazz,28.5,55.0,27.0,57,25,6.39,-0.69,5.7,112.2,105.6,6.6,95.5,0.36,0.07,0.56,0.5,13.7,32.7,0.29,68.9,Delta Center,806663,
1992,24,PHO,Phoenix Suns,27.0,53.0,29.0,56,26,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.33,0.08,0.56,0.51,13.1,31.7,0.26,67.7,Arizona Veterans Memorial Coliseum,594327,
1992,6,CLE,Cleveland Cavaliers,27.6,57.0,25.0,55,27,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.32,0.1,0.56,0.51,11.8,30.5,0.26,66.5,Coliseum at Richfield,677408,
1992,10,GSW,Golden State Warriors,25.5,55.0,27.0,50,32,3.9,-0.14,3.77,113.6,109.9,3.7,103.4,0.35,0.1,0.57,0.52,13.6,31.8,0.26,64.2,Oakland-Alameda County Coliseum Arena,616025,
1992,20,NYK,New York Knicks,27.3,51.0,31.0,52,30,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.3,0.09,0.53,0.49,13.7,34.6,0.22,71.1,Madison Square Garden (IV),726608,17879.0
1992,2,BOS,Boston Celtics,29.2,51.0,31.0,51,31,3.62,-0.21,3.41,110.8,107.0,3.8,95.8,0.27,0.05,0.54,0.5,12.7,31.9,0.22,68.7,Boston Garden,610776,14890.0
1992,27,SAS,San Antonio Spurs,27.3,47.0,35.0,50,32,3.32,-0.51,2.81,107.5,104.1,3.4,96.2,0.32,0.06,0.53,0.48,13.9,34.2,0.23,69.8,HemisFair Arena,658337,16057.0
1992,9,DET,Detroit Pistons,30.1,48.0,34.0,47,35,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.31,0.08,0.52,0.48,13.5,34.9,0.23,68.5,The Palace of Auburn Hills,879614,21454.0
