Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2018,4,CHO,Charlotte Hornets,26.6,36.0,46.0,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.31,0.31,0.55,0.51,11.4,22.2,0.23,80.7,Spectrum Center,671404,16376
2018,9,DET,Detroit Pistons,25.9,39.0,43.0,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.23,0.33,0.54,0.51,12.3,22.7,0.17,78.5,Little Caesars Arena,713945,17413
2018,17,MIL,Milwaukee Bucks,25.9,44.0,38.0,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.28,0.3,0.57,0.53,12.9,20.4,0.22,75.9,BMO Harris Bradley Center,685303,16856
2018,14,LAL,Los Angeles Lakers,23.7,35.0,47.0,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.26,0.33,0.55,0.52,13.8,23.6,0.19,77.7,STAPLES Center,776327,18935
2018,7,DAL,Dallas Mavericks,27.7,24.0,58.0,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.22,0.38,0.54,0.51,11.6,18.0,0.17,78.9,American Airlines Center,811453,19792
2018,20,NYK,New York Knicks,26.3,29.0,53.0,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.22,0.27,0.54,0.51,13.3,24.1,0.17,76.7,Madison Square Garden (IV),792608,19332
2018,3,BRK,Brooklyn Nets,25.1,28.0,54.0,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.41,0.55,0.51,13.6,21.0,0.2,77.0,Barclays Center,640010,15376
2018,22,ORL,Orlando Magic,25.6,25.0,57.0,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.24,0.34,0.55,0.51,13.3,20.0,0.18,75.6,Amway Center,734531,17915
2018,1,ATL,Atlanta Hawks,25.4,24.0,58.0,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.24,0.36,0.55,0.51,14.1,21.1,0.18,76.2,Philips Arena,590769,14409
2018,15,MEM,Memphis Grizzlies,26.0,22.0,60.0,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.26,0.32,0.54,0.5,14.0,22.4,0.2,76.5,FedEx Forum,653863,15948
2018,26,SAC,Sacramento Kings,26.4,27.0,55.0,23,59,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.19,0.28,0.53,0.5,12.8,21.5,0.14,77.6,Golden 1 Center,714680,17431
2018,5,CHI,Chicago Bulls,24.4,27.0,55.0,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.22,0.35,0.53,0.5,12.6,20.6,0.16,80.6,United Center,851824,20776
2018,24,PHO,Phoenix Suns,23.7,21.0,61.0,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.28,0.32,0.53,0.5,13.9,22.5,0.2,76.5,Talking Stick Resort Arena,690576,16843
