Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2018,11,HOU,Houston Rockets,29.8,65.0,17.0,61,21,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.3,0.5,0.59,0.55,12.7,21.3,0.23,79.9,Toyota Center,732722,17871
2018,28,TOR,Toronto Raptors,25.8,59.0,23.0,60,22,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.38,0.57,0.54,12.1,23.0,0.2,77.7,Air Canada Centre,813431,19840
2018,10,GSW,Golden State Warriors,28.8,58.0,24.0,56,26,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.24,0.34,0.6,0.57,14.1,21.0,0.2,76.3,Oracle Arena,803436,19596
2018,29,UTA,Utah Jazz,26.7,48.0,34.0,53,29,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.36,0.56,0.53,13.7,21.5,0.2,79.8,Vivint Smart Home Arena,734806,17922
2018,23,PHI,Philadelphia 76Ers,25.8,52.0,30.0,53,29,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.26,0.34,0.57,0.54,14.6,25.3,0.2,78.6,Wells Fargo Center,833503,20361
2018,21,OKC,Oklahoma City Thunder,27.3,48.0,34.0,50,32,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.28,0.34,0.55,0.51,12.4,27.7,0.2,77.4,Chesapeake Energy Arena,746322,18203
2018,2,BOS,Boston Celtics,24.7,55.0,27.0,51,31,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.24,0.36,0.55,0.52,13.0,21.5,0.19,78.4,TD Garden,763584,18624
2018,27,SAS,San Antonio Spurs,29.3,47.0,35.0,49,33,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.24,0.28,0.54,0.51,12.2,23.7,0.19,78.6,AT&T Center,754562,18404
2018,25,POR,Portland Trail Blazers,25.6,49.0,33.0,48,34,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.32,0.55,0.51,12.3,23.3,0.19,79.1,Moda Center,795750,19409
2018,18,MIN,Minnesota Timberwolves,27.1,47.0,35.0,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.26,0.57,0.52,11.4,24.4,0.22,76.4,Target Center,699308,17056
2018,8,DEN,Denver Nuggets,25.1,46.0,36.0,45,37,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.26,0.36,0.57,0.54,13.4,25.7,0.2,77.5,Pepsi Center,702796,17141
2018,19,NOP,New Orleans Pelicans,27.6,48.0,34.0,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.24,0.32,0.57,0.54,13.3,20.0,0.18,76.7,Smoothie King Center,673920,16437
2018,12,IND,Indiana Pacers,26.2,48.0,34.0,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.22,0.28,0.56,0.52,12.3,22.7,0.17,76.2,Bankers Life Fieldhouse,658119,16052
2018,6,CLE,Cleveland Cavaliers,30.6,50.0,32.0,43,39,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.28,0.38,0.58,0.55,12.6,20.1,0.21,77.3,Quicken Loans Arena,843042,20562
2018,30,WAS,Washington Wizards,26.9,43.0,39.0,43,39,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.25,0.31,0.56,0.52,13.3,23.5,0.2,77.1,Capital One Arena,739302,18032
2018,13,LAC,Los Angeles Clippers,27.0,42.0,40.0,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.3,0.31,0.56,0.53,13.2,23.5,0.22,76.1,STAPLES Center,697812,17020
2018,16,MIA,Miami Heat,26.5,44.0,38.0,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.23,0.36,0.55,0.52,13.3,21.5,0.17,79.0,AmericanAirlines Arena,804850,19630
