Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2000,2,BOS,Boston Celtics,25.4,35.0,47.0,39,43,-0.76,-0.24,-1.0,104.8,105.6,-0.8,94.6,0.32,0.18,0.52,0.47,13.8,30.4,0.24,73.8,FleetCenter,683608,
2000,3,NJN,New Jersey Nets,27.3,31.0,51.0,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.3,0.2,0.52,0.47,12.6,28.1,0.23,67.2,Continental Airlines Arena,643631,
2000,8,DEN,Denver Nuggets,25.9,35.0,47.0,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,0.31,0.2,0.52,0.48,14.0,29.2,0.22,71.6,Pepsi Center,637698,
2000,30,WAS,Washington Wizards,28.0,29.0,53.0,32,50,-3.28,-0.19,-3.47,103.5,107.0,-3.5,92.7,0.32,0.13,0.52,0.48,14.8,30.6,0.23,71.7,MCI Center,616593,
2000,6,CLE,Cleveland Cavaliers,27.2,32.0,50.0,31,51,-3.5,-0.14,-3.64,100.4,104.0,-3.6,95.7,0.33,0.14,0.52,0.47,15.6,28.1,0.24,71.2,Gund Arena,603702,
2000,15,VAN,Vancouver Grizzlies,25.3,22.0,60.0,25,57,-5.62,0.52,-5.1,102.3,108.5,-6.2,91.0,0.32,0.14,0.52,0.47,15.8,30.1,0.25,70.6,General Motors Place,569864,
2000,1,ATL,Atlanta Hawks,27.6,28.0,54.0,26,56,-5.38,-0.04,-5.41,102.0,107.9,-5.9,91.7,0.29,0.12,0.5,0.46,14.1,31.7,0.22,71.0,Philips Arena,600954,
2000,10,GSW,Golden State Warriors,26.9,19.0,63.0,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,0.3,0.15,0.48,0.44,13.9,32.6,0.21,69.1,The Arena in Oakland,509171,
2000,5,CHI,Chicago Bulls,26.0,17.0,65.0,15,67,-9.4,0.17,-9.23,94.2,104.6,-10.4,89.4,0.34,0.17,0.49,0.44,18.0,29.9,0.24,69.9,United Center,907064,
2000,13,LAC,Los Angeles Clippers,24.2,15.0,67.0,13,69,-11.52,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.19,0.5,0.46,14.9,26.1,0.2,69.6,STAPLES Center,559714,
