Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2000,14,LAL,Los Angeles Lakers,29.2,67.0,15.0,64,18,8.55,-0.14,8.41,107.3,98.2,9.1,93.3,0.35,0.15,0.52,0.48,12.7,30.6,0.24,73.1,STAPLES Center,771420,
2000,25,POR,Portland Trail Blazers,29.6,59.0,23.0,59,23,6.4,-0.04,6.36,107.9,100.8,7.1,89.9,0.32,0.18,0.55,0.5,14.5,30.3,0.24,72.4,Rose Garden Arena,835078,
2000,27,SAS,San Antonio Spurs,30.9,53.0,29.0,58,24,5.94,-0.02,5.92,105.0,98.6,6.4,90.8,0.35,0.14,0.54,0.49,14.3,27.8,0.26,73.0,Alamodome,884450,
2000,24,PHO,Phoenix Suns,28.6,53.0,29.0,56,26,5.22,0.02,5.24,104.6,99.0,5.6,94.0,0.29,0.18,0.53,0.49,15.2,29.3,0.22,70.5,America West Arena,773115,
2000,29,UTA,Utah Jazz,31.5,55.0,27.0,54,28,4.46,0.05,4.52,107.3,102.3,5.0,89.6,0.34,0.13,0.54,0.49,14.3,29.5,0.26,73.2,Delta Center,801268,
2000,12,IND,Indiana Pacers,30.4,56.0,26.0,54,28,4.6,-0.45,4.15,108.5,103.6,4.9,93.1,0.3,0.22,0.55,0.5,13.3,24.9,0.24,71.5,Conseco Fieldhouse,752145,
2000,26,SAC,Sacramento Kings,27.5,44.0,38.0,49,33,2.91,0.12,3.04,105.0,102.1,2.9,99.3,0.28,0.23,0.53,0.49,13.9,27.7,0.21,69.7,ARCO Arena (II),720033,
2000,16,MIA,Miami Heat,29.2,52.0,30.0,50,32,3.11,-0.36,2.75,104.5,101.0,3.5,89.7,0.28,0.19,0.53,0.5,14.5,28.2,0.21,72.9,AmericanAirlines Arena,706725,
2000,18,MIN,Minnesota Timberwolves,26.6,50.0,32.0,48,34,2.52,0.14,2.67,106.1,103.4,2.7,91.8,0.26,0.1,0.52,0.48,12.9,29.4,0.2,73.0,Target Center,690012,
2000,4,CHO,Charlotte Hornets,28.7,49.0,33.0,49,33,2.67,-0.34,2.33,104.3,101.4,2.9,93.9,0.38,0.15,0.53,0.48,13.7,25.7,0.28,73.2,Charlotte Coliseum,732827,
2000,20,NYK,New York Knicks,29.5,50.0,32.0,46,36,1.46,-0.16,1.3,102.5,100.9,1.6,89.2,0.28,0.15,0.53,0.48,14.4,24.7,0.22,73.1,Madison Square Garden (IV),810103,
2000,21,SEA,Seattle Supersonics,28.5,45.0,37.0,44,38,0.95,0.22,1.17,105.6,104.6,1.0,93.4,0.28,0.23,0.52,0.49,12.9,28.5,0.2,69.6,KeyArena at Seattle Center,615730,
2000,9,DET,Detroit Pistons,28.3,42.0,40.0,45,37,1.44,-0.31,1.13,107.3,105.8,1.5,95.7,0.38,0.18,0.55,0.49,14.3,26.8,0.3,71.6,The Palace of Auburn Hills,678470,
2000,23,PHI,Philadelphia 76Ers,27.1,49.0,33.0,45,37,1.34,-0.32,1.02,101.5,100.0,1.5,92.7,0.33,0.1,0.5,0.46,14.2,31.4,0.23,69.9,First Union Center,756956,
2000,22,ORL,Orlando Magic,26.3,41.0,41.0,43,39,0.68,-0.26,0.43,102.4,101.7,0.7,97.3,0.3,0.12,0.52,0.47,15.4,31.6,0.22,69.9,TD Waterhouse Centre,576409,
2000,17,MIL,Milwaukee Bucks,28.2,42.0,40.0,42,40,0.22,-0.28,-0.06,108.2,107.9,0.3,92.7,0.29,0.16,0.54,0.49,13.8,30.0,0.23,69.6,Bradley Center,628605,
2000,7,DAL,Dallas Mavericks,26.3,40.0,42.0,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,0.25,0.19,0.53,0.49,12.6,25.5,0.2,66.1,Reunion Arena,606177,
2000,28,TOR,Toronto Raptors,29.3,45.0,37.0,41,41,-0.16,-0.3,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.51,0.46,12.7,30.1,0.23,71.8,Air Canada Centre,756496,
2000,11,HOU,Houston Rockets,26.3,34.0,48.0,39,43,-0.87,0.3,-0.57,104.8,105.7,-0.9,94.2,0.32,0.24,0.54,0.49,15.8,29.1,0.24,71.6,Compaq Center,624594,
