Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2005,27,SAS,San Antonio Spurs,28.5,59.0,23.0,63,19,7.8,0.03,7.84,107.5,98.8,8.7,88.9,0.33,0.22,0.53,0.49,13.2,29.1,0.24,73.6,SBC Center,750970,18316
2005,24,PHO,Phoenix Suns,25.2,62.0,20.0,59,23,7.12,-0.04,7.08,114.5,107.1,7.4,95.9,0.3,0.29,0.57,0.53,12.4,27.5,0.22,68.3,America West Arena,726066,17709
2005,7,DAL,Dallas Mavericks,27.7,58.0,24.0,57,25,5.74,0.11,5.86,110.3,104.1,6.2,92.7,0.35,0.19,0.55,0.49,12.5,28.6,0.27,70.2,American Airlines Center,822533,20062
2005,16,MIA,Miami Heat,28.0,59.0,23.0,59,23,6.52,-0.76,5.77,110.2,103.1,7.1,90.8,0.39,0.2,0.56,0.52,13.1,27.0,0.26,74.1,AmericanAirlines Arena,815143,19882
2005,11,HOU,Houston Rockets,29.7,51.0,31.0,53,29,4.04,0.23,4.27,106.2,101.7,4.5,88.8,0.31,0.24,0.53,0.49,13.5,26.3,0.24,74.5,Toyota Center,663444,16182
2005,9,DET,Detroit Pistons,27.9,54.0,28.0,53,29,3.87,-0.55,3.31,105.6,101.2,4.4,87.2,0.34,0.16,0.52,0.47,13.3,31.2,0.25,73.0,The Palace of Auburn Hills,905116,22076
2005,15,MEM,Memphis Grizzlies,26.3,45.0,37.0,48,34,2.29,0.34,2.64,105.5,102.9,2.6,88.5,0.32,0.24,0.54,0.49,14.3,27.1,0.24,69.9,FedEx Forum,691362,16862
2005,21,SEA,Seattle Supersonics,26.0,52.0,30.0,48,34,2.29,0.3,2.59,112.2,109.6,2.6,87.9,0.33,0.28,0.55,0.5,13.0,32.4,0.26,71.3,KeyArena at Seattle Center,675490,16475
2005,26,SAC,Sacramento Kings,27.7,50.0,32.0,47,35,2.16,0.4,2.56,110.5,108.2,2.3,93.0,0.29,0.2,0.54,0.5,12.0,28.8,0.23,69.0,ARCO Arena (II),709997,17317
2005,8,DEN,Denver Nuggets,26.7,49.0,33.0,47,35,2.02,0.2,2.23,106.0,103.9,2.1,93.5,0.35,0.14,0.54,0.48,13.8,28.4,0.27,71.7,Pepsi Center,723949,17657
2005,18,MIN,Minnesota Timberwolves,29.0,44.0,38.0,45,37,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.28,0.17,0.53,0.49,12.7,28.6,0.22,71.4,Target Center,704438,17181
2005,5,CHI,Chicago Bulls,25.0,47.0,35.0,44,38,1.06,-0.41,0.65,101.4,100.3,1.1,92.4,0.31,0.22,0.52,0.47,15.5,28.4,0.23,72.6,United Center,828384,20204
2005,12,IND,Indiana Pacers,28.3,44.0,38.0,43,39,0.76,-0.27,0.49,105.5,104.6,0.9,87.2,0.36,0.26,0.53,0.48,14.1,26.4,0.28,71.3,Conseco Fieldhouse,696764,16994
2005,2,BOS,Boston Celtics,27.1,45.0,37.0,43,39,0.87,-0.52,0.35,107.5,106.6,0.9,93.3,0.36,0.19,0.55,0.5,14.7,27.2,0.27,70.1,FleetCenter,656081,16002
2005,6,CLE,Cleveland Cavaliers,26.5,42.0,40.0,43,39,0.79,-0.52,0.27,106.6,105.7,0.9,89.7,0.32,0.14,0.52,0.47,13.0,32.5,0.24,71.5,Gund Arena,784249,19128
2005,13,LAC,Los Angeles Clippers,25.5,37.0,45.0,39,43,-0.77,0.3,-0.47,105.5,106.4,-0.9,89.1,0.36,0.1,0.53,0.48,14.9,30.3,0.28,71.3,STAPLES Center,696181,16980
2005,30,WAS,Washington Wizards,25.3,45.0,37.0,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,0.36,0.22,0.52,0.47,12.9,31.1,0.26,70.0,MCI Center,705069,17197
2005,23,PHI,Philadelphia 76Ers,26.4,43.0,39.0,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,0.33,0.22,0.53,0.48,14.2,25.4,0.26,72.7,Wachovia Center,732686,17870
2005,10,GSW,Golden State Warriors,26.7,34.0,48.0,35,47,-2.16,0.42,-1.74,104.7,106.9,-2.2,93.3,0.28,0.25,0.51,0.48,12.3,27.8,0.2,69.7,Oakland Arena,670368,16350
2005,28,TOR,Toronto Raptors,27.0,33.0,49.0,36,46,-1.62,-0.19,-1.81,106.9,108.7,-1.8,92.7,0.32,0.25,0.54,0.49,12.5,23.7,0.24,71.1,Air Canada Centre,703388,17156
2005,3,NJN,New Jersey Nets,27.8,42.0,40.0,36,46,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.32,0.19,0.51,0.46,13.7,25.5,0.24,73.2,Continental Airlines Arena,618681,15090
2005,14,LAL,Los Angeles Lakers,26.0,34.0,48.0,33,49,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,0.32,0.27,0.54,0.48,13.4,29.5,0.25,71.1,STAPLES Center,770494,18793
2005,22,ORL,Orlando Magic,26.5,36.0,46.0,35,47,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,0.35,0.14,0.53,0.48,14.6,29.9,0.26,71.3,TD Waterhouse Centre,597942,14584
2005,20,NYK,New York Knicks,27.3,33.0,49.0,34,48,-2.44,-0.28,-2.72,106.2,108.9,-2.7,90.7,0.31,0.19,0.53,0.48,13.8,28.3,0.24,71.2,Madison Square Garden (IV),800144,19516
2005,17,MIL,Milwaukee Bucks,26.9,30.0,52.0,32,50,-2.99,-0.1,-3.09,106.6,109.8,-3.2,90.8,0.34,0.14,0.53,0.48,13.0,29.0,0.26,72.0,Bradley Center,637009,15537
2005,25,POR,Portland Trail Blazers,27.0,27.0,55.0,29,53,-4.0,0.55,-3.45,103.2,107.7,-4.5,89.8,0.3,0.18,0.52,0.48,15.2,29.6,0.22,67.7,Rose Garden Arena,680374,16594
