Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1985,17,MIL,Milwaukee Bucks,25.7,59.0,23.0,58,24,6.85,-0.16,6.69,110.5,103.6,6.9,99.7,0.34,0.04,0.55,0.5,14.2,35.4,0.26,65.6,MECCA Arena,422924,
1985,14,LAL,Los Angeles Lakers,27.4,62.0,20.0,58,24,7.35,-0.87,6.48,114.1,107.0,7.1,103.2,0.31,0.04,0.59,0.55,15.7,33.8,0.24,67.1,The Forum,610361,15505.0
1985,2,BOS,Boston Celtics,28.5,63.0,19.0,57,25,6.65,-0.18,6.47,112.8,106.3,6.5,101.6,0.32,0.04,0.56,0.52,13.8,32.8,0.25,70.4,Boston Garden,610547,14890.0
1985,23,PHI,Philadelphia 76Ers,27.9,58.0,24.0,51,31,4.1,0.07,4.17,111.3,107.3,4.0,100.8,0.41,0.03,0.56,0.5,16.0,37.4,0.33,66.6,The Spectrum,575415,
1985,25,POR,Portland Trail Blazers,25.2,42.0,40.0,49,33,3.4,-0.6,2.8,110.4,107.2,3.2,103.5,0.36,0.03,0.55,0.51,14.8,34.0,0.27,64.4,Memorial Coliseum,519306,
1985,9,DET,Detroit Pistons,26.9,46.0,36.0,47,35,2.49,0.24,2.73,109.6,107.2,2.4,105.0,0.28,0.02,0.53,0.48,13.0,35.4,0.22,69.6,Pontiac Silverdome,691550,
1985,8,DEN,Denver Nuggets,28.3,52.0,30.0,47,35,2.44,-0.39,2.05,110.7,108.4,2.3,107.6,0.32,0.03,0.54,0.49,13.2,33.6,0.25,66.1,McNichols Sports Arena,448546,
1985,7,DAL,Dallas Mavericks,25.0,44.0,38.0,47,35,2.17,-0.37,1.8,111.5,109.3,2.2,98.8,0.32,0.06,0.55,0.5,12.5,30.7,0.25,68.8,Reunion Arena,683916,
1985,11,HOU,Houston Rockets,25.3,48.0,34.0,45,37,1.72,-0.34,1.38,107.9,106.3,1.6,102.2,0.3,0.02,0.54,0.51,16.0,37.4,0.21,67.4,The Summit,553014,
1985,3,NJN,New Jersey Nets,26.5,42.0,40.0,42,40,0.23,0.41,0.64,107.9,107.7,0.2,101.0,0.3,0.03,0.53,0.49,13.8,33.9,0.22,68.2,Brendan Byrne Arena,502177,
1985,27,SAS,San Antonio Spurs,28.1,41.0,41.0,43,39,0.91,-0.29,0.63,109.9,109.0,0.9,103.9,0.36,0.03,0.56,0.52,15.6,33.2,0.27,68.5,HemisFair Arena,351950,
1985,30,WAB,Washington Bullets,27.1,40.0,42.0,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.27,0.05,0.52,0.49,13.4,27.5,0.2,68.2,Capital Centre,383098,17042.0
1985,29,UTA,Utah Jazz,26.9,41.0,41.0,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.33,0.04,0.53,0.48,15.8,29.0,0.26,65.3,Salt Palace,371829,
1985,5,CHI,Chicago Bulls,25.2,38.0,44.0,39,43,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.37,0.02,0.56,0.5,15.4,32.2,0.29,67.5,Chicago Stadium,487297,
1985,1,ATL,Atlanta Hawks,25.5,34.0,48.0,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,0.33,0.03,0.54,0.49,15.3,32.5,0.25,63.8,Omni Coliseum,290746,
1985,6,CLE,Cleveland Cavaliers,26.6,36.0,46.0,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.34,0.04,0.53,0.48,14.1,32.9,0.25,66.9,Coliseum at Richfield,324004,7618.0
1985,24,PHO,Phoenix Suns,26.4,36.0,46.0,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,0.32,0.04,0.54,0.5,16.3,29.8,0.25,68.3,Arizona Veterans Memorial Coliseum,478788,
1985,26,KCK,Kansas City Kings,26.1,31.0,51.0,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,0.36,0.03,0.56,0.51,15.9,34.0,0.28,66.6,Kemper Arena,262813,
1985,20,NYK,New York Knicks,25.8,24.0,58.0,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,0.33,0.03,0.53,0.49,15.2,31.7,0.24,63.3,Madison Square Garden (IV),457137,
1985,13,LAC,Los Angeles Clippers,27.3,31.0,51.0,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,0.31,0.03,0.54,0.5,16.4,33.8,0.24,66.1,Los Angeles Memorial Sports Arena,384519,
1985,21,SEA,Seattle Supersonics,26.4,31.0,51.0,27,55,-5.44,0.0,-5.44,102.8,108.2,-5.4,99.3,0.33,0.03,0.53,0.48,15.9,30.0,0.26,67.3,King County Domed Stadium,303344,
1985,12,IND,Indiana Pacers,24.1,22.0,60.0,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,0.34,0.02,0.53,0.48,16.1,31.7,0.26,70.5,Market Square Arena,438377,
1985,10,GSW,Golden State Warriors,26.1,22.0,60.0,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,0.34,0.05,0.52,0.47,14.4,34.5,0.26,66.0,Oakland-Alameda County Coliseum Arena,300586,
