Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
1988,2,BOS,Boston Celtics,29.8,57.0,25.0,56,26,5.94,0.22,6.15,115.4,109.4,6.0,97.9,0.33,0.1,0.59,29.8,68.5,Boston Garden,611231,
1988,9,DET,Detroit Pistons,27.4,54.0,28.0,54,28,5.17,0.29,5.46,110.5,105.3,5.2,98.3,0.37,0.03,0.55,34.2,68.5,Pontiac Silverdome,1066505,
1988,14,LAL,Los Angeles Lakers,28.9,62.0,20.0,56,26,5.84,-1.03,4.81,113.1,107.3,5.8,99.1,0.35,0.07,0.57,32.3,67.9,The Forum,708477,
1988,1,ATL,Atlanta Hawks,26.8,50.0,32.0,51,31,3.6,0.42,4.02,111.3,107.6,3.7,96.4,0.34,0.04,0.54,34.3,67.3,Omni Coliseum,572460,
1988,5,CHI,Chicago Bulls,25.5,50.0,32.0,50,32,3.4,0.35,3.76,109.0,105.5,3.5,95.5,0.32,0.04,0.54,34.0,70.6,Chicago Stadium,740411,
1988,7,DAL,Dallas Mavericks,27.0,53.0,29.0,52,30,4.37,-0.77,3.59,112.2,107.7,4.5,97.0,0.35,0.07,0.54,37.5,67.5,Reunion Arena,695592,
1988,25,POR,Portland Trail Blazers,27.1,53.0,29.0,52,30,4.52,-0.94,3.59,111.8,107.4,4.4,103.6,0.36,0.05,0.55,34.3,68.4,Memorial Coliseum,519306,
1988,8,DEN,Denver Nuggets,28.7,54.0,28.0,51,31,4.07,-0.75,3.32,110.1,106.3,3.8,105.5,0.29,0.07,0.53,29.7,67.4,McNichols Sports Arena,520881,
1988,29,UTA,Utah Jazz,27.3,47.0,35.0,51,31,3.68,-0.73,2.96,106.8,103.1,3.7,101.5,0.34,0.06,0.55,30.4,66.7,Salt Palace,503969,
1988,21,SEA,Seattle Supersonics,25.6,44.0,38.0,46,36,2.06,-0.77,1.29,110.2,108.1,2.1,100.2,0.33,0.09,0.54,36.3,67.2,Seattle Center Coliseum,475983,
1988,6,CLE,Cleveland Cavaliers,24.6,42.0,40.0,43,39,0.76,0.52,1.28,106.8,106.0,0.8,97.3,0.36,0.05,0.55,31.0,66.4,Coliseum at Richfield,504847,
1988,17,MIL,Milwaukee Bucks,28.6,42.0,40.0,42,40,0.54,0.68,1.21,108.2,107.6,0.6,97.6,0.33,0.06,0.54,31.8,66.6,MECCA Arena,441615,
1988,11,HOU,Houston Rockets,27.7,46.0,36.0,45,37,1.39,-0.57,0.82,107.1,105.7,1.4,101.8,0.34,0.04,0.53,33.1,66.7,The Summit,681051,
1988,20,NYK,New York Knicks,25.3,38.0,44.0,40,42,-0.49,0.63,0.14,105.9,106.4,-0.5,99.1,0.32,0.08,0.52,36.0,65.5,Madison Square Garden (IV),586752,
1988,30,WAB,Washington Bullets,26.6,38.0,44.0,39,43,-0.77,0.61,-0.16,106.5,107.2,-0.7,98.1,0.35,0.02,0.52,34.2,65.2,Capital Centre,433376,
1988,12,IND,Indiana Pacers,25.7,38.0,44.0,39,43,-0.79,0.62,-0.18,106.6,107.4,-0.8,98.0,0.28,0.07,0.54,30.1,67.9,Market Square Arena,502244,
1988,23,PHI,Philadelphia 76Ers,27.2,36.0,46.0,37,45,-1.44,0.65,-0.79,108.8,110.3,-1.5,96.0,0.4,0.07,0.54,35.4,67.5,The Spectrum,505245,
1988,24,PHO,Phoenix Suns,27.5,28.0,54.0,30,52,-4.48,-0.33,-4.8,107.0,111.4,-4.4,101.2,0.3,0.05,0.54,31.5,68.3,Arizona Veterans Memorial Coliseum,452354,
1988,27,SAS,San Antonio Spurs,26.2,31.0,51.0,29,53,-4.88,-0.14,-5.02,108.2,112.8,-4.6,104.4,0.32,0.06,0.54,32.0,64.4,HemisFair Arena,334354,
1988,26,SAC,Sacramento Kings,26.1,24.0,58.0,27,55,-5.76,-0.08,-5.84,106.5,112.1,-5.6,100.9,0.32,0.06,0.53,33.7,68.1,ARCO Arena (I),423653,
1988,3,NJN,New Jersey Nets,26.7,19.0,63.0,21,61,-8.11,1.13,-6.98,101.4,109.6,-8.2,98.6,0.34,0.07,0.52,30.4,68.6,Brendan Byrne Arena,476054,
1988,10,GSW,Golden State Warriors,25.4,20.0,62.0,21,61,-8.32,-0.06,-8.38,104.7,112.9,-8.2,101.6,0.3,0.04,0.52,31.2,65.1,Oakland-Alameda County Coliseum Arena,440294,
1988,13,LAC,Los Angeles Clippers,26.2,17.0,65.0,16,66,-10.32,0.07,-10.24,97.4,107.6,-10.2,100.8,0.32,0.04,0.49,30.9,65.4,Los Angeles Memorial Sports Arena,345589,
