Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2004,19,NOH,New Orleans Hornets,30.3,41.0,41.0,41,41,-0.1,-0.62,-0.72,102.3,102.4,-0.1,89.1,0.29,0.25,0.5,0.46,14.1,30.6,0.22,71.3,New Orleans Arena,587613,14332
2004,20,NYK,New York Knicks,29.6,39.0,43.0,36,46,-1.48,-0.49,-1.97,101.7,103.3,-1.6,89.5,0.27,0.17,0.52,0.47,15.1,28.0,0.21,72.8,Madison Square Garden (IV),785739,19164
2004,2,BOS,Boston Celtics,26.4,36.0,46.0,37,45,-1.45,-0.54,-1.99,102.1,103.7,-1.6,93.2,0.33,0.25,0.53,0.49,15.4,25.2,0.24,69.5,FleetCenter,664248,16201
2004,24,PHO,Phoenix Suns,24.4,29.0,53.0,30,52,-3.74,0.8,-2.94,101.4,105.5,-4.1,92.6,0.28,0.18,0.52,0.48,14.3,26.6,0.21,69.9,America West Arena,670385,16351
2004,23,PHI,Philadelphia 76Ers,27.5,33.0,49.0,33,49,-2.49,-0.46,-2.95,99.1,101.9,-2.8,88.0,0.32,0.16,0.5,0.46,15.5,28.2,0.24,70.7,Wachovia Center,788128,19223
2004,6,CLE,Cleveland Cavaliers,24.9,35.0,47.0,33,49,-2.62,-0.44,-3.07,101.4,104.2,-2.8,90.8,0.3,0.12,0.5,0.45,13.7,31.1,0.23,73.0,Gund Arena,749790,18288
2004,28,TOR,Toronto Raptors,27.6,33.0,49.0,31,51,-3.01,-0.4,-3.42,97.0,100.4,-3.4,86.8,0.26,0.2,0.5,0.45,14.1,23.8,0.2,70.1,Air Canada Centre,750608,18308
2004,13,LAC,Los Angeles Clippers,24.3,28.0,54.0,28,54,-4.59,0.84,-3.74,103.5,108.5,-5.0,91.0,0.35,0.16,0.51,0.45,15.0,32.8,0.28,70.0,STAPLES Center,665396,16143
2004,1,ATL,Atlanta Hawks,26.2,28.0,54.0,28,54,-4.65,-0.36,-5.0,101.0,106.1,-5.1,90.8,0.3,0.19,0.51,0.46,15.4,28.6,0.24,70.5,Philips Arena,565728,13798
2004,30,WAS,Washington Wizards,24.4,25.0,57.0,25,57,-5.63,-0.48,-6.12,98.8,104.8,-6.0,92.2,0.34,0.19,0.5,0.45,16.0,30.7,0.24,69.5,MCI Center,645363,15741
2004,5,CHI,Chicago Bulls,26.8,23.0,59.0,23,59,-6.35,-0.33,-6.69,96.6,103.4,-6.8,92.2,0.27,0.19,0.49,0.45,14.9,28.1,0.2,71.4,United Center,809177,19736
2004,22,ORL,Orlando Magic,25.8,21.0,61.0,22,60,-7.02,-0.23,-7.25,102.7,110.4,-7.7,90.8,0.3,0.18,0.5,0.46,12.8,28.1,0.22,68.7,TD Waterhouse Centre,589144,14369
