Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,30,754,WAS,Washington Wizards,24.0,NBA,PG,42.0,3.0,647.0,5.8,15.1,0.38,1.4,4.7,0.3,4.4,10.4,0.42,2.1,2.6,0.8,0.7,3.3,4.0,2.2,1.4,0.2,2.3,3.0,15.0
2004,30,754,WAS,Washington Wizards,25.0,NBA,SG,71.0,16.0,1478.0,6.0,15.5,0.39,1.4,4.8,0.3,4.6,10.7,0.43,2.7,3.4,0.8,0.7,2.9,3.6,3.3,2.0,0.1,2.5,2.7,16.2
2005,30,754,WAS,Washington Wizards,26.0,NBA,SG,63.0,4.0,1054.0,6.4,15.3,0.42,1.6,5.0,0.33,4.7,10.2,0.46,3.0,3.3,0.9,1.1,3.0,4.1,3.8,1.5,0.1,2.3,3.3,17.3
2006,25,754,POR,Portland Trail Blazers,27.0,NBA,SG,76.0,42.0,1920.0,6.7,15.4,0.44,1.2,3.2,0.38,5.5,12.2,0.45,2.9,3.6,0.8,0.6,2.8,3.3,2.8,1.1,0.1,2.1,2.9,17.5
2007,31,754,TOT,Total After Trade,28.0,NBA,SG,81.0,6.0,1926.0,5.6,13.1,0.42,1.5,4.2,0.35,4.1,8.9,0.46,1.9,2.2,0.87,0.5,2.4,3.0,2.3,1.4,0.2,1.9,3.3,14.5
2007,25,754,POR,Portland Trail Blazers,28.0,NBA,SG,55.0,1.0,1243.0,5.5,12.9,0.43,1.5,4.1,0.36,4.0,8.7,0.46,1.7,2.1,0.83,0.5,2.0,2.5,2.4,1.4,0.2,2.2,3.2,14.2
2007,28,754,TOR,Toronto Raptors,28.0,NBA,SG,26.0,5.0,683.0,5.8,13.7,0.42,1.4,4.4,0.32,4.4,9.3,0.47,2.2,2.3,0.93,0.6,3.3,3.8,2.2,1.4,0.1,1.3,3.4,15.2
2008,31,754,TOT,Total After Trade,29.0,NBA,PG,53.0,0.0,668.0,5.7,13.9,0.41,1.6,3.9,0.42,4.1,10.0,0.41,1.1,1.4,0.81,0.8,3.2,4.0,5.2,1.1,0.1,2.9,3.3,14.2
2008,28,754,TOR,Toronto Raptors,29.0,NBA,PG,36.0,0.0,424.0,5.0,13.6,0.37,1.4,3.3,0.44,3.6,10.3,0.35,1.5,1.6,0.95,0.8,3.2,4.0,5.5,1.8,0.2,3.0,3.2,13.0
2008,9,754,DET,Detroit Pistons,29.0,NBA,PG,17.0,0.0,244.0,6.9,14.5,0.48,1.9,4.9,0.39,5.0,9.6,0.52,0.4,1.0,0.43,0.9,3.2,4.1,4.7,0.0,0.0,2.8,3.5,16.2
2009,30,754,WAS,Washington Wizards,30.0,NBA,PG,50.0,6.0,816.0,4.5,11.3,0.4,1.1,3.3,0.33,3.4,8.0,0.42,1.5,1.7,0.87,0.4,2.6,3.0,5.2,1.5,0.3,3.1,3.3,11.5
