SEASON,TEAM ID,TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2014,27,SAS,28.9,62.0,20.0,61,21,7.72,0.28,8.0,110.5,102.4,8.1,95.0,0.24,0.26,0.57,0.54,13.5,22.7,0.19,76.4,AT&T Center,755031,18415
2014,13,LAC,28.1,57.0,25.0,59,23,6.98,0.3,7.27,112.1,104.8,7.3,95.9,0.35,0.29,0.57,0.53,12.7,25.0,0.26,72.5,STAPLES Center,787692,19212
2014,21,OKC,26.2,59.0,23.0,58,24,6.34,0.32,6.66,110.5,103.9,6.6,95.4,0.3,0.27,0.57,0.52,14.0,26.5,0.24,75.6,Chesapeake Energy Arena,746323,18203
2014,10,GSW,26.3,51.0,31.0,54,28,4.8,0.34,5.15,107.5,102.6,4.9,96.2,0.25,0.29,0.55,0.52,13.8,25.1,0.19,76.3,Oracle Arena,803436,19596
2014,11,HOU,25.4,54.0,28.0,53,29,4.56,0.5,5.06,111.0,106.3,4.7,96.3,0.39,0.33,0.57,0.53,14.6,27.4,0.28,74.1,Toyota Center,743082,18124
2014,25,POR,25.8,54.0,28.0,52,30,3.99,0.45,4.44,111.5,107.4,4.1,94.9,0.27,0.29,0.55,0.5,12.4,28.0,0.22,74.7,Moda Center,809612,19747
2014,16,MIA,30.6,54.0,28.0,54,28,4.76,-0.61,4.15,110.9,105.8,5.1,91.2,0.3,0.29,0.59,0.55,14.6,20.6,0.23,73.0,AmericanAirlines Arena,811036,19781
2014,12,IND,27.2,56.0,26.0,54,28,4.4,-0.77,3.63,104.1,99.3,4.8,92.5,0.29,0.24,0.54,0.49,14.3,24.9,0.23,76.8,Bankers Life Fieldhouse,717542,17501
2014,18,MIN,26.3,40.0,42.0,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.32,0.24,0.54,0.49,12.2,27.4,0.25,74.4,Target Center,597157,14565
2014,24,PHO,26.2,48.0,34.0,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.29,0.3,0.56,0.52,14.0,26.4,0.22,73.7,US Airways Center,650739,15872
2014,7,DAL,30.6,49.0,33.0,48,34,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.25,0.27,0.56,0.53,12.7,24.6,0.2,72.7,American Airlines Center,817982,19951
2014,28,TOR,25.6,48.0,34.0,50,32,3.24,-0.69,2.55,108.8,105.3,3.5,91.8,0.31,0.28,0.55,0.5,13.2,27.2,0.24,74.9,Air Canada Centre,748339,18252
2014,15,MEM,28.5,50.0,32.0,46,36,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.25,0.17,0.53,0.49,13.1,28.3,0.18,75.7,FedEx Forum,685458,16718
2014,5,CHI,28.6,48.0,34.0,47,35,1.85,-0.66,1.2,102.5,100.5,2.0,90.2,0.29,0.22,0.52,0.47,14.2,27.2,0.23,75.4,United Center,890370,21716
2014,30,WAS,26.3,44.0,38.0,45,37,1.27,-0.79,0.48,106.0,104.6,1.4,93.2,0.25,0.25,0.54,0.51,13.6,25.2,0.18,75.7,Verizon Center,698068,17026
2014,1,ALT,27.5,38.0,44.0,40,42,-0.48,-0.4,-0.88,105.9,106.4,-0.5,94.6,0.27,0.32,0.55,0.52,14.3,21.0,0.21,74.4,Philips Arena,587927,14231
2014,4,CHA,25.5,43.0,39.0,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,0.3,0.22,0.52,0.48,11.7,21.9,0.22,77.6,Time Warner Cable Arena,636268,15519
2014,8,DEN,26.0,36.0,46.0,35,47,-2.15,0.75,-1.4,106.0,108.2,-2.2,98.1,0.31,0.28,0.54,0.5,14.0,27.5,0.22,74.5,Pepsi Center,692898,16900
2014,20,NYK,28.3,37.0,45.0,39,43,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.25,0.3,0.54,0.5,12.5,25.1,0.19,74.3,Madison Square Garden (IV),812292,19812
2014,3,BRK,30.0,44.0,38.0,38,44,-1.0,-0.58,-1.58,106.7,107.7,-1.0,91.4,0.31,0.3,0.56,0.51,14.1,21.7,0.24,72.3,Barclays Center,707331,17252
2014,19,NOP,24.3,34.0,48.0,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.29,0.19,0.54,0.5,12.9,26.9,0.22,73.8,Smoothie King Center,672029,16391
2014,26,SAC,24.9,28.0,54.0,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.33,0.22,0.53,0.48,13.9,27.8,0.25,76.6,Sleep Train Arena,667949,16291
2014,6,CLE,24.9,33.0,49.0,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.27,0.24,0.52,0.48,13.0,27.2,0.2,75.8,Quicken Loans Arena,710522,17330
2014,9,DET,24.7,29.0,53.0,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.3,0.22,0.51,0.48,12.9,31.4,0.2,73.4,The Palace of Auburn Hills,616005,15025
2014,2,BOS,25.4,25.0,57.0,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.25,0.25,0.52,0.48,14.2,27.4,0.19,74.2,TD Garden,742400,18107
2014,14,LAL,26.8,27.0,55.0,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.26,0.29,0.54,0.5,13.7,20.2,0.2,71.0,STAPLES Center,771974,18829
2014,22,ORL,24.6,23.0,59.0,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.25,0.24,0.52,0.49,13.9,22.4,0.19,75.5,Amway Center,666046,16245
2014,29,UTA,24.5,25.0,57.0,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.27,0.24,0.52,0.48,13.9,25.5,0.2,74.5,EnergySolutions Arena,745203,18176
2014,17,MIL,24.7,15.0,67.0,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,0.27,0.23,0.52,0.48,14.1,27.1,0.2,71.4,BMO Harris Bradley Center,552067,13465
2014,23,PHI,23.4,19.0,63.0,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.27,0.26,0.51,0.48,14.8,24.8,0.19,72.4,Wells Fargo Center,568632,13869
