SEASON,TEAM ID,TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
1990,21,SEA,25.6,41.0,41.0,44,38,1.04,0.36,1.4,110.9,109.8,1.1,95.3,0.3,0.09,0.54,0.49,14.0,37.5,0.22,69.1,Seattle Center Coliseum,473277,
1990,20,NYK,26.5,45.0,37.0,45,37,1.41,-0.63,0.78,109.4,108.0,1.4,98.2,0.33,0.1,0.55,0.5,14.8,34.2,0.25,66.0,Madison Square Garden (IV),730432,
1990,1,ALT,28.6,41.0,41.0,44,38,1.02,-0.39,0.64,113.0,111.9,1.1,95.8,0.36,0.06,0.55,0.5,13.5,36.3,0.28,65.5,Omni Coliseum,573711,
1990,7,DAL,29.2,47.0,35.0,41,41,0.07,0.35,0.42,107.2,107.2,0.0,94.5,0.33,0.07,0.54,0.49,13.6,30.3,0.25,67.9,Reunion Arena,691490,
1990,12,IND,26.4,42.0,40.0,41,41,0.16,-0.34,-0.18,111.5,111.4,0.1,97.0,0.34,0.11,0.57,0.52,14.6,29.0,0.28,67.1,Market Square Arena,518923,
1990,6,CLE,26.1,42.0,40.0,40,42,-0.3,-0.31,-0.62,106.9,107.2,-0.3,95.0,0.32,0.12,0.53,0.48,13.5,31.5,0.24,67.7,Coliseum at Richfield,695710,20273.0
1990,17,MIL,28.1,44.0,38.0,39,43,-0.78,-0.28,-1.06,107.3,108.1,-0.8,98.0,0.32,0.09,0.53,0.49,13.9,31.5,0.24,66.0,Bradley Center,659602,
1990,30,WAB,27.5,31.0,51.0,35,47,-2.16,-0.27,-2.43,107.5,109.7,-2.2,99.4,0.28,0.03,0.52,0.48,12.4,32.4,0.21,67.2,Capital Centre,458332,
1990,10,GSW,26.0,37.0,45.0,33,49,-3.13,0.59,-2.55,109.6,112.6,-3.0,105.9,0.4,0.1,0.56,0.5,14.3,26.1,0.32,61.5,Oakland-Alameda County Coliseum Arena,616025,
1990,13,LAC,24.5,30.0,52.0,32,50,-3.39,0.59,-2.8,104.0,107.4,-3.4,99.2,0.36,0.03,0.54,0.49,16.3,30.9,0.26,67.3,Los Angeles Memorial Sports Arena,486621,
1990,18,MIN,26.2,22.0,60.0,29,53,-4.23,0.63,-3.6,103.6,108.2,-4.6,91.1,0.31,0.04,0.5,0.45,13.3,34.0,0.23,66.2,Hubert H. Humphrey Metrodome,1072572,
1990,26,SAC,26.4,23.0,59.0,28,54,-5.06,0.65,-4.41,104.8,110.0,-5.2,96.7,0.28,0.09,0.53,0.48,13.5,27.3,0.22,67.3,ARCO Arena (II),697667,
1990,4,CHO,25.6,19.0,63.0,21,61,-7.82,0.81,-7.0,102.0,109.9,-7.9,98.1,0.27,0.08,0.51,0.47,13.2,26.1,0.21,67.5,Charlotte Coliseum,979941,
1990,3,NJN,26.6,17.0,65.0,21,61,-7.87,0.05,-7.82,100.7,108.6,-7.9,99.3,0.32,0.07,0.49,0.44,13.9,34.5,0.24,67.0,Brendan Byrne Arena,473760,
1990,22,ORL,26.5,18.0,64.0,21,61,-8.91,0.19,-8.73,105.8,114.3,-8.5,104.1,0.36,0.05,0.52,0.47,13.9,33.7,0.27,67.8,Orlando Arena,617468,
1990,16,MIA,24.7,18.0,64.0,18,64,-9.72,0.13,-9.59,99.3,108.9,-9.6,101.0,0.28,0.04,0.5,0.47,15.9,33.5,0.19,67.3,Miami Arena,615328,
