SEASON,TEAM ID,TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
1986,2,BOS,29.3,67.0,15.0,63,19,9.41,-0.36,9.06,111.8,102.6,9.2,101.2,0.31,0.05,0.56,0.52,14.1,31.3,0.24,71.7,Boston Garden,610571,14890
1986,17,MIL,26.0,57.0,25.0,62,20,9.04,-0.35,8.69,111.4,102.7,8.7,102.1,0.37,0.05,0.55,0.5,13.9,33.8,0.28,67.4,MECCA Arena,443064,10451
1986,14,LAL,28.1,62.0,20.0,59,23,7.74,-0.91,6.84,113.3,105.8,7.5,102.7,0.32,0.06,0.57,0.53,14.9,33.1,0.25,69.8,The Forum,691071,16839
1986,1,ALT,25.3,50.0,32.0,47,35,2.37,0.22,2.59,107.9,105.6,2.3,100.0,0.38,0.02,0.54,0.49,15.3,34.9,0.28,66.7,Omni Coliseum,377351,9334
1986,23,PHI,28.0,54.0,28.0,47,35,2.35,0.11,2.46,108.6,106.3,2.3,100.5,0.4,0.03,0.55,0.49,16.1,37.3,0.3,66.7,The Spectrum,513459,9803
1986,11,HOU,26.0,51.0,31.0,48,34,2.61,-0.51,2.1,110.1,107.6,2.5,103.5,0.32,0.04,0.54,0.5,13.6,35.5,0.23,67.2,The Summit,604644,13513
1986,9,DET,26.5,46.0,36.0,44,38,1.17,0.27,1.44,109.0,107.9,1.1,104.2,0.3,0.02,0.53,0.49,13.3,33.5,0.23,67.6,Pontiac Silverdome,695233,16384
1986,8,DEN,28.1,47.0,35.0,44,38,1.3,-0.42,0.89,107.1,105.9,1.2,106.7,0.31,0.04,0.53,0.48,13.0,30.9,0.24,64.1,McNichols Sports Arena,531824,12610
1986,7,DAL,25.8,44.0,38.0,44,38,1.1,-0.4,0.7,112.1,111.0,1.1,102.2,0.36,0.06,0.56,0.51,13.3,30.0,0.28,66.8,Reunion Arena,693052,16776
1986,25,POR,26.6,40.0,42.0,44,38,1.06,-0.45,0.61,109.2,108.2,1.0,104.5,0.38,0.04,0.55,0.5,15.2,32.8,0.29,66.3,Memorial Coliseum,519306,12666
1986,21,SEA,26.6,31.0,51.0,41,41,-0.1,-0.37,-0.47,105.9,106.0,-0.1,97.4,0.33,0.04,0.53,0.48,15.1,33.2,0.26,68.7,Seattle Center Coliseum,329296,9374
1986,29,UTA,26.2,42.0,40.0,40,42,-0.37,-0.3,-0.67,104.2,104.6,-0.4,103.3,0.38,0.02,0.54,0.49,15.5,29.8,0.27,67.2,Salt Palace,477833,11030
1986,30,WAB,27.1,39.0,43.0,36,46,-1.8,0.53,-1.28,103.0,104.8,-1.8,99.1,0.32,0.06,0.52,0.47,14.2,29.1,0.24,66.1,Capital Centre,373802,8465
1986,3,NJN,27.5,39.0,43.0,36,46,-1.99,0.6,-1.39,105.0,106.9,-1.9,103.3,0.33,0.03,0.54,0.49,15.9,33.3,0.25,70.6,Brendan Byrne Arena,482854,11777
1986,27,SAS,27.8,35.0,47.0,36,46,-1.85,-0.2,-2.06,106.5,108.2,-1.7,103.8,0.36,0.03,0.56,0.51,16.5,31.7,0.26,67.6,HemisFair Arena,336369,6967
1986,6,CLE,27.0,29.0,53.0,34,48,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,0.32,0.05,0.54,0.49,14.6,30.3,0.24,68.5,Coliseum at Richfield,391842,10450
1986,12,IND,25.0,26.0,56.0,32,50,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,0.3,0.02,0.52,0.48,15.7,31.5,0.23,71.3,Market Square Arena,460969,13168
1986,5,CHI,26.6,30.0,52.0,31,51,-3.8,0.69,-3.12,108.6,112.4,-3.8,99.7,0.35,0.04,0.54,0.49,14.7,35.1,0.27,67.4,Chicago Stadium,469226,11445
1986,24,PHO,26.3,32.0,50.0,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,0.38,0.03,0.55,0.51,17.7,31.3,0.28,68.3,Arizona Veterans Memorial Coliseum,455763,10826
1986,26,SAC,26.6,37.0,45.0,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,0.32,0.02,0.54,0.49,15.7,32.7,0.25,67.5,ARCO Arena (I),423653,10333
1986,10,GSW,26.8,30.0,52.0,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,0.33,0.04,0.54,0.49,13.9,33.5,0.25,66.7,Oakland-Alameda County Coliseum Arena,401205,10901
1986,20,NYK,25.5,23.0,59.0,26,56,-5.61,0.79,-4.82,99.5,105.2,-5.7,98.6,0.32,0.03,0.5,0.47,15.2,29.5,0.22,65.0,Madison Square Garden (IV),592484,14452
1986,13,LAC,27.0,32.0,50.0,24,58,-6.93,0.1,-6.83,105.4,112.1,-6.7,102.7,0.37,0.03,0.53,0.48,15.3,32.0,0.29,64.0,Los Angeles Memorial Sports Arena,337814,7663
