Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2016.0,12.0,1983,IND,Indiana Pacers,C.J. Miles,28.0,7.0,0.0,92.0,5.9,22.3,0.26,1.2,11.7,0.1,4.7,10.6,0.44,1.2,1.8,0.67,2.3,11.7,14.1,2.3,0.6,0.6,1.8,4.1,14.1,71.0,103.0
,,416,,,Chase Budinger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,12.0,1288,IND,Indiana Pacers,George Hill,29.0,7.0,7.0,235.0,7.4,13.1,0.56,3.0,6.2,0.48,4.4,6.9,0.63,4.1,5.1,0.82,1.4,3.0,4.4,3.4,1.4,0.2,1.8,3.7,21.8,135.0,109.0
2016.0,12.0,2476,IND,Indiana Pacers,Glen Robinson III,22.0,4.0,0.0,10.0,16.2,21.6,0.75,0.0,0.0,,16.2,21.6,0.75,5.4,5.4,1.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,37.8,155.0,111.0
2016.0,12.0,1815,IND,Indiana Pacers,Ian Mahinmi,29.0,7.0,7.0,172.0,6.6,13.2,0.5,0.0,0.0,,6.6,13.2,0.5,4.7,7.9,0.6,3.8,7.5,11.3,2.5,1.6,1.9,4.4,7.9,17.9,97.0,103.0
2016.0,12.0,3256,IND,Indiana Pacers,Joe Young,23.0,4.0,0.0,10.0,16.2,43.2,0.38,5.4,21.6,0.25,10.8,21.6,0.5,10.8,10.8,1.0,0.0,5.4,5.4,5.4,0.0,0.0,10.8,16.2,48.6,87.0,110.0
2016.0,12.0,1290,IND,Indiana Pacers,Jordan Hill,28.0,5.0,0.0,15.0,0.0,10.8,0.0,0.0,0.0,,0.0,10.8,0.0,0.0,0.0,,7.2,14.4,21.6,7.2,0.0,0.0,0.0,3.6,0.0,72.0,102.0
2016.0,12.0,51,IND,Indiana Pacers,Lavoy Allen,26.0,6.0,3.0,51.0,3.2,10.6,0.3,0.0,0.0,,3.2,10.6,0.3,0.0,0.0,,4.2,10.6,14.8,2.1,1.1,1.1,1.1,2.1,6.4,85.0,102.0
2016.0,12.0,853,IND,Indiana Pacers,Monta Ellis,30.0,7.0,7.0,225.0,7.9,18.3,0.43,1.7,5.0,0.33,6.2,13.2,0.47,1.9,2.4,0.8,1.0,5.5,6.5,7.2,3.6,0.0,4.1,4.1,19.5,98.0,102.0
2016.0,12.0,2928,IND,Indiana Pacers,Myles Turner,19.0,7.0,4.0,197.0,9.1,19.5,0.46,0.0,0.5,0.0,9.1,18.9,0.48,1.6,2.5,0.67,4.4,8.0,12.3,0.8,0.5,6.3,3.3,6.6,19.7,93.0,102.0
2016.0,12.0,1019,IND,Indiana Pacers,Paul George,25.0,7.0,7.0,275.0,11.0,24.2,0.46,3.5,8.4,0.42,7.5,15.7,0.48,12.0,12.6,0.95,1.8,8.6,10.4,5.9,2.8,1.0,4.5,4.7,37.5,121.0,101.0
,,535,,,Rakeem Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,12.0,2780,IND,Indiana Pacers,Rodney Stuckey,29.0,7.0,0.0,125.0,7.3,18.6,0.4,2.2,4.3,0.5,5.2,14.3,0.36,2.2,3.9,0.56,0.4,6.1,6.5,6.1,1.7,0.4,2.6,3.9,19.0,97.0,106.0
,,3106,,,Shayne Whittington,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,12.0,1291,IND,Indiana Pacers,Solomon Hill,24.0,7.0,0.0,198.0,3.8,8.5,0.45,3.0,5.2,0.58,0.8,3.3,0.25,4.1,4.4,0.94,1.4,6.3,7.6,2.2,0.5,0.0,0.8,5.5,14.7,143.0,108.0
2016.0,12.0,1708,IND,Indiana Pacers,Ty Lawson,28.0,7.0,0.0,74.0,4.4,13.1,0.33,0.0,2.2,0.0,4.4,11.0,0.4,2.9,4.4,0.67,0.7,4.4,5.1,7.3,2.2,0.0,4.4,5.8,11.7,80.0,106.0
