Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,1,1483,ATL,Atlanta Hawks,24.0,NBA,SG,79.0,2622.0,18.0,0.54,0.01,0.28,3.9,4.3,4.1,23.5,2.2,0.5,12.2,24.1,5.4,2.7,8.2,0.15,2.5,0.3,2.8,3.2
1981,1,1483,ATL,Atlanta Hawks,25.0,NBA,SG,75.0,2693.0,17.9,0.55,0.02,0.31,2.5,5.1,3.8,24.7,2.3,0.2,13.2,22.9,5.3,1.5,6.9,0.12,2.1,-0.5,1.6,2.4
1982,1,1483,ATL,Atlanta Hawks,26.0,NBA,SG,68.0,2314.0,16.5,0.51,0.03,0.38,3.1,6.3,4.7,25.3,2.2,0.4,13.6,25.6,2.2,2.6,4.8,0.1,1.2,0.0,1.2,1.9
1983,1,1483,ATL,Atlanta Hawks,27.0,NBA,SG,61.0,1813.0,16.0,0.51,0.05,0.28,1.5,5.7,3.6,27.7,1.6,0.2,13.9,25.7,1.6,1.5,3.0,0.08,0.8,-1.1,-0.3,0.8
1984,1,1483,ATL,Atlanta Hawks,28.0,NBA,SG,67.0,1893.0,14.2,0.5,0.05,0.27,1.8,7.0,4.4,31.5,1.5,0.2,16.2,24.3,0.3,1.4,1.7,0.04,0.3,-1.7,-1.4,0.3
1985,1,1483,ATL,Atlanta Hawks,29.0,NBA,SG,73.0,2367.0,15.8,0.55,0.08,0.35,1.8,7.0,4.4,35.4,0.9,0.2,18.3,23.3,2.8,1.4,4.2,0.08,1.5,-2.2,-0.7,0.8
1986,31,1483,TOT,Total After Trade,30.0,NBA,SG,71.0,1477.0,13.5,0.51,0.14,0.25,2.2,6.8,4.5,33.0,0.6,0.1,17.9,23.2,0.8,0.7,1.5,0.05,1.0,-2.6,-1.6,0.1
1986,1,1483,ATL,Atlanta Hawks,30.0,NBA,SG,39.0,862.0,14.3,0.52,0.06,0.34,2.2,7.4,4.8,36.8,0.6,0.1,19.3,22.1,0.8,0.5,1.3,0.07,1.5,-2.3,-0.8,0.3
1986,6,1483,CLE,Cleveland Cavaliers,30.0,NBA,SG,32.0,615.0,12.4,0.5,0.22,0.15,2.3,5.9,4.1,27.7,0.6,0.1,16.1,24.8,0.1,0.2,0.2,0.02,0.4,-3.2,-2.8,-0.1
1987,21,1483,SEA,Seattle Supersonics,31.0,NBA,SG,24.0,508.0,13.9,0.52,0.08,0.3,2.4,7.5,4.9,30.7,1.1,0.1,16.3,19.5,0.6,0.2,0.8,0.08,0.6,-1.8,-1.3,0.1
