Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1991,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",22.0,NBA,PG,82.0,82.0,2244.0,259.0,575.0,0.45,1.0,13.0,0.08,258.0,562.0,0.46,0.45,69.0,97.0,0.71,108.0,135.0,243.0,528.0,165.0,15.0,180.0,249.0,588.0,,1.0
1992,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",23.0,NBA,PG,81.0,79.0,2549.0,331.0,734.0,0.45,3.0,23.0,0.13,328.0,711.0,0.46,0.45,99.0,148.0,0.67,123.0,172.0,295.0,506.0,147.0,21.0,174.0,248.0,764.0,,2.0
1993,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",24.0,NBA,PG,82.0,78.0,2548.0,476.0,963.0,0.49,7.0,34.0,0.21,469.0,929.0,0.5,0.5,151.0,196.0,0.77,95.0,186.0,281.0,399.0,177.0,21.0,148.0,250.0,1110.0,,0.0
1994,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",25.0,NBA,PG,82.0,82.0,2881.0,584.0,1159.0,0.5,15.0,54.0,0.28,569.0,1105.0,0.52,0.51,166.0,279.0,0.6,105.0,164.0,269.0,494.0,188.0,19.0,173.0,227.0,1349.0,,0.0
1995,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",26.0,NBA,PG,82.0,82.0,3015.0,685.0,1345.0,0.51,70.0,232.0,0.3,615.0,1113.0,0.55,0.54,249.0,348.0,0.72,108.0,173.0,281.0,583.0,204.0,13.0,201.0,206.0,1689.0,,0.0
1996,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",27.0,NBA,PG,81.0,81.0,3162.0,618.0,1276.0,0.48,98.0,299.0,0.33,520.0,977.0,0.53,0.52,229.0,306.0,0.75,104.0,235.0,339.0,608.0,231.0,19.0,260.0,221.0,1563.0,,1.0
1997,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",28.0,NBA,PG,82.0,82.0,3213.0,706.0,1482.0,0.48,119.0,380.0,0.31,587.0,1102.0,0.53,0.52,254.0,355.0,0.72,106.0,272.0,378.0,583.0,197.0,13.0,215.0,208.0,1785.0,,2.0
1998,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",29.0,NBA,PG,82.0,82.0,3145.0,579.0,1278.0,0.45,134.0,397.0,0.34,445.0,881.0,0.5,0.5,279.0,375.0,0.74,77.0,299.0,376.0,679.0,185.0,18.0,229.0,195.0,1571.0,,1.0
1999,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",30.0,NBA,PG,50.0,50.0,2008.0,401.0,923.0,0.43,83.0,281.0,0.3,318.0,642.0,0.5,0.48,199.0,276.0,0.72,62.0,182.0,244.0,436.0,109.0,12.0,154.0,115.0,1084.0,,1.0
2000,21,2270,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",31.0,NBA,PG,82.0,82.0,3425.0,747.0,1666.0,0.45,177.0,520.0,0.34,570.0,1146.0,0.5,0.5,311.0,423.0,0.74,100.0,429.0,529.0,732.0,153.0,18.0,224.0,178.0,1982.0,,2.0
