Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,25,POR,Portland Trail Blazers,Mychal Thompson,30,79,55,2616,7.9,15.3,0.52,0.0,0.0,,7.9,15.3,0.52,4.2,6.2,0.68,2.9,5.6,8.5,2.8,1.1,1.4,3.2,3.0,20.0
1985,25,POR,Portland Trail Blazers,Clyde Drexler,22,80,43,2555,8.1,16.4,0.49,0.1,0.5,0.22,8.0,15.8,0.5,3.1,4.1,0.76,3.1,3.6,6.7,6.2,2.5,1.0,3.1,3.7,19.4
1985,25,POR,Portland Trail Blazers,Kiki Vandeweghe,26,72,69,2502,8.9,16.7,0.53,0.2,0.5,0.33,8.7,16.2,0.54,5.3,5.9,0.9,1.1,2.2,3.3,1.5,0.5,0.3,1.7,1.7,23.3
1985,25,POR,Portland Trail Blazers,Darnell Valentine,25,75,59,2278,5.1,10.7,0.47,0.0,0.0,0.0,5.1,10.7,0.47,3.6,4.6,0.79,0.9,2.6,3.5,8.2,2.3,0.1,3.1,3.0,13.8
1985,25,POR,Portland Trail Blazers,Jim Paxson,27,68,57,2253,8.1,15.8,0.51,0.1,0.6,0.15,8.0,15.2,0.53,3.1,4.0,0.79,1.1,2.4,3.5,4.2,1.6,0.1,1.7,1.8,19.5
1985,25,POR,Portland Trail Blazers,Sam Bowie,23,76,62,2216,4.9,9.0,0.54,0.0,0.0,,4.9,9.0,0.54,2.6,3.7,0.71,3.4,7.3,10.7,3.5,0.9,3.3,2.8,4.5,12.3
1985,25,POR,Portland Trail Blazers,Steve Colter,22,78,22,1462,5.3,11.7,0.45,0.6,1.8,0.35,4.7,9.9,0.47,2.4,3.2,0.75,1.0,2.7,3.7,6.0,1.8,0.2,2.8,3.5,13.7
1985,25,POR,Portland Trail Blazers,Kenny Carr,29,48,30,1120,6.1,11.7,0.52,0.0,0.1,0.0,6.1,11.6,0.53,3.8,5.3,0.72,2.9,7.5,10.4,1.8,0.8,0.5,3.2,4.5,16.0
1985,25,POR,Portland Trail Blazers,Audie Norris,24,78,13,1117,4.3,7.9,0.54,0.0,0.1,0.0,4.3,7.8,0.55,4.4,6.5,0.66,2.9,5.2,8.1,1.5,1.4,1.1,3.2,7.1,12.9
1985,25,POR,Portland Trail Blazers,Jerome Kersey,22,77,0,958,6.7,14.0,0.48,0.0,0.1,0.0,6.7,13.9,0.48,4.4,6.8,0.65,3.6,4.2,7.7,2.4,1.8,1.1,2.5,5.5,17.8
1985,25,POR,Portland Trail Blazers,Bernard Thompson,22,59,0,535,5.3,14.3,0.37,0.0,0.5,0.0,5.3,13.7,0.39,2.6,3.4,0.76,2.5,2.6,5.1,3.5,2.1,0.7,2.4,5.3,13.3
1985,25,POR,Portland Trail Blazers,Tom Scheffler,30,39,0,268,2.8,6.9,0.41,0.0,0.0,,2.8,6.9,0.41,1.3,2.7,0.5,2.4,7.8,10.2,1.5,1.1,1.5,2.0,6.4,7.0
