Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1992,22.0,MIA,NBA,SG,61.0,59.0,1806.0,8.1,17.8,0.454,1.1,3.4,0.32,7.0,14.4,0.486,2.6,3.5,0.748,2.2,2.9,5.1,7.6,1.6,0.5,4.1,4.4,19.8,,103.0,113.0
1993,23.0,MIA,NBA,SG,48.0,43.0,1610.0,8.8,19.5,0.451,1.7,4.2,0.402,7.1,15.3,0.464,4.9,6.2,0.787,1.8,4.4,6.2,8.4,1.6,0.5,4.1,4.7,24.1,,110.0,110.0
1994,24.0,MIA,NBA,SG,78.0,77.0,2776.0,9.1,19.8,0.456,1.7,4.8,0.347,7.4,15.0,0.491,5.0,6.0,0.835,2.9,3.6,6.5,7.3,1.5,0.6,3.7,4.0,24.8,,114.0,109.0
1995,25.0,TOT,NBA,SG,80.0,61.0,2665.0,8.6,20.1,0.426,2.7,8.3,0.329,5.8,11.8,0.494,6.3,7.4,0.841,2.1,3.4,5.5,5.5,1.2,0.7,3.1,4.5,26.1,,115.0,109.0
1995,25.0,MIA,NBA,SG,2.0,2.0,62.0,9.2,24.2,0.379,1.7,10.0,0.167,7.5,14.2,0.529,14.2,18.3,0.773,3.3,1.7,5.0,5.8,1.7,0.8,3.3,7.5,34.2,,115.0,113.0
1995,25.0,ATL,NBA,SG,78.0,59.0,2603.0,8.6,20.0,0.427,2.8,8.3,0.334,5.8,11.7,0.493,6.1,7.2,0.845,2.1,3.5,5.5,5.5,1.2,0.7,3.1,4.4,25.9,,115.0,109.0
1996,26.0,ATL,NBA,SG,80.0,80.0,2856.0,9.3,21.4,0.432,2.6,7.9,0.331,6.6,13.5,0.492,6.0,7.2,0.826,2.3,3.8,6.1,4.2,1.3,0.3,2.8,3.9,27.1,,116.0,112.0
1997,27.0,ATL,NBA,SG,72.0,72.0,2818.0,9.6,22.5,0.429,2.6,7.6,0.335,7.1,14.9,0.477,6.5,7.7,0.847,1.8,2.9,4.7,6.0,1.2,0.5,3.5,3.4,28.4,,114.0,108.0
1998,28.0,ATL,NBA,SG,73.0,73.0,2857.0,9.4,21.1,0.444,1.9,5.3,0.351,7.5,15.8,0.475,7.5,8.7,0.855,2.5,3.4,5.9,5.6,1.4,0.6,3.4,4.2,28.1,,117.0,108.0
1999,29.0,ATL,NBA,SG,36.0,36.0,1314.0,9.3,23.1,0.402,2.0,6.0,0.338,7.3,17.2,0.424,8.2,9.6,0.849,2.1,4.3,6.5,5.1,1.5,0.5,4.2,4.3,28.8,,107.0,100.0
2001,31.0,POR,NBA,SG,81.0,36.0,2542.0,7.6,16.7,0.456,1.7,4.9,0.339,6.0,11.8,0.504,6.5,7.4,0.89,1.8,3.9,5.8,4.5,1.0,0.5,2.9,4.3,23.4,,116.0,106.0
2002,32.0,SAS,NBA,SG,77.0,76.0,2211.0,7.5,16.4,0.455,2.8,5.9,0.472,4.7,10.5,0.445,3.8,4.4,0.878,1.1,3.6,4.7,3.6,1.3,0.4,2.6,3.8,21.6,,113.0,104.0
2003,33.0,SAS,NBA,SG,53.0,18.0,1032.0,5.8,15.0,0.388,2.0,6.1,0.331,3.8,8.9,0.428,4.9,5.9,0.833,1.1,4.0,5.1,3.6,1.4,0.5,2.2,4.1,18.6,,109.0,103.0
2004,34.0,NOH,NBA,SG,71.0,4.0,929.0,6.9,17.0,0.406,2.5,6.2,0.402,4.4,10.8,0.409,4.5,4.8,0.928,1.6,3.1,4.7,3.2,0.9,0.3,2.4,5.3,20.8,,110.0,108.0
2005,35.0,TOT,NBA,SG,50.0,1.0,750.0,7.1,17.2,0.411,2.9,7.3,0.39,4.2,9.9,0.427,4.8,5.6,0.863,1.0,3.5,4.5,4.9,1.0,0.5,1.9,5.7,21.8,,116.0,111.0
2005,35.0,CHA,NBA,SG,37.0,1.0,636.0,7.6,17.8,0.427,3.1,7.4,0.422,4.5,10.5,0.43,5.5,6.3,0.87,1.1,2.9,4.0,4.7,1.0,0.6,2.0,6.1,23.8,,119.0,112.0
2005,35.0,MIA,NBA,SG,13.0,0.0,114.0,4.2,13.9,0.3,1.4,7.0,0.2,2.8,7.0,0.4,0.9,1.4,0.667,0.9,6.5,7.4,6.5,0.9,0.0,1.4,3.7,10.7,,92.0,106.0
