PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Caris LeVert,25,4,140,17.1,0.48200000000000004,0.28800000000000003,0.342,5.4,12.4,8.6,48.3,1.7,0.7,13.4,28.5,,0.0,0.0,0.0,0.0,,3.2,-0.7,2.6,0.2
Garrett Temple,33,4,137,4.6,0.465,0.735,0.122,0.0,8.7,4.0,9.3,1.0,0.7,10.4,17.3,,-0.2,-0.1,-0.3,-0.095,,-4.2,-1.9,-6.1,-0.1
Jarrett Allen,21,4,132,17.1,0.66,0.0,0.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,,0.2,0.1,0.2,0.078,,-0.3,0.2,-0.1,0.1
Timothé Luwawu-Cabarrot,24,4,131,6.5,0.498,0.6609999999999999,0.203,0.7,11.6,5.8,7.6,1.1,0.0,11.1,22.7,,-0.2,-0.1,-0.3,-0.09300000000000001,,-2.4,-2.2,-4.7,-0.1
Tyler Johnson,27,4,93,13.1,0.5870000000000001,0.609,0.043,0.0,8.2,3.8,18.3,0.0,1.0,6.0,22.1,,0.1,-0.1,0.0,0.006,,1.9,-1.5,0.3,0.1
Joe Harris,28,2,72,12.7,0.6659999999999999,0.522,0.174,2.6,27.1,14.0,4.7,0.6,0.0,10.8,15.9,,0.1,0.0,0.0,0.03,,0.4,0.0,0.4,0.0
Chris Chiozza,24,4,65,13.0,0.446,0.667,0.16699999999999998,1.4,8.3,4.7,41.4,3.6,0.0,10.4,18.2,,0.0,0.0,0.0,0.016,,-0.2,1.5,1.3,0.1
Rodions Kurucs,21,4,58,9.9,0.527,0.4,0.1,4.9,18.7,11.3,9.1,0.8,3.3,12.6,17.0,,0.0,0.0,0.0,-0.036000000000000004,,-4.2,-0.3,-4.4,0.0
Timothé Luwawu-Cabarrot,20,3,39,4.1,0.408,0.545,1.273,2.4,5.6,3.9,14.6,0.0,2.5,14.9,21.3,,-0.1,0.0,-0.1,-0.13699999999999998,,-5.8,-3.7,-9.5,-0.1
Justin Anderson,26,3,28,20.6,0.69,0.917,0.33299999999999996,0.0,31.0,14.4,18.6,0.0,3.4,12.7,23.2,,0.1,0.0,0.1,0.11199999999999999,,5.1,2.1,7.2,0.1
Jeremiah Martin,23,3,27,5.1,0.41600000000000004,0.35700000000000004,0.071,0.0,12.1,5.6,24.4,0.0,3.6,12.2,25.1,,-0.1,0.0,-0.1,-0.157,,-2.5,-4.4,-6.9,0.0
Donta Hall,22,3,20,14.2,0.518,0.0,0.8,14.1,10.8,12.6,0.0,0.0,9.6,12.9,16.0,,0.0,0.0,0.0,-0.011000000000000001,,-2.1,-3.0,-5.1,0.0
Lance Thomas,31,3,17,1.5,0.29600000000000004,0.4,0.8,5.5,12.8,8.9,0.0,0.0,5.6,0.0,16.4,,0.0,0.0,-0.1,-0.146,,-8.0,-3.6,-11.6,0.0
