Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,11,2131,HOU,Houston Rockets,23.0,NBA,C,6.0,0.0,64.0,6.2,8.4,0.73,0.0,0.0,,6.2,8.4,0.73,0.6,2.3,0.25,3.4,6.2,9.6,0.0,0.6,6.8,3.9,7.9,12.9
1985,14,2131,LAL,Los Angeles Lakers,25.0,NBA,C,11.0,0.0,59.0,3.1,10.4,0.29,0.0,0.0,,3.1,10.4,0.29,1.2,4.9,0.25,3.1,9.2,12.2,1.8,0.0,9.2,6.1,12.2,7.3
1986,31,2131,TOT,Total After Trade,26.0,NBA,C,29.0,0.0,126.0,4.3,12.3,0.35,0.0,0.0,,4.3,12.3,0.35,5.4,7.4,0.73,3.7,5.4,9.1,2.0,1.1,5.4,3.4,10.0,14.0
1986,14,2131,LAL,Los Angeles Lakers,26.0,NBA,C,4.0,0.0,25.0,4.3,15.8,0.27,0.0,0.0,,4.3,15.8,0.27,5.8,8.6,0.67,4.3,5.8,10.1,2.9,2.9,2.9,7.2,8.6,14.4
1986,9,2131,DET,Detroit Pistons,26.0,NBA,C,25.0,0.0,101.0,4.3,11.4,0.38,0.0,0.0,,4.3,11.4,0.38,5.3,7.1,0.75,3.6,5.3,8.9,1.8,0.7,6.1,2.5,10.3,13.9
1987,9,2131,DET,Detroit Pistons,27.0,NBA,C,41.0,0.0,267.0,4.2,8.5,0.49,0.0,0.0,,4.2,8.5,0.49,1.9,3.2,0.58,4.9,6.3,11.2,0.5,0.9,4.0,2.8,9.8,10.2
1988,9,2131,DET,Detroit Pistons,28.0,NBA,C,17.0,0.0,63.0,4.0,12.0,0.33,0.0,0.0,,4.0,12.0,0.33,1.7,3.4,0.5,2.3,8.0,10.3,0.0,0.6,2.9,1.1,6.9,9.7
1989,11,2131,HOU,Houston Rockets,29.0,NBA,C,43.0,0.0,228.0,4.3,9.8,0.44,0.0,0.0,,4.3,9.8,0.44,1.7,2.5,0.69,2.7,7.4,10.1,0.5,0.8,4.6,3.5,8.1,10.3
1990,11,2131,HOU,Houston Rockets,30.0,NBA,C,3.0,0.0,9.0,8.0,8.0,1.0,0.0,0.0,,8.0,8.0,1.0,0.0,0.0,,0.0,12.0,12.0,4.0,0.0,4.0,8.0,12.0,16.0
1992,5,2131,CHI,Charlotte Bobcats,32.0,NBA,C,4.0,0.0,9.0,4.0,12.0,0.33,0.0,0.0,,4.0,12.0,0.33,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,12.0,8.0,8.0
1994,27,2131,SAS,San Antonio Spurs,34.0,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,108.0,216.0,0.5,36.0,0.0,36.0,0.0,0.0,0.0,36.0,36.0,108.0
