Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,23.0,HOU,NBA,C,6.0,0.0,64.0,6.2,8.4,0.733,0.0,0.0,,6.2,8.4,0.733,0.6,2.3,0.25,3.4,6.2,9.6,0.0,0.6,6.8,3.9,7.9,12.9
1985,25.0,LAL,NBA,C,11.0,0.0,59.0,3.1,10.4,0.294,0.0,0.0,,3.1,10.4,0.294,1.2,4.9,0.25,3.1,9.2,12.2,1.8,0.0,9.2,6.1,12.2,7.3
1986,26.0,TOT,NBA,C,29.0,0.0,126.0,4.3,12.3,0.349,0.0,0.0,,4.3,12.3,0.349,5.4,7.4,0.731,3.7,5.4,9.1,2.0,1.1,5.4,3.4,10.0,14.0
1986,26.0,LAL,NBA,C,4.0,0.0,25.0,4.3,15.8,0.273,0.0,0.0,,4.3,15.8,0.273,5.8,8.6,0.667,4.3,5.8,10.1,2.9,2.9,2.9,7.2,8.6,14.4
1986,26.0,DET,NBA,C,25.0,0.0,101.0,4.3,11.4,0.375,0.0,0.0,,4.3,11.4,0.375,5.3,7.1,0.75,3.6,5.3,8.9,1.8,0.7,6.1,2.5,10.3,13.9
1987,27.0,DET,NBA,C,41.0,0.0,267.0,4.2,8.5,0.492,0.0,0.0,,4.2,8.5,0.492,1.9,3.2,0.583,4.9,6.3,11.2,0.5,0.9,4.0,2.8,9.8,10.2
1988,28.0,DET,NBA,C,17.0,0.0,63.0,4.0,12.0,0.333,0.0,0.0,,4.0,12.0,0.333,1.7,3.4,0.5,2.3,8.0,10.3,0.0,0.6,2.9,1.1,6.9,9.7
1989,29.0,HOU,NBA,C,43.0,0.0,228.0,4.3,9.8,0.435,0.0,0.0,,4.3,9.8,0.435,1.7,2.5,0.688,2.7,7.4,10.1,0.5,0.8,4.6,3.5,8.1,10.3
1990,30.0,HOU,NBA,C,3.0,0.0,9.0,8.0,8.0,1.0,0.0,0.0,,8.0,8.0,1.0,0.0,0.0,,0.0,12.0,12.0,4.0,0.0,4.0,8.0,12.0,16.0
1992,32.0,CHI,NBA,C,4.0,0.0,9.0,4.0,12.0,0.333,0.0,0.0,,4.0,12.0,0.333,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,12.0,8.0,8.0
1994,34.0,SAS,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,108.0,216.0,0.5,36.0,0.0,36.0,0.0,0.0,0.0,36.0,36.0,108.0
