Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1994,26.0,SEA,NBA,C,45.0,280.0,16.1,0.463,0.0,0.434,20.3,29.7,25.0,3.6,1.8,5.6,16.0,23.0,,0.0,0.7,0.7,0.114,,-3.6,-1.1,-4.8,-0.2
1995,27.0,SEA,NBA,C,64.0,907.0,9.6,0.469,0.005,0.24,13.5,24.2,18.9,2.4,0.9,5.7,20.3,12.7,,-0.2,1.5,1.3,0.067,,-4.3,0.3,-4.0,-0.5
1996,28.0,SEA,NBA,C,81.0,1519.0,13.1,0.547,0.009,0.361,10.5,22.6,16.8,4.8,1.3,6.7,19.4,14.9,,0.5,3.4,3.9,0.123,,-3.2,2.1,-1.1,0.4
1997,29.0,DEN,NBA,C,82.0,2599.0,14.3,0.543,0.004,0.334,10.3,29.6,20.0,4.3,1.3,6.0,18.1,11.2,,1.4,3.8,5.2,0.096,,-2.2,1.8,-0.4,1.1
1998,30.0,MIL,NBA,C,81.0,2261.0,15.6,0.564,0.0,0.505,12.9,24.1,18.5,4.2,1.9,5.2,16.9,14.0,,2.7,3.8,6.4,0.136,,-1.1,1.5,0.3,1.3
1999,31.0,MIL,NBA,C,50.0,1027.0,14.5,0.544,0.0,0.556,14.3,23.2,18.8,2.9,1.6,4.6,16.7,13.1,,1.4,1.6,3.0,0.14,,-1.1,0.2,-0.8,0.3
2001,33.0,MIL,NBA,C,82.0,1981.0,11.2,0.557,0.0,0.47,11.8,23.2,17.5,2.8,1.2,3.6,16.4,6.5,,2.6,2.5,5.1,0.123,,-1.3,0.5,-0.8,0.6
2002,34.0,MIL,NBA,C,81.0,1660.0,8.6,0.468,0.005,0.342,10.4,21.5,16.2,2.3,1.2,3.6,19.0,7.7,,0.5,1.9,2.3,0.067,,-3.4,-0.1,-3.5,-0.6
2003,35.0,MIL,NBA,C,69.0,1170.0,9.4,0.492,0.0,0.326,11.7,17.8,14.7,2.9,1.5,4.0,18.1,7.5,,1.0,0.9,1.9,0.079,,-2.9,-0.1,-3.0,-0.3
2004,36.0,MIN,NBA,C,66.0,965.0,8.5,0.551,0.01,0.272,7.6,19.2,13.7,3.5,1.5,3.2,20.6,7.1,,0.6,1.7,2.3,0.115,,-3.7,2.4,-1.3,0.2
2005,37.0,MIN,NBA,C,46.0,410.0,8.3,0.562,0.019,0.463,12.5,18.7,15.7,2.1,0.9,2.3,21.7,9.4,,0.3,0.5,0.8,0.091,,-5.2,-0.2,-5.4,-0.4
2006,38.0,MIL,NBA,C,18.0,81.0,3.1,0.419,0.0,0.118,7.2,28.4,17.6,3.7,0.6,2.0,21.9,12.9,,-0.1,0.1,0.0,-0.01,,-9.2,-0.7,-9.9,-0.2
