Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2000,3,430,NJN,New Jersey Nets,24,Scott Burrell,SF,6-7,218,"January 12, 1971",US,6,UConn
2000,3,451,NJN,New Jersey Nets,45,Michael Cage,C,6-9,224,"January 28, 1962",US,14,San Diego State
2000,3,771,NJN,New Jersey Nets,11,Sherman Douglas,PG,6-0,180,"September 15, 1966",US,10,Syracuse
2000,3,870,NJN,New Jersey Nets,0,Evan Eschmeyer,C,6-11,255,"May 30, 1975",US,R,Northwestern
2000,3,897,NJN,New Jersey Nets,14,Jamie Feick,C,6-9,255,"July 3, 1974",US,3,Michigan State
2000,3,1036,NJN,New Jersey Nets,13,Kendall Gill,SF,6-5,195,"May 25, 1968",US,9,Illinois
2000,3,1205,NJN,New Jersey Nets,12,Lucious Harris,SG,6-5,190,"December 18, 1970",US,6,Cal State Long Beach
2000,3,1258,NJN,New Jersey Nets,42,Mark Hendrickson,PF,6-9,220,"June 23, 1974",US,3,Washington State
2000,3,1631,NJN,New Jersey Nets,30,Kerry Kittles,SG,6-5,179,"June 12, 1974",US,3,Villanova
2000,3,1836,NJN,New Jersey Nets,33,Stephon Marbury,PG,6-2,180,"February 20, 1977",US,3,Georgia Tech
2000,3,1939,NJN,New Jersey Nets,22,Jim McIlvaine,C,7-1,240,"July 30, 1972",US,5,Marquette
2000,3,2082,NJN,New Jersey Nets,77,Gheorghe Muresan,C,7-7,303,"February 14, 1971",RO,5,
2000,3,2138,NJN,New Jersey Nets,20,Johnny Newman,SF,6-7,190,"November 28, 1963",US,13,Richmond
2000,3,2290,NJN,New Jersey Nets,1,Elliot Perry,PG,6-0,150,"March 28, 1969",US,7,Memphis
2000,3,2953,NJN,New Jersey Nets,44,Keith Van Horn,PF,6-10,220,"October 23, 1975",US,2,Utah
