Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,1,1391,ATL,Atlanta Hawks,23.0,NBA,PG,62.0,809.0,8.9,0.48,0.04,0.34,2.6,9.9,6.0,20.0,2.5,0.7,20.3,15.8,,-0.2,0.4,0.2,0.01,,-5.4,-0.1,-5.5,-0.7
2006,1,1391,ATL,Atlanta Hawks,24.0,NBA,PG,73.0,978.0,8.4,0.47,0.04,0.12,3.7,8.2,5.9,12.2,1.3,0.5,7.6,14.0,,0.6,0.0,0.7,0.03,,-3.7,-0.9,-4.6,-0.6
2007,1,1391,ATL,Atlanta Hawks,25.0,NBA,PG,53.0,539.0,9.6,0.5,0.11,0.24,3.3,8.1,5.7,14.1,2.4,0.6,16.4,16.2,,0.0,0.4,0.3,0.03,,-3.7,-0.1,-3.8,-0.2
2008,17,1391,MIL,Milwaukee Bucks,26.0,NBA,PG,75.0,1437.0,8.8,0.49,0.28,0.31,3.0,6.8,4.8,16.9,1.6,0.4,14.9,15.8,,0.4,0.2,0.5,0.02,,-3.3,-1.1,-4.4,-0.9
2009,23,1391,PHI,Philadelphia 76Ers,27.0,NBA,SG,71.0,861.0,7.6,0.46,0.55,0.21,2.6,8.0,5.3,7.4,2.2,0.7,9.2,13.2,,0.2,0.8,0.9,0.05,,-2.8,0.6,-2.2,0.0
2010,31,1391,TOT,Total After Trade,28.0,NBA,SG,44.0,326.0,11.0,0.53,0.42,0.14,2.1,10.3,6.1,12.4,3.1,0.5,11.1,13.8,,0.2,0.3,0.6,0.09,,-2.3,1.6,-0.7,0.1
2010,23,1391,PHI,Philadelphia 76Ers,28.0,NBA,SG,26.0,236.0,12.6,0.6,0.44,0.13,2.5,10.7,6.5,10.8,2.2,0.7,7.9,12.2,,0.4,0.1,0.6,0.12,,-0.3,0.6,0.3,0.1
2010,17,1391,MIL,Milwaukee Bucks,28.0,NBA,SG,18.0,90.0,6.8,0.38,0.39,0.18,1.2,9.3,5.0,16.8,5.2,0.0,16.6,18.2,,-0.2,0.2,0.0,0.0,,-7.4,4.2,-3.3,0.0
2011,21,1391,OKC,Oklahoma City Thunder,29.0,NBA,SG,25.0,155.0,8.2,0.53,0.42,0.05,1.6,10.2,6.0,6.8,2.0,0.5,11.4,12.8,,0.1,0.1,0.2,0.06,,-3.2,0.8,-2.3,0.0
2012,21,1391,OKC,Oklahoma City Thunder,30.0,NBA,SG,34.0,354.0,4.7,0.46,0.73,0.11,0.3,6.9,3.9,4.1,2.0,0.0,10.5,10.9,,-0.1,0.3,0.2,0.02,,-4.3,0.5,-3.7,-0.1
2013,23,1391,PHI,Philadelphia 76Ers,31.0,NBA,SG,53.0,698.0,8.1,0.56,0.61,0.11,2.5,6.8,4.6,6.7,1.7,0.3,11.7,11.3,,0.5,0.5,1.0,0.07,,-3.4,0.6,-2.8,-0.1
2014,21,1391,OKC,Oklahoma City Thunder,32.0,NBA,SG,2.0,5.0,-16.5,0.0,0.5,0.0,0.0,21.5,11.3,0.0,0.0,0.0,0.0,17.7,,0.0,0.0,0.0,-0.36,,-21.7,-6.1,-27.7,0.0
