Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,29,600,UTA,Utah Jazz,Jack Cooley,1991-04-04,23.0,NBA,C,16.0,0.0,87.0,9.0,22.0,0.41,0.0,0.0,,9.0,22.0,0.41,0.41,9.0,21.0,0.43,10.0,15.0,25.0,1.0,6.0,3.0,3.0,23.0,27.0
2018,26,600,SAC,Sacramento Kings,Jack Cooley,1991-04-04,26.0,NBA,PF,7.0,0.0,87.0,13.0,27.0,0.48,0.0,0.0,,13.0,27.0,0.48,0.48,14.0,19.0,0.74,14.0,16.0,30.0,6.0,1.0,0.0,3.0,13.0,40.0
