Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,20.0,MIN,NBA,SF,3.0,3.0,125.0,10.2,21.7,0.471,0.4,0.4,1.0,9.8,21.3,0.46,1.3,1.3,1.0,6.0,6.0,11.9,4.7,1.7,1.3,1.7,2.6,22.1,,113.0,123.0
1998,21.0,MIN,NBA,PF,5.0,5.0,194.0,10.3,21.5,0.48,0.0,0.0,,10.3,21.5,0.48,2.0,2.6,0.778,4.9,8.9,13.8,5.7,1.1,3.4,6.3,4.9,22.7,,92.0,108.0
1999,22.0,MIN,NBA,PF,4.0,4.0,170.0,11.7,26.4,0.443,0.0,0.7,0.0,11.7,25.7,0.455,5.7,7.7,0.739,5.3,10.7,16.0,5.0,2.3,2.7,4.3,3.3,29.0,,100.0,97.0
2001,24.0,MIN,NBA,PF,4.0,4.0,165.0,9.0,19.2,0.466,0.0,1.0,0.0,9.0,18.2,0.491,10.0,11.9,0.833,3.3,12.6,15.9,5.6,1.3,2.0,2.0,4.3,27.9,,120.0,98.0
2002,25.0,MIN,NBA,PF,3.0,3.0,130.0,9.2,21.4,0.429,0.4,0.8,0.5,8.8,20.6,0.426,8.8,12.2,0.719,6.1,15.3,21.4,5.7,1.9,1.9,4.6,4.2,27.5,,108.0,109.0
2003,26.0,MIN,NBA,PF,6.0,6.0,265.0,13.6,26.4,0.514,0.6,1.7,0.333,13.0,24.6,0.527,3.2,5.4,0.607,2.1,15.9,18.0,5.9,1.9,1.9,3.4,4.4,31.0,,106.0,102.0
2004,27.0,MIN,NBA,PF,18.0,18.0,783.0,11.5,25.4,0.452,0.3,1.1,0.313,11.1,24.3,0.458,6.6,8.5,0.776,2.7,15.3,18.0,6.3,1.6,2.8,5.1,3.9,29.9,,100.0,95.0
2008,31.0,BOS,NBA,PF,26.0,26.0,987.0,12.3,24.8,0.495,0.1,0.5,0.25,12.2,24.3,0.5,5.3,6.6,0.81,4.1,11.4,15.5,4.9,2.0,1.6,3.1,4.2,30.0,,112.0,99.0
2010,33.0,BOS,NBA,PF,23.0,23.0,766.0,10.5,21.1,0.495,0.0,0.1,0.0,10.5,21.0,0.498,3.3,3.9,0.839,2.2,9.7,11.9,4.1,1.8,1.4,2.2,5.2,24.2,,107.0,99.0
2011,34.0,BOS,NBA,PF,9.0,9.0,328.0,9.2,20.9,0.441,0.0,0.2,0.0,9.2,20.7,0.444,3.6,4.8,0.759,3.4,12.6,16.1,3.8,2.8,1.5,3.1,4.4,22.0,,99.0,96.0
2012,35.0,BOS,NBA,C,20.0,20.0,737.0,11.8,23.7,0.497,0.1,0.3,0.25,11.7,23.4,0.5,4.8,5.9,0.813,2.3,13.0,15.3,2.2,1.7,2.2,3.3,4.4,28.5,,102.0,95.0
2013,36.0,BOS,NBA,C,6.0,6.0,212.0,7.8,15.6,0.5,0.0,0.5,0.0,7.8,15.1,0.517,4.2,4.4,0.941,2.3,19.0,21.3,5.5,1.3,1.6,4.9,6.0,19.8,,98.0,90.0
2014,37.0,BRK,NBA,C,12.0,12.0,250.0,7.3,14.0,0.524,0.0,0.4,0.0,7.3,13.6,0.541,3.8,5.1,0.739,4.2,12.7,16.9,3.6,2.0,1.1,2.9,5.6,18.4,,113.0,107.0
