Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,20.0,NBA,PG,31.0,162.0,2.2,0.36,0.08,0.18,3.2,9.3,6.5,11.9,3.0,0.0,18.1,26.1,-0.8,0.3,-0.5,-0.14,-10.8,-0.3,-11.1,-0.4
2012,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,21.0,NBA,PG,64.0,1368.0,11.3,0.56,0.13,0.19,3.1,6.7,5.0,10.8,1.7,0.7,14.7,17.9,0.6,1.9,2.4,0.08,-2.3,0.7,-1.7,0.1
2013,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,22.0,NBA,PG,50.0,1435.0,8.8,0.46,0.26,0.1,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,-1.3,1.6,0.4,0.01,-4.0,0.3,-3.7,-0.6
2014,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,23.0,NBA,SG,60.0,1855.0,12.7,0.51,0.24,0.14,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,0.4,1.4,1.8,0.05,-1.1,-0.8,-1.9,0.1
2015,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,24.0,NBA,SG,77.0,2428.0,11.5,0.51,0.35,0.1,2.0,8.9,5.4,8.9,1.7,0.5,9.4,21.0,0.4,2.1,2.5,0.05,-1.5,-0.6,-2.2,-0.1
2016,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,25.0,NBA,SG,76.0,2536.0,13.2,0.54,0.4,0.12,2.0,7.3,4.6,9.8,2.2,0.6,9.2,19.8,2.0,2.8,4.8,0.09,-0.4,0.3,-0.1,1.2
2017,2,322,BOS,Boston Celtics,Avery Bradley,1990-11-26,26.0,NBA,SG,55.0,1835.0,14.4,0.55,0.36,0.12,4.0,16.2,10.1,11.0,1.8,0.5,9.7,21.9,1.1,2.0,3.1,0.08,0.0,-0.5,-0.6,0.7
2018,31,322,TOT,Total After Trade,Avery Bradley,1990-11-26,27.0,NBA,SG,46.0,1433.0,9.6,0.5,0.32,0.13,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.01,-3.0,-1.0,-4.0,-0.7
2018,9,322,DET,Detroit Pistons,Avery Bradley,1990-11-26,27.0,NBA,SG,40.0,1268.0,9.7,0.5,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.01,-2.8,-1.1,-3.9,-0.6
2018,13,322,LAC,Los Angeles Clippers,Avery Bradley,1990-11-26,27.0,NBA,SG,6.0,165.0,9.0,0.49,0.16,0.04,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,0.01,-4.1,-0.3,-4.4,-0.1
2019,31,322,TOT,Total After Trade,Avery Bradley,1990-11-26,28.0,NBA,SG,63.0,1905.0,7.6,0.5,0.4,0.08,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,-0.6,1.0,0.3,0.01,-2.8,-0.9,-3.7,-0.8
2019,13,322,LAC,Los Angeles Clippers,Avery Bradley,1990-11-26,28.0,NBA,SG,49.0,1463.0,5.5,0.46,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,-1.0,0.6,-0.3,-0.01,-3.7,-0.9,-4.6,-1.0
2019,15,322,MEM,Memphis Grizzlies,Avery Bradley,1990-11-26,28.0,NBA,SG,14.0,442.0,14.5,0.56,0.39,0.13,2.0,9.3,5.6,21.6,1.6,0.0,12.3,22.9,0.3,0.4,0.7,0.07,0.1,-1.0,-0.9,0.1
2020,14,322,LAL,Los Angeles Lakers,Avery Bradley,1990-11-26,29.0,NBA,SG,49.0,1186.0,8.9,0.54,0.45,0.06,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.06,-3.0,0.5,-2.5,-0.2
2021,16,322,MIA,Miami Heat,Avery Bradley,1990-11-26,30.0,NBA,SG,10.0,211.0,10.4,0.61,0.58,0.14,1.1,8.1,4.7,10.3,1.6,0.5,11.4,16.7,0.1,0.2,0.3,0.08,-2.7,-0.6,-3.2,-0.1
