PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Mike Newlin,32.0,79.0,2911.0,0.49700000000000005,0.501,0.33299999999999996,0.501,0.888,0.5710000000000001,0.366,0.024,102.0,102.0,136.0,102.0,118.0,107.0,112.0,103.0,30.9,109.2
Cliff Robinson,20.0,63.0,1822.0,0.491,0.49,1.0,0.491,0.718,0.521,0.23199999999999998,0.001,101.0,100.0,408.0,101.0,96.0,98.0,71.0,4.0,5.3,-31.4
Maurice Lucas,28.0,68.0,2162.0,0.484,0.485,0.0,0.484,0.752,0.528,0.304,0.002,100.0,99.0,,99.0,100.0,99.0,93.0,10.0,-8.1,-13.0
Darwin Cook,22.0,81.0,1980.0,0.46799999999999997,0.475,0.24,0.47100000000000003,0.733,0.503,0.22,0.03,96.0,97.0,98.0,96.0,98.0,94.0,67.0,133.0,-28.4,-56.1
Mike O'Koren,22.0,79.0,2473.0,0.486,0.491,0.278,0.489,0.637,0.515,0.282,0.024,100.0,100.0,113.0,100.0,85.0,96.0,86.0,105.0,1.0,-32.5
Mike Gminski,21.0,56.0,1579.0,0.423,0.424,0.0,0.423,0.767,0.474,0.294,0.002,87.0,86.0,,87.0,102.0,89.0,90.0,6.0,-90.4,-93.4
Bob Elliott,25.0,73.0,1320.0,0.511,0.511,0.5,0.512,0.599,0.541,0.48200000000000004,0.005,105.0,104.0,204.0,105.0,80.0,101.0,148.0,21.0,19.5,7.1
Edgar Jones,24.0,60.0,950.0,0.529,0.535,0.0,0.529,0.67,0.579,0.611,0.011000000000000001,109.0,109.0,,108.0,89.0,108.0,187.0,49.0,29.1,39.9
Lowes Moore,23.0,71.0,1406.0,0.444,0.461,0.14800000000000002,0.44799999999999995,0.75,0.479,0.193,0.057,91.0,94.0,60.0,92.0,100.0,90.0,59.0,247.0,-39.2,-57.2
Jan van Breda Kolff,29.0,78.0,1426.0,0.408,0.413,0.25,0.41200000000000003,0.838,0.506,0.478,0.033,84.0,84.0,102.0,84.0,112.0,95.0,146.0,143.0,-37.4,-16.9
Foots Walker,29.0,41.0,1172.0,0.426,0.43799999999999994,0.222,0.43200000000000005,0.7929999999999999,0.537,0.657,0.053,88.0,89.0,91.0,88.0,106.0,100.0,201.0,233.0,-19.2,1.1
Bob McAdoo,29.0,10.0,153.0,0.507,0.513,0.0,0.507,0.809,0.552,0.28,0.013000000000000001,104.0,104.0,,104.0,108.0,103.0,86.0,58.0,2.7,3.0
Eddie Jordan,26.0,14.0,239.0,0.41100000000000003,0.429,0.3,0.43200000000000005,0.75,0.499,0.43799999999999994,0.13699999999999998,85.0,87.0,122.0,88.0,100.0,93.0,134.0,599.0,-8.3,-6.1
Rory Sparrow,22.0,15.0,212.0,0.349,0.349,,0.349,0.75,0.4,0.254,0.0,72.0,71.0,,71.0,100.0,75.0,78.0,,-17.6,-18.9
Team,,,,0.47600000000000003,0.48,0.244,0.478,0.75,0.525,0.32299999999999995,0.018000000000000002,98.0,98.0,99.0,98.0,100.0,98.0,99.0,77.0,-154.4,-162.1
League Average,,,,0.486,0.491,0.245,0.489,0.7509999999999999,0.534,0.327,0.023,,,,,,,,,,
