PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Mike Mitchell,25.0,82.0,3194.0,0.47600000000000003,0.47600000000000003,0.444,0.47700000000000004,0.784,0.513,0.215,0.005,98.0,97.0,181.0,98.0,104.0,96.0,66.0,22.0,-40.4,-83.5
Kenny Carr,25.0,81.0,2615.0,0.511,0.513,0.0,0.511,0.7140000000000001,0.56,0.446,0.004,105.0,104.0,,105.0,95.0,105.0,136.0,19.0,40.8,56.4
Randy Smith,32.0,82.0,2199.0,0.466,0.478,0.036000000000000004,0.466,0.816,0.514,0.26,0.027000000000000003,96.0,97.0,15.0,95.0,109.0,96.0,80.0,117.0,-46.3,-48.3
Roger Phegley,24.0,82.0,2269.0,0.491,0.49700000000000005,0.28600000000000003,0.495,0.8390000000000001,0.545,0.27699999999999997,0.028999999999999998,101.0,101.0,116.0,101.0,112.0,102.0,85.0,127.0,12.9,22.9
Mike Bratz,25.0,80.0,2595.0,0.391,0.40399999999999997,0.337,0.425,0.8109999999999999,0.45799999999999996,0.162,0.207,80.0,82.0,137.0,87.0,108.0,86.0,49.0,904.0,-103.5,-133.4
Bill Laimbeer,23.0,81.0,2460.0,0.503,0.503,,0.503,0.765,0.536,0.228,0.0,104.0,102.0,,103.0,102.0,100.0,70.0,,19.2,2.9
Richard Washington,25.0,69.0,1505.0,0.45899999999999996,0.45899999999999996,0.5,0.46,0.75,0.494,0.21600000000000003,0.003,94.0,93.0,204.0,94.0,100.0,92.0,66.0,14.0,-36.7,-56.4
Don Ford,28.0,64.0,996.0,0.446,0.45299999999999996,0.0,0.446,0.917,0.473,0.107,0.013000000000000001,92.0,92.0,,91.0,122.0,89.0,33.0,59.0,-18.9,-28.7
Geoff Huston,23.0,25.0,542.0,0.49700000000000005,0.5,0.0,0.49700000000000005,0.815,0.528,0.17600000000000002,0.006,102.0,102.0,,102.0,109.0,99.0,54.0,29.0,2.5,-2.2
Dave Robisch,31.0,11.0,372.0,0.37799999999999995,0.37799999999999995,,0.37799999999999995,0.8059999999999999,0.452,0.36700000000000005,0.0,78.0,77.0,,77.0,107.0,85.0,112.0,,-21.8,-18.7
Chad Kinch,22.0,29.0,247.0,0.396,0.396,,0.396,0.8,0.40700000000000003,0.052000000000000005,0.0,81.0,81.0,,81.0,107.0,76.0,16.0,,-17.8,-25.0
Walter Jordan,24.0,30.0,207.0,0.387,0.387,,0.387,0.588,0.41200000000000003,0.22699999999999998,0.0,80.0,79.0,,79.0,78.0,77.0,69.0,,-15.3,-20.2
Mack Calvin,33.0,21.0,128.0,0.33299999999999996,0.353,0.2,0.34600000000000003,0.7140000000000001,0.478,0.897,0.128,69.0,72.0,82.0,71.0,95.0,89.0,275.0,560.0,-11.1,-6.1
Bill Robinzine,28.0,8.0,84.0,0.43799999999999994,0.43799999999999994,,0.43799999999999994,0.625,0.465,0.25,0.0,90.0,89.0,,90.0,83.0,87.0,77.0,,-3.3,-5.0
Kim Hughes,28.0,45.0,331.0,0.35600000000000004,0.35600000000000004,,0.35600000000000004,,0.35600000000000004,0.0,0.0,73.0,72.0,,73.0,,67.0,,,-12.0,-16.1
Robert Smith,25.0,1.0,20.0,0.4,0.4,,0.4,1.0,0.5920000000000001,0.8,0.0,82.0,81.0,,82.0,133.0,111.0,245.0,,-0.9,0.8
John Lambert,28.0,3.0,8.0,0.6,0.6,,0.6,,0.6,0.0,0.0,123.0,122.0,,123.0,,112.0,,,1.1,0.7
Jerome Whitehead,24.0,3.0,8.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,,0.33299999999999996,0.0,0.0,69.0,68.0,,68.0,,62.0,,,-0.9,-1.2
Team,,,,0.47100000000000003,0.478,0.289,0.47600000000000003,0.78,0.518,0.259,0.038,97.0,97.0,118.0,97.0,104.0,97.0,79.0,164.0,-163.5,-237.3
League Average,,,,0.486,0.491,0.245,0.489,0.7509999999999999,0.534,0.327,0.023,,,,,,,,,,
