Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2015,4,2978,CHO,Charlotte Hornets,19.0,NBA,PF,25.0,0.0,259.0,6.0,15.2,0.4,1.0,2.6,0.38,5.0,12.6,0.4,3.6,5.2,0.69,5.6,11.6,17.1,0.8,0.8,1.8,2.2,4.0,16.5,,99.0,102.0
2016,25,2978,POR,Portland Trail Blazers,20.0,NBA,PF,78.0,56.0,1174.0,5.0,11.8,0.42,0.5,2.0,0.24,4.5,9.9,0.46,1.6,2.2,0.74,3.9,9.1,13.0,1.3,1.2,1.1,2.1,6.5,12.1,,98.0,107.0
2017,25,2978,POR,Portland Trail Blazers,21.0,NBA,PF,74.0,41.0,1265.0,5.1,10.6,0.48,0.3,0.8,0.35,4.8,9.8,0.49,2.4,3.7,0.64,5.1,10.0,15.2,1.2,1.2,1.1,2.5,6.0,12.8,,106.0,110.0
2018,31,2978,TOT,Total After Trade,22.0,NBA,PF,54.0,16.0,875.0,5.9,13.2,0.44,1.1,3.7,0.3,4.7,9.5,0.5,2.0,3.3,0.62,3.9,13.6,17.5,1.9,1.1,1.0,1.7,3.8,14.9,,106.0,106.0
2018,25,2978,POR,Portland Trail Blazers,22.0,NBA,PF,33.0,12.0,476.0,4.9,10.0,0.49,0.2,0.6,0.33,4.7,9.4,0.5,2.4,3.2,0.74,3.7,13.8,17.5,1.4,0.6,1.1,1.6,4.4,12.4,,113.0,105.0
2018,5,2978,CHI,Chicago Bulls,22.0,NBA,PF,21.0,4.0,399.0,7.0,16.9,0.41,2.2,7.3,0.3,4.8,9.5,0.5,1.6,3.3,0.48,4.3,13.3,17.6,2.6,1.6,0.7,2.0,3.2,17.7,,101.0,108.0
2019,20,2978,NYK,New York Knicks,23.0,NBA,PF,68.0,57.0,1722.0,5.8,12.3,0.47,1.3,3.8,0.34,4.5,8.5,0.53,3.1,4.4,0.71,3.2,11.6,14.8,3.6,1.3,1.4,2.5,4.9,16.0,,111.0,111.0
2020,31,2978,TOT,Total After Trade,24.0,NBA,C,36.0,1.0,377.0,6.4,11.4,0.56,0.4,1.9,0.2,6.1,9.5,0.64,3.1,4.0,0.78,4.6,10.8,15.3,3.5,1.4,0.7,2.6,4.9,16.3,,121.0,111.0
2020,18,2978,MIN,Minnesota Timberwolves,24.0,NBA,C,29.0,1.0,347.0,6.3,11.5,0.55,0.3,1.9,0.14,6.0,9.6,0.62,3.1,3.7,0.82,4.5,11.0,15.5,3.5,1.5,0.8,2.5,4.8,15.9,,119.0,111.0
2020,8,2978,DEN,Denver Nuggets,24.0,NBA,C,7.0,0.0,30.0,8.2,9.9,0.83,1.6,1.6,1.0,6.6,8.2,0.8,3.3,6.6,0.5,4.9,8.2,13.2,3.3,0.0,0.0,3.3,6.6,21.4,,136.0,115.0
