Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1983,10,588,GSW,Golden State Warriors,Lester Conner,1959-09-17,23.0,NBA,PG,75.0,1416.0,14.0,0.52,0.01,0.37,5.1,12.0,8.4,21.9,3.8,0.3,21.9,12.5,1.2,1.5,2.7,0.09,-0.7,2.2,1.5,1.3
1984,10,588,GSW,Golden State Warriors,Lester Conner,1959-09-17,24.0,NBA,SG,82.0,2573.0,15.1,0.54,0.01,0.36,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,3.6,2.3,5.9,0.11,0.4,1.2,1.6,2.3
1985,10,588,GSW,Golden State Warriors,Lester Conner,1959-09-17,25.0,NBA,PG,79.0,2258.0,13.1,0.51,0.04,0.35,4.0,8.6,6.1,21.2,3.3,0.3,18.0,13.3,1.5,1.3,2.8,0.06,-0.7,1.0,0.3,1.3
1986,10,588,GSW,Golden State Warriors,Lester Conner,1959-09-17,26.0,NBA,PG,36.0,413.0,12.8,0.45,0.05,0.4,6.3,10.1,8.1,13.0,2.7,0.1,8.6,16.6,0.3,0.2,0.5,0.06,-1.4,-0.1,-1.5,0.0
1988,11,588,HOU,Houston Rockets,Lester Conner,1959-09-17,28.0,NBA,PG,52.0,399.0,13.6,0.52,0.06,0.38,5.3,4.7,5.0,19.6,4.5,0.1,20.7,16.0,0.1,0.6,0.7,0.09,-1.5,3.1,1.6,0.4
1989,3,588,NJN,New Jersey Nets,Lester Conner,1959-09-17,29.0,NBA,PG,82.0,2532.0,17.2,0.53,0.06,0.4,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,3.6,2.6,6.2,0.12,1.0,1.3,2.3,2.7
1990,3,588,NJN,New Jersey Nets,Lester Conner,1959-09-17,30.0,NBA,PG,82.0,2355.0,12.8,0.49,0.02,0.37,3.8,8.4,6.0,23.3,3.5,0.2,17.1,13.7,1.1,2.6,3.7,0.08,-2.2,1.7,-0.5,0.9
1991,31,588,TOT,Total After Trade,Lester Conner,1959-09-17,31.0,NBA,PG,74.0,1008.0,13.3,0.52,0.02,0.45,2.3,10.4,6.2,21.9,4.2,0.1,18.9,12.6,0.7,1.4,2.1,0.1,-2.0,3.0,1.0,0.8
1991,3,588,NJN,New Jersey Nets,Lester Conner,1959-09-17,31.0,NBA,PG,35.0,489.0,13.0,0.56,0.02,0.38,2.3,10.3,6.1,16.6,3.7,0.1,17.3,12.9,0.4,0.6,1.0,0.1,-2.4,3.2,0.8,0.4
1991,17,588,MIL,Milwaukee Bucks,Lester Conner,1959-09-17,31.0,NBA,PG,39.0,519.0,13.5,0.48,0.03,0.54,2.3,10.5,6.3,26.9,4.6,0.1,20.7,12.4,0.3,0.8,1.1,0.1,-1.7,2.9,1.2,0.4
1992,17,588,MIL,Milwaukee Bucks,Lester Conner,1959-09-17,32.0,NBA,PG,81.0,1420.0,13.3,0.5,0.03,0.48,4.9,10.1,7.4,27.1,3.4,0.4,21.4,10.9,1.4,1.3,2.7,0.09,-0.5,1.8,1.3,1.2
1993,13,588,LAC,Los Angeles Clippers,Lester Conner,1959-09-17,33.0,NBA,PG,31.0,422.0,11.3,0.53,0.0,0.31,4.1,8.8,6.4,18.6,3.9,0.6,23.0,8.9,0.3,0.6,0.8,0.1,-2.1,3.4,1.3,0.3
1994,12,588,IND,Indiana Pacers,Lester Conner,1959-09-17,34.0,NBA,PG,11.0,169.0,12.0,0.38,0.08,0.16,7.1,9.2,8.2,25.5,4.3,0.4,18.1,12.9,0.0,0.3,0.3,0.08,-2.3,2.7,0.3,0.1
1995,14,588,LAL,Los Angeles Lakers,Lester Conner,1959-09-17,35.0,NBA,SG,2.0,5.0,18.0,1.14,,,0.0,0.0,0.0,0.0,10.1,0.0,0.0,7.6,0.0,0.0,0.0,0.44,-8.0,12.1,4.1,0.0
