PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Desmond Mason,26,5,5,39.6,5.0,14.8,0.33799999999999997,0.0,0.4,0.0,5.0,14.4,0.34700000000000003,0.33799999999999997,4.4,5.2,0.846,0.8,4.0,4.8,2.4,0.8,0.4,2.4,3.2,14.4
Michael Redd,24,5,5,38.4,6.8,16.6,0.41,1.2,4.0,0.3,5.6,12.6,0.444,0.446,3.2,4.2,0.762,1.2,3.8,5.0,2.6,0.0,0.0,3.8,3.2,18.0
Joe Smith,28,5,5,35.0,5.4,11.0,0.491,0.0,0.2,0.0,5.4,10.8,0.5,0.491,2.4,2.6,0.9229999999999999,4.6,5.4,10.0,0.4,0.8,2.0,1.2,3.0,13.2
Damon Jones,27,5,5,28.8,3.6,6.8,0.529,2.0,4.2,0.47600000000000003,1.6,2.6,0.615,0.6759999999999999,0.8,1.2,0.667,0.4,3.6,4.0,7.4,1.0,0.0,1.8,2.8,10.0
Keith Van Horn,28,5,2,27.4,3.2,9.6,0.33299999999999996,0.8,2.2,0.364,2.4,7.4,0.324,0.375,0.8,1.2,0.667,1.0,3.6,4.6,1.4,1.4,0.6,2.0,3.0,8.0
Toni Kukoč,35,5,0,21.0,3.4,6.8,0.5,0.8,2.4,0.33299999999999996,2.6,4.4,0.591,0.5589999999999999,0.8,1.6,0.5,0.8,2.0,2.8,0.8,0.6,0.4,1.2,2.2,8.4
Brevin Knight,28,5,0,20.2,1.2,4.6,0.261,0.0,0.0,,1.2,4.6,0.261,0.261,1.8,2.2,0.818,0.6,1.6,2.2,3.4,2.8,0.2,1.4,2.4,4.2
Brian Skinner,27,5,3,18.8,2.2,4.2,0.524,0.0,0.0,,2.2,4.2,0.524,0.524,1.0,2.4,0.41700000000000004,1.6,2.8,4.4,0.0,0.2,0.6,1.4,1.6,5.4
Erick Strickland,30,3,0,13.7,1.7,4.0,0.41700000000000004,0.0,1.7,0.0,1.7,2.3,0.7140000000000001,0.41700000000000004,1.3,1.3,1.0,0.0,1.7,1.7,3.0,0.7,0.0,1.0,1.0,4.7
Dan Gadzuric,25,1,0,9.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0
Marcus Haislip,23,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Daniel Santiago,27,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
