PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Peja Stojaković,26,12,12,43.1,6.3,16.5,0.384,1.9,6.1,0.315,4.4,10.4,0.424,0.442,2.9,3.3,0.897,1.3,5.8,7.0,1.5,1.8,0.3,1.2,2.2,17.5
Mike Bibby,25,12,12,41.4,7.0,16.3,0.429,2.0,4.6,0.436,5.0,11.8,0.426,0.49,4.0,4.6,0.873,0.8,3.4,4.2,7.0,1.9,0.4,2.9,3.3,20.0
Doug Christie,33,12,12,38.4,4.7,11.8,0.397,1.1,2.8,0.39399999999999996,3.6,9.0,0.39799999999999996,0.44299999999999995,3.4,4.0,0.8540000000000001,1.4,4.8,6.2,3.9,1.8,0.4,1.8,2.9,13.8
Chris Webber,30,12,12,37.2,7.5,16.6,0.452,0.1,0.3,0.25,7.4,16.3,0.456,0.455,3.3,5.4,0.615,2.0,6.3,8.3,3.7,1.3,0.8,3.2,2.8,18.4
Brad Miller,27,12,0,30.5,4.0,7.6,0.527,0.1,0.6,0.14300000000000002,3.9,7.0,0.56,0.5329999999999999,2.4,4.0,0.604,2.5,6.2,8.7,3.2,0.8,0.9,1.7,3.8,10.5
Anthony Peeler,34,11,0,21.5,1.7,5.7,0.302,0.6,2.4,0.26899999999999996,1.1,3.4,0.324,0.35700000000000004,0.5,0.5,0.833,0.6,2.5,3.2,1.4,1.3,0.2,1.3,1.7,4.5
Vlade Divac,35,12,12,19.6,2.6,5.9,0.43700000000000006,0.0,0.0,,2.6,5.9,0.43700000000000006,0.43700000000000006,1.4,1.9,0.7390000000000001,1.8,3.1,4.9,1.8,0.3,0.4,1.2,2.6,6.6
Darius Songaila,25,7,0,12.1,1.4,2.3,0.625,0.0,0.0,,1.4,2.3,0.625,0.625,0.9,0.9,1.0,0.9,1.0,1.9,0.3,0.0,0.1,0.7,2.0,3.7
Gerald Wallace,21,3,0,6.7,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.3,0.7,0.5,0.0,0.7,0.7,0.3,0.3,0.3,1.0,1.3,2.3
Rodney Buford,26,5,0,6.4,1.0,2.4,0.41700000000000004,0.2,0.6,0.33299999999999996,0.8,1.8,0.444,0.45799999999999996,0.2,0.4,0.5,0.0,1.0,1.0,0.6,0.4,0.0,0.0,0.4,2.4
Jabari Smith,26,4,0,2.5,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.8,1.0,0.75,0.3,0.5,0.8,0.0,0.0,0.3,0.0,0.5,1.3
