PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Kevin McHale,31,78,74,36.9,8.5,15.5,0.546,0.0,0.1,0.0,8.5,15.5,0.5479999999999999,0.546,5.6,6.8,0.818,2.9,5.3,8.2,2.2,0.3,1.2,2.5,2.9,22.5
Robert Parish,35,80,80,35.5,7.5,13.1,0.57,0.0,0.0,,7.5,13.1,0.57,0.57,3.7,5.1,0.7190000000000001,4.3,8.2,12.5,2.2,1.0,1.5,2.5,2.6,18.6
Reggie Lewis,23,81,57,32.8,7.5,15.3,0.486,0.0,0.3,0.136,7.4,15.1,0.493,0.488,3.5,4.5,0.787,1.4,3.2,4.7,2.7,1.5,0.9,1.8,3.2,18.5
Dennis Johnson,34,72,72,32.1,3.8,8.9,0.434,0.1,0.7,0.14,3.8,8.2,0.45899999999999996,0.44,2.2,2.7,0.821,0.4,2.2,2.6,6.6,1.3,0.3,2.4,2.9,10.0
Larry Bird,32,6,6,31.5,8.2,17.3,0.47100000000000003,0.0,0.0,,8.2,17.3,0.47100000000000003,0.47100000000000003,3.0,3.2,0.9470000000000001,0.2,6.0,6.2,4.8,1.0,0.8,1.8,3.0,19.3
Danny Ainge,29,45,28,30.0,6.0,13.1,0.46,1.3,3.4,0.374,4.7,9.6,0.491,0.509,2.5,2.8,0.8909999999999999,0.8,2.6,3.4,4.8,1.2,0.0,1.8,2.4,15.9
Brian Shaw,22,82,54,28.1,3.6,8.4,0.433,0.0,0.2,0.0,3.6,8.2,0.441,0.433,1.3,1.6,0.826,1.5,3.1,4.6,5.8,1.0,0.3,2.3,2.6,8.6
Ed Pinckney,25,29,9,23.4,3.3,6.1,0.54,0.0,0.0,,3.3,6.1,0.54,0.54,3.6,4.4,0.7979999999999999,2.1,3.0,5.1,1.5,1.0,0.8,1.3,2.7,10.1
Kelvin Upshaw,26,23,0,20.6,3.2,6.5,0.49,0.1,0.4,0.2,3.1,6.0,0.511,0.49700000000000005,0.6,0.9,0.7,0.3,1.3,1.6,4.2,0.8,0.1,1.8,2.7,7.0
Jim Paxson,31,57,7,20.0,3.5,7.8,0.45399999999999996,0.1,0.4,0.16699999999999998,3.5,7.4,0.47,0.45799999999999996,1.5,1.8,0.816,0.3,1.0,1.3,1.9,0.7,0.1,1.0,1.7,8.6
Joe Kleine,27,28,2,17.8,2.1,4.6,0.457,0.0,0.0,0.0,2.1,4.6,0.461,0.457,1.9,2.3,0.828,1.8,3.1,4.9,1.1,0.5,0.2,1.3,2.4,6.1
Brad Lohaus,24,48,15,15.4,2.4,5.6,0.433,0.0,0.1,0.0,2.4,5.5,0.44,0.433,0.7,1.0,0.7609999999999999,1.0,2.0,3.0,1.0,0.4,0.5,1.0,2.1,5.6
Mark Acres,26,62,0,10.2,0.9,1.8,0.48200000000000004,0.0,0.0,1.0,0.9,1.8,0.478,0.48700000000000004,0.4,0.8,0.542,1.0,1.4,2.4,0.3,0.3,0.1,0.4,1.5,2.2
Kevin Gamble,23,44,6,8.5,1.7,3.1,0.551,0.0,0.3,0.182,1.7,2.8,0.584,0.5589999999999999,0.8,1.3,0.636,0.3,0.7,1.0,0.8,0.3,0.1,0.4,0.9,4.3
Otis Birdsong,33,13,0,8.3,1.4,2.8,0.5,0.1,0.2,0.33299999999999996,1.3,2.5,0.515,0.514,0.0,0.2,0.0,0.3,0.7,1.0,0.7,0.2,0.1,0.9,0.8,2.8
Ron Grandison,24,72,0,7.3,0.8,2.0,0.415,0.0,0.1,0.0,0.8,1.8,0.447,0.415,0.8,1.1,0.738,0.7,0.6,1.3,0.6,0.3,0.0,0.5,1.0,2.5
Reggie Lewis,22,28,0,3.3,0.4,1.1,0.387,0.0,0.0,0.0,0.4,1.1,0.4,0.387,0.6,0.9,0.64,0.3,0.5,0.9,0.1,0.1,0.0,0.3,0.8,1.4
