PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Rory Sparrow,30,80,79,32.7,5.6,12.3,0.452,0.2,0.9,0.243,5.3,11.4,0.469,0.461,1.2,1.3,0.879,0.7,2.0,2.7,5.4,1.3,0.2,2.6,2.1,12.5
Kevin Edwards,23,79,62,29.7,5.9,14.0,0.425,0.1,0.5,0.27,5.8,13.5,0.431,0.43,1.8,2.4,0.746,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.9,13.8
Grant Long,22,82,73,29.7,4.1,8.4,0.486,0.0,0.1,0.0,4.1,8.4,0.489,0.486,3.7,5.0,0.7490000000000001,2.9,3.7,6.7,1.8,1.5,0.6,2.5,4.1,11.9
Billy Thompson,25,79,58,28.8,4.4,9.1,0.48700000000000004,0.0,0.1,0.0,4.4,9.0,0.49,0.48700000000000004,2.0,2.8,0.696,3.1,4.2,7.2,2.2,0.7,1.3,2.4,3.3,10.8
Rony Seikaly,23,78,62,25.2,4.3,9.5,0.44799999999999995,0.0,0.1,0.25,4.3,9.5,0.449,0.44799999999999995,2.3,4.5,0.511,2.6,4.4,7.0,0.7,0.6,1.2,2.6,3.3,10.9
Sylvester Gray,21,55,15,22.2,3.0,7.2,0.42,0.0,0.1,0.25,3.0,7.2,0.42100000000000004,0.42100000000000004,1.9,2.8,0.6729999999999999,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8.0
Pat Cummings,32,53,28,20.7,3.7,7.4,0.5,0.0,0.0,0.0,3.7,7.4,0.503,0.5,1.4,1.8,0.742,1.6,3.7,5.3,0.9,0.5,0.3,2.1,3.0,8.8
Jon Sundvold,27,68,8,19.7,4.5,9.9,0.455,0.7,1.4,0.522,3.8,8.6,0.444,0.49,0.7,0.8,0.825,0.3,1.0,1.3,2.0,0.4,0.0,1.3,1.1,10.4
Pearl Washington,25,54,8,19.7,3.0,7.2,0.424,0.0,0.3,0.071,3.0,6.9,0.43700000000000006,0.425,1.5,1.9,0.7879999999999999,0.9,1.4,2.3,4.2,1.4,0.1,2.3,1.9,7.6
Clinton Wheeler,29,8,0,17.9,3.0,5.3,0.5710000000000001,0.0,0.0,,3.0,5.3,0.5710000000000001,0.5710000000000001,1.0,1.3,0.8,0.6,0.9,1.5,2.6,1.0,0.0,0.8,1.1,7.0
Anthony Taylor,23,21,7,17.5,2.9,7.2,0.397,0.0,0.1,0.0,2.9,7.1,0.40299999999999997,0.397,1.1,1.5,0.75,0.5,1.1,1.6,2.0,1.0,0.2,1.0,1.8,6.9
Scott Hastings,28,75,6,16.1,1.9,4.4,0.436,0.1,0.4,0.321,1.8,4.0,0.447,0.45,1.2,1.4,0.85,1.0,2.1,3.1,0.8,0.4,0.6,0.9,2.7,5.1
Kelvin Upshaw,26,9,0,16.0,2.9,7.0,0.413,0.1,0.6,0.2,2.8,6.4,0.431,0.42100000000000004,0.4,0.7,0.667,0.4,1.0,1.4,2.2,0.8,0.0,1.4,2.0,6.3
Todd Mitchell,22,22,0,14.5,1.9,4.0,0.466,0.0,0.0,,1.9,4.0,0.466,0.466,1.6,2.7,0.6,0.8,1.4,2.1,0.9,0.7,0.1,1.3,2.2,5.4
John Shasky,24,65,4,14.5,1.9,3.8,0.488,0.0,0.0,0.0,1.9,3.8,0.49200000000000005,0.488,1.8,2.6,0.6890000000000001,1.5,2.1,3.6,0.3,0.2,0.2,0.7,1.4,5.5
Craig Neal,24,32,0,10.7,1.1,2.8,0.386,0.3,0.8,0.32,0.8,2.0,0.413,0.43200000000000005,0.4,0.7,0.619,0.1,0.4,0.6,2.7,0.5,0.1,1.3,1.4,2.8
Dave Popson,24,7,0,5.4,0.7,2.1,0.33299999999999996,0.0,0.0,,0.7,2.1,0.33299999999999996,0.33299999999999996,0.1,0.3,0.5,1.0,0.6,1.6,0.3,0.0,0.1,0.6,1.1,1.6
