Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,18,MIN,Minnesota Timberwolves,Kevin Garnett,28,82,82,3121,7.9,15.7,0.5,0.1,0.3,0.24,7.8,15.4,0.51,5.1,6.3,0.81,2.8,9.9,12.8,5.4,1.4,1.3,2.6,2.4,21.0
2005,18,MIN,Minnesota Timberwolves,Wally Szczerbiak,27,81,37,2558,6.5,12.9,0.51,0.9,2.4,0.37,5.7,10.6,0.54,3.7,4.3,0.86,1.2,3.1,4.3,2.7,0.6,0.2,1.9,2.5,17.6
2005,18,MIN,Minnesota Timberwolves,Latrell Sprewell,34,80,79,2450,5.8,14.1,0.41,1.0,3.1,0.33,4.8,11.0,0.44,2.3,2.8,0.83,1.0,2.8,3.7,2.6,0.8,0.3,1.9,1.8,15.0
2005,18,MIN,Minnesota Timberwolves,Trenton Hassell,25,82,51,2068,3.9,8.3,0.47,0.0,0.2,0.09,3.9,8.1,0.48,1.6,2.0,0.79,1.4,2.4,3.8,2.2,0.5,0.5,1.1,3.5,9.4
2005,18,MIN,Minnesota Timberwolves,Troy Hudson,28,79,32,1729,5.5,13.8,0.4,1.9,5.4,0.34,3.7,8.5,0.44,1.5,1.9,0.78,0.4,1.8,2.2,5.9,0.6,0.1,2.4,2.5,14.4
2005,18,MIN,Minnesota Timberwolves,Sam Cassell,35,59,38,1522,7.5,16.2,0.46,0.6,2.4,0.26,6.9,13.8,0.5,3.2,3.7,0.86,0.6,3.1,3.7,7.1,0.9,0.3,2.6,3.8,18.9
2005,18,MIN,Minnesota Timberwolves,Eddie Griffin,22,70,0,1492,4.9,12.6,0.39,1.6,4.9,0.33,3.3,7.7,0.42,1.4,1.9,0.72,3.1,7.8,10.9,1.3,0.6,2.8,1.3,2.9,12.7
2005,18,MIN,Minnesota Timberwolves,Fred Hoiberg,32,76,0,1272,3.9,8.0,0.49,2.0,4.1,0.48,2.0,3.9,0.5,2.5,2.9,0.87,0.9,4.2,5.1,2.4,1.4,0.4,0.6,3.0,12.4
2005,18,MIN,Minnesota Timberwolves,Michael Olowokandi,29,62,34,1215,4.8,10.5,0.46,0.0,0.0,,4.8,10.5,0.46,1.4,2.0,0.67,3.1,6.5,9.6,0.9,0.4,1.7,2.0,5.7,10.9
2005,18,MIN,Minnesota Timberwolves,Anthony Carter,29,66,12,742,3.5,8.6,0.41,0.1,0.8,0.12,3.4,7.8,0.44,1.7,2.5,0.69,0.6,2.8,3.3,7.8,1.7,0.9,3.0,4.3,8.8
2005,18,MIN,Minnesota Timberwolves,Mark Madsen,29,41,14,601,2.0,4.0,0.52,0.0,0.0,,2.0,4.0,0.52,1.2,2.4,0.5,3.8,3.9,7.7,1.1,0.4,0.8,1.4,6.2,5.3
2005,18,MIN,Minnesota Timberwolves,John Thomas,29,44,8,521,2.9,5.9,0.49,0.0,0.0,,2.9,5.9,0.49,1.9,3.2,0.59,2.7,4.0,6.7,1.2,1.0,0.9,1.2,5.7,7.7
2005,18,MIN,Minnesota Timberwolves,Ervin Johnson,37,46,23,410,2.5,4.7,0.52,0.1,0.1,1.0,2.4,4.7,0.51,1.4,2.2,0.64,3.8,6.1,9.9,0.5,0.6,1.1,1.6,7.6,6.4
2005,18,MIN,Minnesota Timberwolves,Ndudi Ebi,20,2,0,54,7.3,14.0,0.52,0.0,0.7,0.0,7.3,13.3,0.55,3.3,6.0,0.56,4.0,6.7,10.7,0.7,0.7,0.7,2.0,4.7,18.0
