Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,24.0,MIL,NBA,SG,79.0,1528.0,12.8,0.489,0.019,0.378,6.3,13.6,10.1,18.3,3.1,1.7,23.0,19.1,,-0.9,2.8,2.0,0.062,,-1.5,2.2,0.8,1.1
1984,25.0,MIL,NBA,SG,81.0,1730.0,14.5,0.547,0.017,0.379,7.0,11.4,9.3,20.7,2.5,1.7,20.3,18.9,,0.9,2.9,3.8,0.106,,-0.1,2.0,1.9,1.7
1985,26.0,MIL,NBA,SF,80.0,2876.0,17.6,0.577,0.022,0.45,5.8,10.7,8.3,25.8,2.2,1.2,18.2,19.2,,5.2,4.4,9.6,0.16,,2.6,1.6,4.2,4.5
1986,27.0,MIL,NBA,SF,80.0,2704.0,18.6,0.564,0.052,0.465,5.3,11.1,8.2,30.4,2.9,1.5,19.1,18.6,,5.1,4.7,9.8,0.174,,3.3,2.4,5.7,5.3
1987,28.0,MIL,NBA,SF,61.0,2057.0,16.7,0.556,0.089,0.532,5.2,10.8,8.0,29.3,2.6,1.4,19.7,18.8,,2.6,2.9,5.5,0.129,,1.9,1.6,3.5,2.9
1988,29.0,MIL,NBA,SG,75.0,2484.0,17.0,0.572,0.056,0.509,5.9,11.1,8.5,29.6,2.2,0.8,18.7,17.9,,4.3,2.7,7.1,0.136,,1.8,1.3,3.0,3.2
1989,30.0,MIL,NBA,SG,67.0,2170.0,15.0,0.539,0.085,0.372,3.8,10.2,7.0,28.1,2.7,1.3,19.6,17.9,,2.1,2.7,4.8,0.105,,0.6,1.5,2.2,2.3
1990,31.0,MIL,NBA,SG,57.0,1400.0,15.9,0.533,0.085,0.375,4.8,9.4,7.0,25.6,2.5,1.0,15.6,20.9,,1.6,1.4,3.0,0.102,,0.5,0.8,1.3,1.2
1991,32.0,SAS,NBA,SG,70.0,1683.0,11.4,0.545,0.134,0.312,3.5,7.9,5.8,21.8,1.8,1.1,21.2,15.2,,1.0,2.2,3.2,0.09,,-1.2,1.1,-0.1,0.8
1992,33.0,SAS,NBA,SG,56.0,759.0,8.0,0.422,0.13,0.255,3.2,10.4,6.8,24.2,1.9,1.5,26.3,13.5,,-0.7,1.0,0.3,0.019,,-3.7,1.5,-2.2,0.0
1993,34.0,GSW,NBA,SG,18.0,268.0,8.4,0.507,0.061,0.409,3.3,9.6,6.5,14.6,2.0,1.2,22.8,15.4,,-0.1,0.2,0.1,0.018,,-3.6,0.7,-2.9,-0.1
