SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1984,25,POR,34,Kenny Carr,PF,6-7,220,1955-08-15,US,6,NC State
1984,25,POR,42,Wayne Cooper,C,6-10,220,1956-11-16,US,5,New Orleans
1984,25,POR,22,Clyde Drexler,SG,6-7,210,1962-06-22,US,R,Houston
1984,25,POR,5,Eddie Jordan,PG,6-1,170,1955-01-29,US,6,Rutgers University
1984,25,POR,3,Jeff Lamp,SF,6-6,195,1959-03-09,US,2,Virginia
1984,25,POR,12,Fat Lever,PG,6-3,170,1960-08-18,US,1,Arizona State
1984,25,POR,33,Calvin Natt,SF,6-6,220,1957-01-08,US,4,Louisiana-Monroe
1984,25,POR,24,Audie Norris,C,6-9,230,1960-12-18,US,1,Jackson State University
1984,25,POR,4,Jim Paxson,SG,6-6,200,1957-07-09,US,4,Dayton
1984,25,POR,54,Tom Piotrowski,C,7-1,240,1960-10-17,US,R,La Salle
1984,25,POR,43,Mychal Thompson,C,6-10,226,1955-01-30,BS,4,Minnesota
1984,25,POR,14,Darnell Valentine,PG,6-1,183,1959-02-03,US,2,Kansas
1984,25,POR,31,Pete Verhoeven,PF,6-9,215,1959-02-15,US,2,Fresno State
