SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1984,26,KCK,10.0,Don Buse,PG,6-4,190,1950-08-10,US,11,University of Evansville
1984,26,KCK,22.0,Larry Drew,PG,6-1,170,1958-04-02,US,3,Missouri
1984,26,KCK,8.0,Eddie Johnson,SF,6-7,215,1959-05-01,US,2,Illinois
1984,26,KCK,33.0,Steve Johnson,C,6-10,235,1957-11-03,US,2,Oregon State
1984,26,KCK,25.0,Billy Knight,SF,6-6,195,1952-06-09,US,9,Pitt
1984,26,KCK,30.0,Kevin Loder,SF,6-6,205,1959-03-15,US,2,"Kentucky State University, Alabama State University"
1984,26,KCK,50.0,Joe Meriweather,C,6-10,215,1953-10-26,US,8,Southern Illinois
1984,26,KCK,40.0,Larry Micheaux,PF,6-9,220,1960-03-24,US,R,Houston
1984,26,KCK,20.0,Ed Nealy,PF,6-7,238,1960-02-19,US,1,Kansas State
1984,26,KCK,,Mark Olberding,PF,6-8,225,1956-04-21,US,8,Minnesota
1984,26,KCK,35.0,Dave Robisch,C,6-10,235,1949-12-22,US,12,Kansas
1984,26,KCK,2.0,Dane Suttle,SG,6-3,190,1961-08-09,US,R,Pepperdine
1984,26,KCK,24.0,Reggie Theus,PG,6-7,190,1957-10-13,US,5,UNLV
1984,26,KCK,41.0,LaSalle Thompson,C,6-10,245,1961-06-23,US,1,Texas
1984,26,KCK,42.0,Mike Woodson,SG,6-5,195,1958-03-24,US,3,Indiana
