NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2,James Bailey,PF,6-9,220,1957-05-21,US,4,Rutgers University
3,Craig Ehlo,SG,6-6,180,1961-08-11,US,R,Washington State
1,Phil Ford,PG,6-2,175,1956-02-09,US,5,UNC
44,Elvin Hayes,PF,6-9,235,1945-11-17,US,15,Houston
27,Caldwell Jones,C,6-11,217,1950-08-04,US,10,Albany State University
11,Major Jones,PF,6-9,225,1953-07-09,US,4,Albany State University
30,Allen Leavell,PG,6-1,170,1957-05-27,US,4,Oklahoma City University
32,Lewis Lloyd,SG,6-6,205,1959-02-22,US,2,Drake University
22,Rodney McCray,SF,6-7,220,1961-08-29,US,R,Louisville
33,Robert Reid,SF,6-8,205,1955-08-30,US,5,St. Mary's University
50,Ralph Sampson,C,7-4,228,1960-07-07,US,R,Virginia
20,Terry Teagle,SG,6-5,195,1960-04-10,US,1,Baylor
42,Wally Walker,SF,6-7,190,1954-07-18,US,7,Virginia
