Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,11,1329,HOU,Houston Rockets,22.0,NBA,SF,12.0,374.0,13.5,0.55,0.3,0.27,4.8,13.4,9.5,15.7,2.5,2.6,19.9,17.2,0.1,0.6,0.7,0.09,-0.1,2.7,2.5,0.4
1994,11,1329,HOU,Houston Rockets,23.0,NBA,SF,23.0,778.0,16.7,0.54,0.39,0.23,6.4,13.5,10.2,16.7,2.4,1.8,9.8,16.5,1.5,1.0,2.5,0.15,2.4,2.7,5.0,1.4
1995,11,1329,HOU,Houston Rockets,24.0,NBA,PF,22.0,841.0,16.2,0.59,0.53,0.37,5.7,15.7,10.8,13.2,2.0,2.4,9.3,14.8,1.6,0.9,2.5,0.14,2.6,2.1,4.6,1.4
1996,11,1329,HOU,Houston Rockets,25.0,NBA,SF,8.0,308.0,15.2,0.52,0.58,0.25,5.5,16.5,10.8,12.4,3.5,3.5,12.9,17.2,0.1,0.4,0.5,0.08,1.5,2.9,4.4,0.5
1997,14,1329,LAL,Los Angeles Lakers,26.0,NBA,SF,9.0,279.0,11.6,0.65,0.74,0.47,5.4,15.8,10.6,7.7,2.0,2.1,19.3,9.8,0.3,0.3,0.7,0.12,0.9,2.0,2.8,0.3
1998,14,1329,LAL,Los Angeles Lakers,27.0,NBA,PF,13.0,422.0,16.1,0.64,0.24,0.59,9.6,14.6,12.0,14.6,1.8,2.5,17.0,11.6,1.0,0.1,1.2,0.13,2.0,1.7,3.7,0.6
1999,14,1329,LAL,Los Angeles Lakers,28.0,NBA,PF,8.0,177.0,12.7,0.62,0.46,0.54,6.1,17.9,11.6,9.3,1.8,2.7,17.9,10.1,0.3,0.1,0.4,0.12,-0.5,1.5,1.0,0.1
2001,14,1329,LAL,Los Angeles Lakers,30.0,NBA,PF,16.0,382.0,13.0,0.49,0.54,0.25,8.8,14.7,11.8,11.5,3.0,3.0,15.7,13.3,0.3,0.9,1.2,0.15,1.0,2.8,3.7,0.6
2002,14,1329,LAL,Los Angeles Lakers,31.0,NBA,PF,19.0,703.0,14.7,0.58,0.46,0.28,5.9,17.8,12.1,13.3,2.5,1.6,16.4,11.8,1.1,1.1,2.2,0.15,1.8,3.1,4.8,1.2
2003,14,1329,LAL,Los Angeles Lakers,32.0,NBA,PF,12.0,373.0,8.6,0.34,0.4,0.1,6.7,18.2,12.2,14.4,2.1,2.3,14.8,13.7,-0.4,0.4,0.0,0.0,-2.6,0.7,-1.8,0.0
2004,27,1329,SAS,San Antonio Spurs,33.0,NBA,PF,10.0,211.0,17.3,0.62,0.51,0.33,13.6,22.5,17.8,7.1,2.1,0.8,16.9,13.2,0.6,0.3,0.9,0.2,1.4,2.9,4.2,0.3
2005,27,1329,SAS,San Antonio Spurs,34.0,NBA,PF,23.0,618.0,17.9,0.59,0.52,0.25,9.1,14.9,12.0,12.7,1.9,2.3,9.9,15.2,1.6,1.0,2.6,0.2,4.2,3.4,7.6,1.5
2006,27,1329,SAS,San Antonio Spurs,35.0,NBA,PF,13.0,224.0,12.5,0.57,0.46,0.7,11.6,15.6,13.7,7.3,1.2,3.0,17.1,12.7,0.3,0.2,0.5,0.1,-0.1,1.6,1.6,0.2
2007,27,1329,SAS,San Antonio Spurs,36.0,NBA,PF,18.0,361.0,14.2,0.57,0.62,0.28,5.4,17.3,11.4,12.1,1.6,5.0,17.2,10.7,0.5,0.6,1.1,0.14,1.1,4.9,6.0,0.7
2008,27,1329,SAS,San Antonio Spurs,37.0,NBA,PF,15.0,154.0,4.4,0.3,0.61,0.17,8.3,15.7,12.0,7.6,1.7,2.4,4.9,12.6,-0.2,0.3,0.1,0.02,-5.9,2.8,-3.1,0.0
