Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,20.0,DET,NBA,PG,72,72,2433,8.6,20.2,0.424,0.3,1.1,0.288,8.2,19.1,0.432,5.7,8.1,0.704,1.1,2.9,4.0,10.7,2.8,0.3,5.7,4.8,23.2,,98,107
1983,21.0,DET,NBA,PG,81,81,3093,10.6,22.5,0.472,0.5,1.8,0.288,10.1,20.7,0.488,5.4,7.6,0.71,1.5,3.3,4.8,9.3,2.9,0.4,4.8,4.7,27.2,,105,105
1984,22.0,DET,NBA,PG,82,82,3007,10.3,22.3,0.462,0.3,1.0,0.338,9.9,21.3,0.468,6.0,8.1,0.733,1.6,3.4,5.0,14.1,3.1,0.5,4.7,5.0,26.9,,111,107
1985,23.0,DET,NBA,PG,81,81,3089,9.6,20.9,0.458,0.4,1.7,0.257,9.1,19.2,0.476,5.9,7.3,0.809,1.7,3.7,5.3,16.6,2.8,0.4,4.5,4.3,25.5,,115,107
1986,24.0,DET,NBA,PG,77,77,2790,10.1,20.6,0.488,0.4,1.4,0.31,9.6,19.2,0.501,6.0,7.6,0.79,1.4,3.2,4.6,13.7,2.8,0.3,4.8,4.0,26.6,,113,108
1987,25.0,DET,NBA,PG,81,81,3013,9.9,21.3,0.463,0.3,1.5,0.194,9.6,19.8,0.484,6.3,8.2,0.768,1.3,3.7,5.0,12.8,2.4,0.3,5.4,4.0,26.3,,107,107
1988,26.0,DET,NBA,PG,81,81,2927,10.4,22.4,0.463,0.5,1.6,0.309,9.9,20.7,0.475,5.1,6.6,0.774,1.1,3.6,4.6,11.3,2.4,0.3,4.6,3.6,26.3,,108,106
1989,27.0,DET,NBA,PG,80,76,2924,9.8,21.1,0.464,0.6,2.1,0.273,9.2,19.0,0.485,4.9,6.0,0.818,0.8,3.9,4.7,11.4,2.3,0.3,5.1,3.6,25.1,,106,105
1990,28.0,DET,NBA,PG,81,81,2993,9.8,22.5,0.438,0.7,2.3,0.309,9.1,20.2,0.453,5.0,6.4,0.775,1.3,4.0,5.2,13.0,2.4,0.3,5.5,3.5,25.4,,104,104
1991,29.0,DET,NBA,PG,48,46,1657,9.1,21.0,0.435,0.6,2.0,0.292,8.5,18.9,0.45,5.6,7.2,0.782,1.1,3.9,5.0,14.1,2.4,0.3,5.8,3.7,24.5,,103,105
1992,30.0,DET,NBA,PG,78,78,2918,10.1,22.7,0.446,0.4,1.5,0.291,9.7,21.2,0.458,5.2,6.8,0.772,1.2,3.2,4.4,10.1,2.1,0.3,4.5,3.5,26.0,,105,107
1993,31.0,DET,NBA,PG,79,79,2922,9.3,22.2,0.418,1.1,3.5,0.308,8.2,18.7,0.439,4.9,6.6,0.737,1.3,2.8,4.1,11.8,2.2,0.3,5.0,3.9,24.5,,102,110
1994,32.0,DET,NBA,PG,58,56,1750,9.3,22.2,0.417,1.1,3.7,0.31,8.1,18.6,0.438,5.3,7.5,0.702,1.3,3.3,4.6,11.6,2.0,0.2,5.9,3.7,24.9,,97,113
