Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,14,LAL,Los Angeles Lakers,Magic Johnson,25,19,687,22.3,0.6,0.03,0.52,3.3,16.8,10.7,48.0,2.1,0.3,21.5,20.0,2.0,1.0,3.0,0.21,5.5,1.1,6.6,1.5
1985,14,LAL,Los Angeles Lakers,James Worthy,23,19,626,19.7,0.65,0.01,0.42,6.7,9.8,8.4,8.4,1.2,1.1,7.6,21.2,2.0,0.6,2.6,0.2,3.7,-0.2,3.5,0.9
1985,14,LAL,Los Angeles Lakers,Kareem Abdul-Jabbar,37,19,610,22.1,0.6,0.0,0.34,9.8,17.1,13.8,16.2,1.7,3.1,13.1,25.2,1.5,1.0,2.5,0.19,3.8,1.6,5.4,1.2
1985,14,LAL,Los Angeles Lakers,Byron Scott,23,19,585,15.9,0.56,0.08,0.16,3.3,6.2,4.9,10.5,3.1,0.4,7.7,20.6,0.9,0.8,1.7,0.14,0.8,0.6,1.4,0.5
1985,14,LAL,Los Angeles Lakers,Michael Cooper,28,19,501,15.5,0.66,0.21,0.41,2.9,12.8,8.3,20.5,1.9,0.9,19.5,14.3,1.0,0.6,1.7,0.16,1.8,1.7,3.4,0.7
1985,14,LAL,Los Angeles Lakers,Bob McAdoo,33,19,398,12.2,0.51,0.0,0.24,7.5,15.4,11.8,4.6,1.0,3.4,13.0,23.9,-0.1,0.6,0.5,0.06,-3.4,-1.1,-4.5,-0.3
1985,14,LAL,Los Angeles Lakers,Kurt Rambis,26,19,375,13.6,0.62,0.0,0.35,13.4,23.3,18.8,4.9,2.1,1.3,16.9,11.6,0.5,0.7,1.2,0.15,0.3,0.9,1.2,0.3
1985,14,LAL,Los Angeles Lakers,Mike McGee,25,17,260,18.2,0.59,0.13,0.3,9.2,6.2,7.6,6.1,1.2,0.2,8.0,26.0,0.6,0.2,0.8,0.15,2.3,-2.5,-0.2,0.1
1985,14,LAL,Los Angeles Lakers,Larry Spriggs,25,16,230,11.0,0.55,0.03,0.38,8.3,15.3,12.1,16.5,0.8,1.1,22.5,19.5,0.0,0.3,0.3,0.05,-1.9,-0.9,-2.8,0.0
1985,14,LAL,Los Angeles Lakers,Mitch Kupchak,30,16,197,9.9,0.6,0.02,0.42,6.7,18.8,13.3,2.9,0.5,1.9,13.8,14.3,0.2,0.3,0.4,0.1,-3.3,-0.1,-3.4,-0.1
1985,14,LAL,Los Angeles Lakers,Ronnie Lester,26,9,54,8.6,0.5,0.0,0.6,4.4,11.1,8.1,17.8,0.0,0.0,17.4,16.5,0.0,0.0,0.1,0.06,-3.5,-2.8,-6.3,-0.1
1985,14,LAL,Los Angeles Lakers,Chuck Nevitt,25,7,37,9.7,0.4,0.0,0.89,9.7,8.1,8.9,2.8,4.8,8.6,13.8,15.2,0.0,0.1,0.1,0.07,-7.1,4.2,-2.9,0.0
