Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1992,30,2783,WSB,Washington Bullets,Derek Strong,1968-02-09,23.0,NBA,PF,1.0,0.0,12.0,0.0,16.4,0.0,0.0,0.0,,0.0,16.4,0.0,12.3,16.4,0.75,4.1,16.4,20.5,4.1,0.0,0.0,4.1,4.1,12.3,66.0,105.0
1993,17,2783,MIL,Milwaukee Bucks,Derek Strong,1968-02-09,24.0,NBA,PF,23.0,0.0,339.0,6.2,13.6,0.46,0.6,1.2,0.5,5.6,12.4,0.45,10.0,12.5,0.8,5.9,11.1,16.9,2.1,1.6,0.1,1.9,2.9,23.0,129.0,108.0
1994,17,2783,MIL,Milwaukee Bucks,Derek Strong,1968-02-09,25.0,NBA,PF,67.0,11.0,1131.0,6.3,15.3,0.41,0.1,0.6,0.23,6.2,14.7,0.42,7.1,9.3,0.77,4.9,7.7,12.6,2.2,1.7,0.6,2.7,3.1,19.9,108.0,109.0
1995,2,2783,BOS,Boston Celtics,Derek Strong,1968-02-09,26.0,NBA,PF,70.0,24.0,1344.0,5.7,12.5,0.45,0.1,0.3,0.29,5.6,12.2,0.46,5.4,6.5,0.82,5.2,9.1,14.2,1.7,0.9,0.5,3.0,5.4,16.8,110.0,110.0
1996,14,2783,LAL,Los Angeles Lakers,Derek Strong,1968-02-09,27.0,NBA,PF,63.0,0.0,746.0,5.0,11.8,0.43,0.1,0.6,0.11,4.9,11.1,0.44,4.8,5.9,0.81,4.2,8.2,12.4,2.2,1.3,0.8,1.4,5.6,14.9,117.0,107.0
1997,22,2783,ORL,Orlando Magic,Derek Strong,1968-02-09,28.0,NBA,PF,82.0,21.0,2004.0,7.1,15.9,0.45,0.0,0.4,0.0,7.1,15.5,0.46,4.7,5.9,0.8,4.7,9.4,14.1,2.0,1.3,0.5,2.8,5.3,19.0,106.0,105.0
1998,22,2783,ORL,Orlando Magic,Derek Strong,1968-02-09,29.0,NBA,PF,58.0,8.0,1638.0,8.7,20.8,0.42,0.0,0.1,0.0,8.7,20.6,0.42,7.3,9.4,0.78,5.1,9.2,14.4,1.7,1.0,0.8,2.5,4.1,24.8,108.0,104.0
1999,22,2783,ORL,Orlando Magic,Derek Strong,1968-02-09,30.0,NBA,PF,44.0,0.0,695.0,5.9,14.0,0.42,0.0,0.2,0.0,5.9,13.8,0.43,5.5,7.7,0.72,5.1,7.4,12.5,1.3,1.2,0.5,2.9,5.0,17.3,102.0,99.0
2000,22,2783,ORL,Orlando Magic,Derek Strong,1968-02-09,31.0,NBA,PF,20.0,0.0,148.0,7.0,16.0,0.44,0.3,1.3,0.25,6.7,14.7,0.46,3.7,4.7,0.79,3.7,11.0,14.7,1.3,1.7,0.7,4.0,5.0,18.0,94.0,99.0
2001,13,2783,LAC,Los Angeles Clippers,Derek Strong,1968-02-09,32.0,NBA,PF,28.0,8.0,491.0,4.9,12.8,0.38,0.0,0.1,0.0,4.9,12.6,0.39,3.1,4.0,0.76,3.7,8.1,11.8,0.8,1.5,0.1,2.4,3.3,12.9,92.0,105.0
