Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,31,2884,TOT,Total After Trade,22.0,NBA,C,52.0,4.0,526.0,5.2,12.4,0.42,0.0,0.1,0.0,5.2,12.3,0.42,1.1,1.9,0.57,2.8,6.1,8.9,1.2,0.5,2.1,1.5,5.2,11.5
1983,2,2884,BOS,Boston Celtics,22.0,NBA,C,15.0,0.0,44.0,5.7,18.8,0.3,0.0,0.8,0.0,5.7,18.0,0.32,1.6,4.9,0.33,3.3,4.1,7.4,1.6,0.0,1.6,3.3,6.5,13.1
1983,6,2884,CLE,Cleveland Cavaliers,22.0,NBA,C,37.0,4.0,482.0,5.2,11.8,0.44,0.0,0.0,,5.2,11.8,0.44,1.0,1.6,0.64,2.8,6.3,9.0,1.2,0.6,2.1,1.3,5.1,11.4
1984,10,2884,GSW,Golden State Warriors,23.0,NBA,C,72.0,1.0,730.0,5.3,12.5,0.42,0.0,0.1,0.0,5.3,12.4,0.43,2.0,3.1,0.65,3.7,5.4,9.1,1.2,0.6,3.0,2.5,8.7,12.7
