Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,6,1428,CLE,Cleveland Cavaliers,19.0,NBA,SG,79.0,79.0,3122.0,10.5,25.3,0.42,1.1,3.7,0.29,9.5,21.6,0.44,5.9,7.8,0.75,1.7,5.6,7.3,7.9,2.2,1.0,4.6,2.5,28.0,,99.0,104.0
2005,6,1428,CLE,Cleveland Cavaliers,20.0,NBA,SF,80.0,80.0,3388.0,12.6,26.6,0.47,1.7,4.9,0.35,10.8,21.7,0.5,7.5,10.0,0.75,1.8,7.5,9.3,9.1,2.8,0.8,4.1,2.3,34.3,,114.0,103.0
2006,6,1428,CLE,Cleveland Cavaliers,21.0,NBA,SF,79.0,79.0,3361.0,13.9,29.0,0.48,2.0,6.0,0.34,11.9,23.0,0.52,9.6,12.9,0.74,1.2,7.6,8.8,8.3,2.0,1.0,4.1,2.9,39.4,,115.0,104.0
2007,6,1428,CLE,Cleveland Cavaliers,22.0,NBA,SF,78.0,78.0,3190.0,12.8,26.9,0.48,1.6,5.1,0.32,11.2,21.7,0.51,8.1,11.6,0.7,1.4,7.3,8.7,7.8,2.1,0.9,4.1,2.8,35.3,,112.0,100.0
2008,6,1428,CLE,Cleveland Cavaliers,23.0,NBA,SF,75.0,74.0,3027.0,14.0,28.9,0.48,2.0,6.3,0.32,12.0,22.6,0.53,9.7,13.6,0.71,2.3,8.1,10.4,9.5,2.4,1.4,4.5,2.9,39.6,,116.0,104.0
2009,6,1428,CLE,Cleveland Cavaliers,24.0,NBA,SF,81.0,81.0,3054.0,14.0,28.6,0.49,2.3,6.8,0.34,11.6,21.8,0.54,10.5,13.5,0.78,1.9,9.0,10.9,10.4,2.4,1.6,4.3,2.5,40.8,,122.0,99.0
2010,6,1428,CLE,Cleveland Cavaliers,25.0,NBA,SF,76.0,76.0,2966.0,13.6,27.1,0.5,2.3,6.9,0.33,11.3,20.2,0.56,10.5,13.7,0.77,1.3,8.6,9.8,11.5,2.2,1.4,4.6,2.1,40.0,,121.0,102.0
2011,16,1428,MIA,Miami Heat,26.0,NBA,SF,79.0,79.0,3063.0,13.1,25.6,0.51,1.6,4.8,0.33,11.5,20.8,0.55,8.7,11.4,0.76,1.4,8.8,10.2,9.6,2.1,0.9,4.9,2.8,36.4,,116.0,102.0
2012,16,1428,MIA,Miami Heat,27.0,NBA,SF,62.0,62.0,2326.0,14.1,26.4,0.53,1.2,3.4,0.36,12.8,23.1,0.56,8.8,11.4,0.77,2.1,9.0,11.1,8.8,2.6,1.1,4.8,2.2,38.1,,118.0,97.0
2013,16,1428,MIA,Miami Heat,28.0,NBA,PF,76.0,76.0,2877.0,14.1,24.9,0.56,1.9,4.7,0.41,12.2,20.2,0.6,7.4,9.8,0.75,1.8,9.4,11.2,10.1,2.4,1.2,4.2,2.0,37.5,,125.0,101.0
2014,16,1428,MIA,Miami Heat,29.0,NBA,PF,77.0,77.0,2902.0,13.9,24.5,0.57,2.1,5.5,0.38,11.8,19.0,0.62,8.0,10.6,0.75,1.5,8.2,9.7,8.8,2.2,0.5,4.9,2.3,37.9,,121.0,105.0
2015,6,1428,CLE,Cleveland Cavaliers,30.0,NBA,SF,69.0,69.0,2493.0,13.0,26.7,0.49,2.5,7.1,0.35,10.5,19.6,0.54,7.8,11.0,0.71,1.1,7.6,8.7,10.7,2.3,1.0,5.7,2.8,36.3,,112.0,105.0
2016,6,1428,CLE,Cleveland Cavaliers,31.0,NBA,SF,76.0,76.0,2709.0,14.0,26.9,0.52,1.7,5.4,0.31,12.3,21.5,0.57,6.8,9.3,0.73,2.1,8.6,10.7,9.8,2.0,0.9,4.7,2.7,36.5,,116.0,103.0
2017,6,1428,CLE,Cleveland Cavaliers,32.0,NBA,SF,74.0,74.0,2794.0,13.1,24.0,0.55,2.2,6.1,0.36,10.9,17.9,0.61,6.4,9.5,0.67,1.7,9.7,11.4,11.5,1.6,0.8,5.4,2.4,34.9,,119.0,108.0
2018,6,1428,CLE,Cleveland Cavaliers,33.0,NBA,PF,82.0,82.0,3026.0,13.9,25.6,0.54,2.4,6.6,0.37,11.5,19.0,0.6,6.3,8.6,0.73,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,,118.0,109.0
2019,14,1428,LAL,Los Angeles Lakers,34.0,NBA,SF,55.0,55.0,1937.0,13.4,26.3,0.51,2.7,7.9,0.34,10.7,18.4,0.58,6.7,10.0,0.66,1.4,9.8,11.2,10.9,1.7,0.8,4.7,2.3,36.2,,114.0,108.0
2020,14,1428,LAL,Los Angeles Lakers,35.0,NBA,PG,67.0,67.0,2316.0,13.2,26.8,0.49,3.0,8.7,0.35,10.2,18.0,0.56,5.4,7.8,0.69,1.4,9.4,10.8,14.0,1.6,0.7,5.4,2.4,34.9,,116.0,106.0
2021,14,1428,LAL,Los Angeles Lakers,36.0,NBA,PG,17.0,17.0,550.0,12.8,26.7,0.48,3.6,9.4,0.39,9.1,17.3,0.52,6.2,8.6,0.72,1.0,10.7,11.7,11.0,1.3,0.5,5.5,2.0,35.3,,112.0,104.0
