PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Charles Barkley,25,3,3,45.0,9.7,15.0,0.644,0.3,1.7,0.2,9.3,13.3,0.7,0.6559999999999999,7.3,10.3,0.71,2.7,9.0,11.7,5.3,1.7,0.7,3.7,3.0,27.0
Maurice Cheeks,32,3,3,42.7,7.0,13.7,0.512,0.0,0.3,0.0,7.0,13.3,0.525,0.512,3.7,4.3,0.846,1.0,2.7,3.7,13.0,2.3,0.3,1.0,1.3,17.7
Mike Gminski,29,3,3,39.3,6.3,16.0,0.396,0.0,0.0,,6.3,16.0,0.396,0.396,3.7,5.3,0.688,2.0,5.7,7.7,0.7,0.0,2.7,0.7,2.7,16.3
Ron Anderson,30,3,0,36.3,9.7,17.0,0.569,0.0,0.3,0.0,9.7,16.7,0.58,0.569,1.3,1.7,0.8,2.3,3.0,5.3,4.3,0.3,0.7,0.7,3.3,20.7
Hersey Hawkins,22,3,3,24.0,1.0,8.0,0.125,0.0,1.7,0.0,1.0,6.3,0.158,0.125,0.7,0.7,1.0,0.3,1.3,1.7,1.3,1.0,0.3,1.0,2.0,2.7
Gerald Henderson,33,3,0,23.0,3.3,8.3,0.4,0.7,2.3,0.28600000000000003,2.7,6.0,0.444,0.44,0.7,2.0,0.33299999999999996,1.0,1.3,2.3,1.7,0.7,0.0,1.7,3.3,8.0
Derek Smith,27,3,3,16.0,3.0,4.7,0.643,0.0,0.0,,3.0,4.7,0.643,0.643,0.3,0.7,0.5,0.7,1.7,2.3,1.0,0.3,0.0,2.0,3.0,6.3
Ben Coleman,27,3,0,7.7,2.0,2.7,0.75,0.0,0.0,,2.0,2.7,0.75,0.75,0.7,0.7,1.0,0.7,1.0,1.7,0.0,0.3,0.0,0.3,2.7,4.7
Chris Welp,25,3,0,7.3,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,1.0,0.33299999999999996,0.33299999999999996,0.0,0.7,0.0,0.0,2.3,2.3,0.0,0.0,0.0,0.3,2.3,0.7
Scott Brooks,23,3,0,7.0,0.3,2.0,0.16699999999999998,0.3,0.7,0.5,0.0,1.3,0.0,0.25,0.7,0.7,1.0,0.0,1.3,1.3,1.7,0.0,0.0,0.3,1.3,1.7
