PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
James Worthy,27,15,15,40.0,10.2,18.0,0.5670000000000001,0.2,0.5,0.375,10.0,17.5,0.573,0.5720000000000001,4.2,5.3,0.7879999999999999,2.5,4.3,6.7,2.8,1.2,1.1,2.2,2.4,24.8
Magic Johnson,29,14,14,37.0,6.1,12.4,0.489,0.7,2.5,0.28600000000000003,5.4,9.9,0.54,0.517,5.6,6.1,0.907,1.1,4.9,5.9,11.8,1.9,0.2,3.8,2.1,18.4
Byron Scott,27,11,11,36.5,7.2,14.5,0.494,1.4,3.5,0.385,5.8,11.0,0.529,0.541,4.2,5.0,0.836,0.9,3.2,4.1,2.3,1.6,0.2,1.8,2.8,19.9
A.C. Green,25,15,15,33.5,3.1,7.6,0.41200000000000003,0.0,0.2,0.0,3.1,7.4,0.423,0.41200000000000003,3.9,5.1,0.763,2.5,6.6,9.1,1.2,1.1,0.4,1.5,2.5,10.1
Michael Cooper,32,15,4,27.6,2.5,5.9,0.41600000000000004,1.4,3.7,0.382,1.1,2.3,0.47100000000000003,0.534,1.3,1.6,0.833,0.6,2.1,2.7,4.7,0.6,0.5,1.1,2.5,7.7
Mychal Thompson,34,15,0,25.1,4.3,8.5,0.508,0.0,0.0,,4.3,8.5,0.508,0.508,2.7,4.0,0.6829999999999999,2.6,2.5,5.1,0.7,0.4,0.8,0.9,3.5,11.4
Kareem Abdul-Jabbar,41,15,15,23.4,4.5,9.8,0.46299999999999997,0.0,0.0,,4.5,9.8,0.46299999999999997,0.46299999999999997,2.1,2.9,0.721,0.9,3.1,3.9,1.3,0.3,0.7,1.5,2.9,11.1
Orlando Woolridge,29,15,0,18.4,2.6,5.0,0.52,0.0,0.0,,2.6,5.0,0.52,0.52,2.9,4.1,0.71,1.3,3.3,4.7,1.1,0.1,1.0,1.5,2.3,8.1
Tony Campbell,26,9,1,11.8,2.1,3.4,0.613,0.2,0.4,0.5,1.9,3.0,0.63,0.645,1.8,2.4,0.727,0.4,0.9,1.3,0.7,0.3,0.0,1.0,2.9,6.2
David Rivers,24,6,0,5.5,0.7,2.0,0.33299999999999996,0.0,0.3,0.0,0.7,1.7,0.4,0.33299999999999996,1.2,1.3,0.875,0.2,0.5,0.7,1.0,0.0,0.0,0.7,1.0,2.5
Jeff Lamp,29,5,0,2.8,0.6,1.2,0.5,0.0,0.0,,0.6,1.2,0.5,0.5,0.2,0.4,0.5,0.4,0.2,0.6,0.2,0.0,0.0,0.2,0.6,1.4
Mark McNamara,29,3,0,2.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0
