PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Michael Jordan,25,17,17,42.2,11.7,22.9,0.51,0.6,2.1,0.28600000000000003,11.1,20.9,0.532,0.523,10.8,13.5,0.799,1.5,5.5,7.0,7.6,2.5,0.8,4.0,3.8,34.8
Horace Grant,23,17,17,36.8,4.2,8.2,0.518,0.0,0.0,,4.2,8.2,0.518,0.518,2.4,2.9,0.8,3.1,6.7,9.8,2.1,0.6,0.9,1.8,4.0,10.8
Scottie Pippen,23,17,17,36.4,4.9,10.7,0.462,1.3,3.3,0.39299999999999996,3.6,7.4,0.49200000000000005,0.522,1.9,2.9,0.64,2.0,5.6,7.6,3.9,1.4,0.9,2.4,3.7,13.1
Bill Cartwright,31,17,17,34.3,4.2,8.7,0.486,0.0,0.0,,4.2,8.7,0.486,0.486,3.3,4.7,0.7,1.9,5.2,7.1,1.2,0.5,0.7,2.4,4.1,11.8
Craig Hodges,28,17,17,32.6,4.3,10.4,0.41200000000000003,2.1,5.2,0.39799999999999996,2.2,5.2,0.42700000000000005,0.511,0.6,0.8,0.7140000000000001,0.5,1.0,1.5,3.6,1.3,0.2,1.4,3.2,11.2
John Paxson,28,16,0,18.9,2.3,4.9,0.474,0.3,1.2,0.263,2.0,3.7,0.542,0.506,0.9,1.0,0.875,0.1,0.5,0.6,2.1,0.8,0.0,0.9,2.2,5.8
Dave Corzine,32,16,0,13.7,1.7,4.0,0.42200000000000004,0.0,0.0,,1.7,4.0,0.42200000000000004,0.42200000000000004,0.7,1.1,0.647,0.9,1.7,2.6,0.6,0.3,0.4,0.7,1.7,4.1
Brad Sellers,26,13,0,13.6,1.7,4.5,0.379,0.0,0.0,,1.7,4.5,0.379,0.379,0.8,0.9,0.833,1.2,1.2,2.4,1.2,0.2,0.3,0.5,1.6,4.2
Charles Davis,30,17,0,11.2,1.1,2.8,0.40399999999999997,0.1,0.4,0.16699999999999998,1.1,2.4,0.439,0.415,0.4,0.5,0.778,0.9,1.6,2.5,0.3,0.2,0.1,0.8,1.7,2.7
Will Perdue,23,3,0,7.3,2.0,3.0,0.667,0.0,0.3,0.0,2.0,2.7,0.75,0.667,0.7,1.0,0.667,1.0,1.0,2.0,0.7,0.0,0.0,0.0,1.3,4.7
Sam Vincent,25,16,0,7.1,0.6,2.1,0.303,0.0,0.1,0.0,0.6,1.9,0.32299999999999995,0.303,0.6,0.8,0.75,0.3,0.3,0.5,1.2,0.2,0.1,0.4,0.6,1.8
Jack Haley,25,5,0,1.4,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.2,0.4,0.5,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.4,1.0
