SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1989,6,CLE,Mark Price,24,4,4,39.5,5.5,14.3,0.39,1.5,4.0,0.38,4.0,10.3,0.39,0.44,3.5,3.8,0.93,1.0,2.3,3.3,5.5,0.8,0.0,4.8,0.8,16.0
1989,6,CLE,Larry Nance,29,5,5,39.0,7.6,13.8,0.55,0.0,0.0,,7.6,13.8,0.55,0.55,4.2,6.4,0.66,3.2,4.6,7.8,3.2,0.6,2.4,1.8,2.4,19.4
1989,6,CLE,Ron Harper,25,5,5,37.8,7.8,13.8,0.56,0.0,0.4,0.0,7.8,13.4,0.58,0.56,4.0,5.2,0.77,1.4,2.8,4.2,4.0,2.2,0.8,1.4,4.0,19.6
1989,6,CLE,Brad Daugherty,23,5,5,33.4,3.4,9.4,0.36,0.0,0.2,0.0,3.4,9.2,0.37,0.36,4.2,7.0,0.6,2.4,6.8,9.2,2.4,1.2,1.0,1.2,3.6,11.0
1989,6,CLE,Hot Rod Williams,26,5,2,32.2,4.2,9.0,0.47,0.0,0.0,,4.2,9.0,0.47,0.47,2.6,3.6,0.72,1.4,5.4,6.8,2.0,0.4,1.4,2.2,2.4,11.0
1989,6,CLE,Craig Ehlo,27,4,1,24.3,4.3,9.8,0.44,1.3,3.3,0.38,3.0,6.5,0.46,0.5,2.3,2.8,0.82,0.5,1.0,1.5,3.3,0.8,0.3,1.3,2.5,12.0
1989,6,CLE,Mike Sanders,28,5,3,17.4,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,0.6,1.0,0.6,1.2,2.0,3.2,0.8,0.4,0.2,2.0,2.2,6.6
1989,6,CLE,Darnell Valentine,29,5,0,16.0,1.4,4.0,0.35,0.0,0.0,,1.4,4.0,0.35,0.35,1.4,1.6,0.88,0.6,0.8,1.4,3.2,1.0,0.0,1.0,1.4,4.2
1989,6,CLE,Tree Rollins,33,5,0,14.8,1.2,1.6,0.75,0.0,0.0,,1.2,1.6,0.75,0.75,0.6,1.0,0.6,1.0,2.2,3.2,0.2,0.6,1.4,0.2,2.0,3.0
1989,6,CLE,Randolph Keys,22,1,0,12.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0
1989,6,CLE,Chris Dudley,23,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1989,6,CLE,Phil Hubbard,32,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
