PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Hakeem Olajuwon,26,4,4,40.5,10.5,20.3,0.519,0.0,0.0,,10.5,20.3,0.519,0.519,4.3,6.3,0.68,3.5,9.5,13.0,3.0,2.5,2.8,2.5,4.3,25.3
Sleepy Floyd,28,4,4,40.0,5.5,11.5,0.478,2.0,3.8,0.5329999999999999,3.5,7.8,0.452,0.565,2.5,3.5,0.7140000000000001,0.8,3.8,4.5,6.5,2.0,0.3,2.5,2.5,15.5
Otis Thorpe,26,4,4,38.0,6.0,9.3,0.649,0.0,0.0,,6.0,9.3,0.649,0.649,4.0,5.3,0.762,1.5,3.5,5.0,3.0,1.3,0.3,3.8,4.3,16.0
Mike Woodson,30,4,4,34.3,4.3,12.3,0.34700000000000003,0.8,2.3,0.33299999999999996,3.5,10.0,0.35,0.37799999999999995,2.5,3.0,0.833,1.0,1.3,2.3,4.5,1.0,0.5,2.3,1.8,11.8
Buck Johnson,25,4,4,29.5,4.8,10.0,0.475,0.0,0.3,0.0,4.8,9.8,0.48700000000000004,0.475,2.0,3.5,0.5710000000000001,1.8,2.0,3.8,3.3,0.8,0.5,1.5,3.8,11.5
Walter Berry,24,4,0,14.3,3.3,6.5,0.5,0.0,0.0,,3.3,6.5,0.5,0.5,1.8,2.0,0.875,0.8,1.5,2.3,1.3,0.5,0.3,1.5,2.0,8.3
Tim McCormick,26,4,0,13.3,1.8,3.3,0.5379999999999999,0.0,0.3,0.0,1.8,3.0,0.583,0.5379999999999999,2.0,2.3,0.889,0.5,2.8,3.3,0.0,0.8,0.5,0.0,2.3,5.5
Derrick Chievous,21,4,0,10.0,1.3,4.3,0.294,0.0,0.0,,1.3,4.3,0.294,0.294,2.0,2.5,0.8,1.3,0.3,1.5,0.5,0.3,0.3,0.8,1.8,4.5
Purvis Short,31,4,0,9.3,2.0,5.3,0.381,0.0,0.5,0.0,2.0,4.8,0.42100000000000004,0.381,0.8,1.3,0.6,1.5,0.8,2.3,0.3,0.0,0.0,0.3,1.8,4.8
Frank Johnson,30,4,0,9.0,0.5,1.5,0.33299999999999996,0.0,0.3,0.0,0.5,1.3,0.4,0.33299999999999996,1.5,2.5,0.6,0.3,1.0,1.3,1.8,0.3,0.0,1.0,0.8,2.5
Allen Leavell,31,2,0,2.5,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0
Chuck Nevitt,29,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
