PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Isiah Thomas,27,17,17,37.2,6.8,16.4,0.41200000000000003,0.5,1.8,0.267,6.3,14.6,0.43,0.42700000000000005,4.2,5.6,0.74,1.4,2.9,4.3,8.3,1.6,0.2,2.5,2.3,18.2
Joe Dumars,25,17,17,36.5,6.2,13.7,0.455,0.1,0.7,0.083,6.2,13.0,0.475,0.457,5.1,5.9,0.861,0.6,1.9,2.6,5.6,0.7,0.1,1.8,1.8,17.6
Bill Laimbeer,31,17,17,29.2,3.9,8.4,0.465,0.9,2.5,0.35700000000000004,3.0,5.9,0.51,0.518,1.5,1.8,0.8059999999999999,1.5,6.7,8.2,1.8,0.4,0.5,1.1,3.2,10.1
Mark Aguirre,29,17,17,27.2,5.2,10.7,0.489,0.5,1.7,0.276,4.8,9.0,0.529,0.511,1.6,2.2,0.737,1.5,2.9,4.4,1.6,0.5,0.2,1.2,2.2,12.6
Dennis Rodman,27,17,0,24.1,2.2,4.1,0.529,0.0,0.2,0.0,2.2,3.9,0.561,0.529,1.4,2.1,0.6859999999999999,3.3,6.7,10.0,0.9,0.4,0.7,1.4,3.4,5.8
John Salley,24,17,0,23.1,3.4,5.8,0.586,0.0,0.0,,3.4,5.8,0.586,0.586,2.1,3.2,0.667,2.0,2.6,4.6,0.5,0.5,1.5,0.7,3.4,8.9
Vinnie Johnson,32,17,0,21.9,5.4,11.8,0.455,0.6,1.4,0.41700000000000004,4.8,10.4,0.46,0.48,2.8,3.6,0.758,0.9,1.7,2.6,2.5,0.2,0.2,1.2,1.9,14.1
Rick Mahorn,30,17,17,21.2,2.4,4.1,0.58,0.0,0.0,,2.4,4.1,0.58,0.58,1.0,1.5,0.654,1.8,3.4,5.1,0.4,0.5,0.8,0.6,3.5,5.7
James Edwards,33,17,0,18.6,2.4,5.0,0.47100000000000003,0.0,0.1,0.0,2.4,4.9,0.47600000000000003,0.47100000000000003,2.4,3.0,0.784,0.6,1.5,2.1,0.7,0.1,0.5,0.9,3.1,7.1
Fennis Dembo,23,2,0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0
John Long,32,4,0,2.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Micheal Williams,22,4,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,0.5,1.0,0.3,0.3,0.5,0.5,0.3,0.0,0.0,0.3,0.5
