Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",22.0,NBA,PF,54.0,3.0,606.0,7.9,17.1,0.46,0.0,0.4,0.0,7.9,16.7,0.47,3.4,5.0,0.69,4.2,8.0,12.3,3.0,1.0,1.8,3.7,9.1,19.2,,98.0,107.0
1992,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",23.0,NBA,PF,49.0,3.0,548.0,8.0,17.3,0.46,0.0,0.1,0.0,8.0,17.2,0.46,3.1,4.4,0.71,3.9,9.1,13.0,3.1,0.5,1.1,3.2,7.4,19.1,,99.0,108.0
1993,31,944,TOT,Total After Trade,Greg Foster,"October 3, 1968",24.0,NBA,PF,43.0,0.0,298.0,9.1,19.8,0.46,0.0,0.7,0.0,9.1,19.1,0.47,2.5,3.5,0.71,5.3,8.4,13.7,3.5,0.5,2.3,4.1,9.6,20.6,,97.0,110.0
1993,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",24.0,NBA,PF,10.0,0.0,93.0,5.8,13.2,0.44,0.0,0.0,,5.8,13.2,0.44,1.1,1.6,0.67,4.2,10.0,14.3,5.8,0.0,2.6,4.8,9.0,12.7,,88.0,110.0
1993,1,944,ATL,Atlanta Hawks,Greg Foster,"October 3, 1968",24.0,NBA,PF,33.0,0.0,205.0,10.6,22.8,0.46,0.0,1.0,0.0,10.6,21.8,0.48,3.1,4.3,0.72,5.8,7.7,13.4,2.4,0.7,2.2,3.8,9.8,24.2,,100.0,110.0
1994,17,944,MIL,Milwaukee Bucks,Greg Foster,"October 3, 1968",25.0,NBA,PF,3.0,0.0,19.0,10.7,18.7,0.57,0.0,0.0,,10.7,18.7,0.57,5.3,5.3,1.0,0.0,8.0,8.0,0.0,0.0,2.7,2.7,8.0,26.7,,113.0,110.0
1995,31,944,TOT,Total After Trade,Greg Foster,"October 3, 1968",26.0,NBA,PF,78.0,3.0,1144.0,6.9,14.6,0.47,0.3,1.1,0.3,6.6,13.5,0.48,3.6,5.1,0.7,3.9,8.0,11.9,1.8,0.7,1.3,3.3,8.4,17.6,,100.0,110.0
1995,5,944,CHI,Chicago Bulls,Greg Foster,"October 3, 1968",26.0,NBA,PF,17.0,3.0,299.0,7.2,15.0,0.48,0.0,0.0,,7.2,15.0,0.48,3.8,5.4,0.71,3.1,6.3,9.4,2.8,0.3,1.4,3.0,9.4,18.1,,104.0,107.0
1995,18,944,MIN,Minnesota Timberwolves,Greg Foster,"October 3, 1968",26.0,NBA,PF,61.0,0.0,845.0,6.8,14.4,0.47,0.4,1.4,0.3,6.3,13.0,0.49,3.5,5.0,0.7,4.2,8.6,12.7,1.4,0.8,1.2,3.4,8.0,17.5,,99.0,111.0
1996,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",27.0,NBA,C,73.0,2.0,803.0,7.1,16.2,0.44,0.1,0.5,0.12,7.0,15.7,0.45,4.1,4.8,0.85,3.5,8.3,11.8,1.7,0.5,1.5,3.9,8.0,18.3,,96.0,107.0
1997,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",28.0,NBA,C,79.0,12.0,920.0,6.4,14.2,0.45,0.1,0.2,0.67,6.3,14.0,0.45,3.1,3.8,0.83,3.2,7.6,10.8,1.8,0.6,1.2,3.1,8.4,16.1,,98.0,106.0
1998,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",29.0,NBA,C,78.0,49.0,1446.0,6.9,15.6,0.44,0.1,0.3,0.22,6.8,15.2,0.45,2.5,3.2,0.77,3.2,7.0,10.2,1.9,0.6,1.0,2.5,7.0,16.4,,99.0,108.0
1999,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",30.0,NBA,PF,42.0,1.0,458.0,6.3,16.6,0.38,0.1,0.5,0.25,6.1,16.1,0.38,1.6,2.5,0.62,3.4,6.6,10.0,3.0,0.7,1.0,2.9,7.6,14.2,,85.0,101.0
2001,14,944,LAL,Los Angeles Lakers,Greg Foster,"October 3, 1968",32.0,NBA,C,62.0,8.0,451.0,6.5,15.4,0.42,0.3,1.0,0.33,6.1,14.4,0.43,1.2,1.6,0.71,3.4,9.6,13.0,3.7,1.0,1.4,2.9,8.8,14.5,,94.0,104.0
2002,17,944,MIL,Milwaukee Bucks,Greg Foster,"October 3, 1968",33.0,NBA,PF,6.0,0.0,24.0,4.4,20.0,0.22,0.0,8.9,0.0,4.4,11.1,0.4,6.7,8.9,0.75,0.0,17.7,17.7,2.2,0.0,0.0,0.0,8.9,15.5,,79.0,103.0
2003,28,944,TOR,Toronto Raptors,Greg Foster,"October 3, 1968",34.0,NBA,C,29.0,9.0,539.0,4.7,12.1,0.38,0.1,0.4,0.25,4.6,11.7,0.39,2.6,3.2,0.81,3.0,7.1,10.1,1.3,0.1,0.9,3.0,8.1,12.0,,87.0,110.0
