Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2138,Georges Niang,"June 17, 1993",181.0,1.0,372.0,4.9,12.96,0.38,1.92,6.82,0.28,2.98,6.14,0.49,0.9,1.22,0.74,1.26,5.6,6.84,2.24,1.16,0.16,2.04,2.84,12.58
