Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1986,27,609,SAS,San Antonio Spurs,Tyrone Corbin,"December 31, 1962",23.0,NBA,SF,16.0,0.0,174.0,27.0,64.0,0.42,0.0,1.0,0.0,27.0,63.0,0.43,0.42,10.0,14.0,0.71,11.0,14.0,25.0,11.0,11.0,2.0,12.0,21.0,64.0,,0.0
1987,31,609,TOT,Total After Trade,Tyrone Corbin,"December 31, 1962",24.0,NBA,SF,63.0,15.0,1170.0,156.0,381.0,0.41,1.0,4.0,0.25,155.0,377.0,0.41,0.41,91.0,124.0,0.73,88.0,127.0,215.0,97.0,55.0,5.0,66.0,129.0,404.0,,0.0
1987,27,609,SAS,San Antonio Spurs,Tyrone Corbin,"December 31, 1962",24.0,NBA,SF,31.0,15.0,732.0,113.0,264.0,0.43,0.0,0.0,,113.0,264.0,0.43,0.43,49.0,67.0,0.73,52.0,67.0,119.0,80.0,38.0,3.0,46.0,81.0,275.0,,0.0
1987,6,609,CLE,Cleveland Cavaliers,Tyrone Corbin,"December 31, 1962",24.0,NBA,SF,32.0,0.0,438.0,43.0,117.0,0.37,1.0,4.0,0.25,42.0,113.0,0.37,0.37,42.0,57.0,0.74,36.0,60.0,96.0,17.0,17.0,2.0,20.0,48.0,129.0,,0.0
1988,31,609,TOT,Total After Trade,Tyrone Corbin,"December 31, 1962",25.0,NBA,SF,84.0,5.0,1739.0,257.0,525.0,0.49,1.0,6.0,0.17,256.0,519.0,0.49,0.49,110.0,138.0,0.8,127.0,223.0,350.0,115.0,72.0,18.0,104.0,181.0,625.0,,0.0
1988,6,609,CLE,Cleveland Cavaliers,Tyrone Corbin,"December 31, 1962",25.0,NBA,SF,54.0,4.0,1148.0,158.0,322.0,0.49,0.0,3.0,0.0,158.0,319.0,0.5,0.49,77.0,98.0,0.79,79.0,141.0,220.0,56.0,42.0,15.0,66.0,128.0,393.0,,0.0
1988,24,609,PHO,Phoenix Suns,Tyrone Corbin,"December 31, 1962",25.0,NBA,SF,30.0,1.0,591.0,99.0,203.0,0.49,1.0,3.0,0.33,98.0,200.0,0.49,0.49,33.0,40.0,0.82,48.0,82.0,130.0,59.0,30.0,3.0,38.0,53.0,232.0,,0.0
1989,24,609,PHO,Phoenix Suns,Tyrone Corbin,"December 31, 1962",26.0,NBA,SF,77.0,30.0,1655.0,245.0,454.0,0.54,0.0,2.0,0.0,245.0,452.0,0.54,0.54,141.0,179.0,0.79,176.0,222.0,398.0,118.0,82.0,13.0,92.0,222.0,631.0,,0.0
1990,18,609,MIN,Minnesota Timberwolves,Tyrone Corbin,"December 31, 1962",27.0,NBA,SF,82.0,80.0,3011.0,521.0,1083.0,0.48,0.0,11.0,0.0,521.0,1072.0,0.49,0.48,161.0,209.0,0.77,219.0,385.0,604.0,216.0,175.0,41.0,143.0,288.0,1203.0,,0.0
1991,18,609,MIN,Minnesota Timberwolves,Tyrone Corbin,"December 31, 1962",28.0,NBA,SF,82.0,82.0,3196.0,587.0,1311.0,0.45,2.0,10.0,0.2,585.0,1301.0,0.45,0.45,296.0,371.0,0.8,185.0,404.0,589.0,347.0,162.0,53.0,209.0,257.0,1472.0,,1.0
1992,31,609,TOT,Total After Trade,Tyrone Corbin,"December 31, 1962",29.0,NBA,SF,80.0,9.0,2207.0,303.0,630.0,0.48,0.0,4.0,0.0,303.0,626.0,0.48,0.48,174.0,201.0,0.87,163.0,309.0,472.0,140.0,82.0,20.0,97.0,193.0,780.0,,0.0
1992,18,609,MIN,Minnesota Timberwolves,Tyrone Corbin,"December 31, 1962",29.0,NBA,SF,11.0,8.0,344.0,57.0,142.0,0.4,0.0,1.0,0.0,57.0,141.0,0.4,0.4,44.0,53.0,0.83,24.0,45.0,69.0,33.0,12.0,6.0,26.0,31.0,158.0,,0.0
1992,29,609,UTA,Utah Jazz,Tyrone Corbin,"December 31, 1962",29.0,NBA,SF,69.0,1.0,1863.0,246.0,488.0,0.5,0.0,3.0,0.0,246.0,485.0,0.51,0.5,130.0,148.0,0.88,139.0,264.0,403.0,107.0,70.0,14.0,71.0,162.0,622.0,,0.0
1993,29,609,UTA,Utah Jazz,Tyrone Corbin,"December 31, 1962",30.0,NBA,SF,82.0,58.0,2555.0,385.0,766.0,0.5,0.0,5.0,0.0,385.0,761.0,0.51,0.5,180.0,218.0,0.83,194.0,325.0,519.0,173.0,108.0,32.0,108.0,252.0,950.0,,0.0
1994,29,609,UTA,Utah Jazz,Tyrone Corbin,"December 31, 1962",31.0,NBA,SF,82.0,17.0,2149.0,268.0,588.0,0.46,6.0,29.0,0.21,262.0,559.0,0.47,0.46,117.0,144.0,0.81,150.0,239.0,389.0,122.0,99.0,24.0,92.0,212.0,659.0,,0.0
1995,1,609,ATL,Atlanta Hawks,Tyrone Corbin,"December 31, 1962",32.0,NBA,SF,81.0,4.0,1389.0,205.0,464.0,0.44,14.0,56.0,0.25,191.0,408.0,0.47,0.46,78.0,114.0,0.68,98.0,164.0,262.0,67.0,55.0,16.0,74.0,161.0,502.0,,0.0
1996,31,609,TOT,Total After Trade,Tyrone Corbin,"December 31, 1962",33.0,NBA,SF,71.0,2.0,1284.0,155.0,351.0,0.44,3.0,18.0,0.17,152.0,333.0,0.46,0.45,100.0,120.0,0.83,81.0,163.0,244.0,84.0,63.0,20.0,67.0,147.0,413.0,,0.0
1996,26,609,SAC,Sacramento Kings,Tyrone Corbin,"December 31, 1962",33.0,NBA,SF,49.0,2.0,930.0,117.0,259.0,0.45,1.0,12.0,0.08,116.0,247.0,0.47,0.45,77.0,92.0,0.84,55.0,124.0,179.0,61.0,47.0,17.0,50.0,96.0,312.0,,0.0
1996,16,609,MIA,Miami Heat,Tyrone Corbin,"December 31, 1962",33.0,NBA,SF,22.0,0.0,354.0,38.0,92.0,0.41,2.0,6.0,0.33,36.0,86.0,0.42,0.42,23.0,28.0,0.82,26.0,39.0,65.0,23.0,16.0,3.0,17.0,51.0,101.0,,0.0
1997,1,609,ATL,Atlanta Hawks,Tyrone Corbin,"December 31, 1962",34.0,NBA,SF,70.0,65.0,2305.0,253.0,600.0,0.42,74.0,208.0,0.36,179.0,392.0,0.46,0.48,86.0,108.0,0.8,76.0,218.0,294.0,124.0,90.0,7.0,85.0,176.0,666.0,,0.0
1998,1,609,ATL,Atlanta Hawks,Tyrone Corbin,"December 31, 1962",35.0,NBA,SF,79.0,79.0,2699.0,328.0,747.0,0.44,49.0,141.0,0.35,279.0,606.0,0.46,0.47,101.0,128.0,0.79,78.0,284.0,362.0,173.0,105.0,7.0,86.0,197.0,806.0,,0.0
1999,1,609,ATL,Atlanta Hawks,Tyrone Corbin,"December 31, 1962",36.0,NBA,SF,47.0,6.0,1066.0,131.0,335.0,0.39,38.0,119.0,0.32,93.0,216.0,0.43,0.45,52.0,80.0,0.65,37.0,108.0,145.0,43.0,31.0,7.0,43.0,74.0,352.0,,0.0
2000,26,609,SAC,Sacramento Kings,Tyrone Corbin,"December 31, 1962",37.0,NBA,SF,54.0,5.0,941.0,88.0,247.0,0.36,10.0,44.0,0.23,78.0,203.0,0.38,0.38,33.0,39.0,0.85,40.0,125.0,165.0,60.0,36.0,5.0,29.0,99.0,219.0,,0.0
2001,28,609,TOR,Toronto Raptors,Tyrone Corbin,"December 31, 1962",38.0,NBA,SF,15.0,1.0,117.0,9.0,38.0,0.24,0.0,5.0,0.0,9.0,33.0,0.27,0.24,2.0,4.0,0.5,3.0,10.0,13.0,4.0,2.0,0.0,3.0,18.0,20.0,,0.0
