Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,10.0,3054,GSW,Golden State Warriors,20.0,NBA,C,76.0,76.0,2438.0,11.4,20.6,0.55,0.0,0.3,0.0,11.4,20.3,0.56,3.8,7.1,0.53,6.1,7.7,13.8,5.4,1.8,3.3,4.1,4.9,26.5,,110.0,104.0
1995,,3054,WSB,None,21.0,NBA,PF,54.0,52.0,2067.0,11.4,23.0,0.5,1.0,3.6,0.28,10.4,19.5,0.54,2.9,5.7,0.5,4.9,7.8,12.7,6.3,2.0,2.1,4.1,4.6,26.7,,105.0,108.0
1996,,3054,WSB,None,22.0,NBA,PF,15.0,15.0,558.0,13.8,25.3,0.54,1.4,3.1,0.44,12.4,22.2,0.56,3.8,6.3,0.59,3.4,7.1,10.5,6.9,2.5,0.8,4.5,4.7,32.7,,112.0,105.0
1997,,3054,WSB,None,23.0,NBA,PF,72.0,72.0,2806.0,11.2,21.6,0.52,1.1,2.8,0.4,10.1,18.8,0.54,3.3,5.8,0.56,4.4,9.4,13.8,6.1,2.3,2.5,4.3,4.8,26.8,,108.0,101.0
1998,30.0,3054,WAS,Washington Wizards,24.0,NBA,C,71.0,71.0,2809.0,12.0,25.0,0.48,1.2,3.8,0.32,10.8,21.1,0.51,3.6,6.2,0.59,3.3,9.3,12.5,5.1,2.1,2.3,3.4,5.0,28.9,,106.0,101.0
1999,26.0,3054,SAC,Sacramento Kings,25.0,NBA,PF,42.0,42.0,1719.0,11.0,22.6,0.49,0.1,1.0,0.12,10.9,21.6,0.5,2.3,5.1,0.45,4.3,11.5,15.9,5.0,1.7,2.6,4.3,4.2,24.4,,98.0,98.0
2001,26.0,3054,SAC,Sacramento Kings,27.0,NBA,PF,70.0,70.0,2836.0,14.1,29.3,0.48,0.0,0.5,0.07,14.1,28.8,0.49,5.8,8.3,0.7,3.2,10.7,13.9,5.3,1.7,2.1,3.5,4.1,34.0,,105.0,97.0
2002,26.0,3054,SAC,Sacramento Kings,28.0,NBA,PF,54.0,54.0,2071.0,12.9,26.1,0.5,0.1,0.5,0.26,12.8,25.6,0.5,6.1,8.2,0.75,3.6,9.6,13.2,6.3,2.2,1.8,3.8,4.4,32.1,,109.0,98.0
2003,26.0,3054,SAC,Sacramento Kings,29.0,NBA,PF,67.0,67.0,2622.0,12.7,27.5,0.46,0.1,0.4,0.24,12.6,27.1,0.46,4.1,6.8,0.61,3.1,10.4,13.5,7.0,2.0,1.7,4.1,3.9,29.6,,99.0,96.0
2004,26.0,3054,SAC,Sacramento Kings,30.0,NBA,PF,23.0,23.0,831.0,10.8,26.2,0.41,0.1,0.3,0.2,10.8,25.9,0.42,5.0,7.1,0.71,3.0,9.5,12.5,6.5,1.9,1.2,3.7,4.7,26.8,,96.0,102.0
2005,31.0,3054,TOT,Total After Trade,31.0,NBA,PF,67.0,67.0,2370.0,12.0,27.8,0.43,0.3,1.0,0.34,11.7,26.8,0.44,3.9,4.9,0.79,2.8,10.4,13.2,6.9,2.0,1.1,3.9,4.6,28.3,,98.0,103.0
2005,26.0,3054,SAC,Sacramento Kings,31.0,NBA,PF,46.0,46.0,1668.0,12.7,28.4,0.45,0.3,0.9,0.38,12.4,27.5,0.45,4.4,5.5,0.8,2.9,10.9,13.8,7.8,2.1,1.1,4.1,4.5,30.2,,102.0,104.0
2005,23.0,3054,PHI,Philadelphia 76Ers,31.0,NBA,PF,21.0,21.0,702.0,10.3,26.4,0.39,0.3,1.1,0.27,10.0,25.3,0.4,2.7,3.5,0.78,2.6,9.3,11.9,4.8,1.9,1.4,3.5,5.0,23.6,,88.0,102.0
2006,23.0,3054,PHI,Philadelphia 76Ers,32.0,NBA,PF,75.0,75.0,2893.0,11.0,25.5,0.43,0.4,1.4,0.27,10.7,24.1,0.44,4.7,6.2,0.76,3.3,10.0,13.3,4.6,1.8,1.1,3.3,3.9,27.2,,100.0,105.0
2007,31.0,3054,TOT,Total After Trade,33.0,NBA,PF,61.0,60.0,1821.0,8.6,19.1,0.45,0.1,0.3,0.36,8.5,18.7,0.45,3.0,4.8,0.64,3.7,9.3,13.0,5.6,1.8,1.2,3.2,4.3,20.4,,101.0,103.0
2007,23.0,3054,PHI,Philadelphia 76Ers,33.0,NBA,PF,18.0,18.0,544.0,8.7,22.4,0.39,0.2,0.5,0.4,8.5,21.9,0.39,1.8,2.7,0.64,3.6,10.9,14.5,5.9,1.8,1.5,3.2,3.5,19.3,,90.0,103.0
2007,9.0,3054,DET,Detroit Pistons,33.0,NBA,PF,43.0,42.0,1277.0,8.6,17.6,0.49,0.1,0.3,0.33,8.5,17.4,0.49,3.6,5.7,0.64,3.7,8.7,12.4,5.5,1.8,1.1,3.2,4.6,20.9,,106.0,102.0
2008,10.0,3054,GSW,Golden State Warriors,34.0,NBA,PF,9.0,8.0,126.0,5.8,11.9,0.48,0.0,0.0,,5.8,11.9,0.48,1.9,4.6,0.42,0.8,11.6,12.3,6.9,1.5,2.3,4.2,6.6,13.5,,91.0,105.0
