Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,20,2484,NYK,New York Knicks,21.0,NBA,PG,72.0,26.0,21.4,3.2,7.8,0.41,0.8,2.0,0.4,2.4,5.8,0.41,0.46,2.1,2.8,0.75,0.8,1.5,2.3,2.0,0.8,0.0,1.6,2.8,9.3
2007,20,2484,NYK,New York Knicks,22.0,NBA,PG,64.0,5.0,21.2,3.5,8.2,0.43,1.3,3.3,0.39,2.3,4.8,0.46,0.51,1.7,2.2,0.78,0.9,1.5,2.4,1.4,0.8,0.1,1.1,2.5,10.1
2008,20,2484,NYK,New York Knicks,23.0,NBA,PG,72.0,17.0,26.2,4.6,10.9,0.42,1.3,4.1,0.33,3.3,6.8,0.48,0.48,2.1,2.7,0.79,0.7,2.4,3.1,2.9,0.8,0.0,1.4,2.6,12.7
2009,20,2484,NYK,New York Knicks,24.0,NBA,PG,74.0,11.0,29.9,6.1,13.9,0.44,1.7,5.2,0.32,4.4,8.7,0.5,0.5,3.4,4.0,0.84,1.3,2.6,3.9,4.1,1.3,0.1,1.9,2.8,17.2
2010,31,2484,TOT,Total After Trade,25.0,NBA,PG,56.0,2.0,19.9,3.8,8.8,0.44,1.6,4.0,0.39,2.3,4.8,0.47,0.52,0.9,1.2,0.75,0.5,1.5,2.0,2.9,0.9,0.1,1.3,2.1,10.1
2010,20,2484,NYK,New York Knicks,25.0,NBA,PG,30.0,2.0,24.4,5.1,11.2,0.45,1.7,4.5,0.38,3.4,6.7,0.5,0.53,1.4,1.8,0.78,0.8,1.6,2.4,3.7,0.9,0.2,1.8,2.2,13.2
2010,2,2484,BOS,Boston Celtics,25.0,NBA,PG,26.0,0.0,14.7,2.4,6.0,0.4,1.4,3.3,0.41,1.0,2.7,0.39,0.52,0.3,0.5,0.62,0.2,1.3,1.5,2.0,0.8,0.0,0.8,1.9,6.5
2011,31,2484,TOT,Total After Trade,26.0,NBA,PG,59.0,11.0,17.2,2.5,6.4,0.4,1.1,3.4,0.32,1.4,3.0,0.48,0.48,0.6,0.7,0.82,0.3,1.3,1.5,1.9,0.5,0.1,1.2,1.9,6.8
2011,2,2484,BOS,Boston Celtics,26.0,NBA,PG,55.0,11.0,17.9,2.7,6.6,0.4,1.1,3.5,0.33,1.5,3.1,0.49,0.49,0.6,0.7,0.82,0.3,1.3,1.6,1.9,0.5,0.1,1.2,1.9,7.1
2011,21,2484,OKC,Oklahoma City Thunder,26.0,NBA,PG,4.0,0.0,7.5,1.0,3.8,0.27,0.5,2.0,0.25,0.5,1.8,0.29,0.33,0.8,1.0,0.75,0.0,0.3,0.3,1.5,0.0,0.0,0.5,2.0,3.3
2012,10,2484,GSW,Golden State Warriors,27.0,NBA,PG,51.0,9.0,23.4,4.0,9.5,0.42,1.3,3.5,0.36,2.7,5.9,0.46,0.49,1.8,2.2,0.83,0.3,1.7,2.0,4.5,1.2,0.0,1.5,2.3,11.2
2013,5,2484,CHI,Charlotte Bobcats,28.0,NBA,PG,82.0,23.0,25.4,4.9,11.2,0.43,1.7,4.2,0.4,3.1,7.0,0.45,0.51,1.6,2.1,0.8,0.4,1.9,2.2,4.4,1.0,0.1,1.8,2.5,13.1
2014,8,2484,DEN,Denver Nuggets,29.0,NBA,PG,44.0,1.0,19.7,3.7,8.7,0.43,1.3,3.5,0.38,2.4,5.2,0.46,0.5,1.6,1.9,0.84,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,10.4
2015,31,2484,TOT,Total After Trade,30.0,NBA,PG,42.0,1.0,14.1,2.1,6.1,0.34,0.7,2.7,0.28,1.4,3.4,0.4,0.41,0.7,1.1,0.67,0.4,0.8,1.2,2.3,0.5,0.1,0.7,1.8,5.7
2015,8,2484,DEN,Denver Nuggets,30.0,NBA,PG,33.0,1.0,14.1,2.2,6.2,0.35,0.7,2.8,0.26,1.4,3.4,0.42,0.41,0.8,1.2,0.65,0.4,0.8,1.2,2.3,0.4,0.1,0.7,2.1,5.8
2015,13,2484,LAC,Los Angeles Clippers,30.0,NBA,PG,9.0,0.0,14.0,1.9,5.7,0.33,0.8,2.2,0.35,1.1,3.4,0.32,0.4,0.6,0.7,0.83,0.3,0.9,1.2,2.2,0.7,0.0,0.9,0.9,5.1
2016,19,2484,NOP,New Orleans Pelicans,31.0,NBA,PG,2.0,1.0,11.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.5,0.0
