Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,22.0,CHI,NBA,PF,10.0,0.0,299.0,5.5,9.8,0.568,0.0,0.1,0.0,5.5,9.6,0.575,1.1,1.8,0.6,3.0,5.4,8.4,1.9,1.7,0.2,0.8,4.2,12.2
1989,23.0,CHI,NBA,PF,17.0,17.0,625.0,4.1,8.0,0.518,0.0,0.0,,4.1,8.0,0.518,2.3,2.9,0.8,3.1,6.6,9.6,2.0,0.6,0.9,1.8,3.9,10.6
1990,24.0,CHI,NBA,PF,16.0,16.0,616.0,4.7,9.3,0.509,0.0,0.1,0.0,4.7,9.2,0.516,1.9,3.1,0.623,4.3,5.0,9.3,2.3,1.1,1.1,1.5,3.0,11.4
1991,25.0,CHI,NBA,PF,17.0,17.0,666.0,4.9,8.4,0.583,0.0,0.0,,4.9,8.4,0.583,2.4,3.2,0.733,3.0,4.4,7.5,2.1,0.8,0.3,1.1,2.4,12.2
1992,26.0,CHI,NBA,PF,22.0,22.0,856.0,4.2,7.7,0.541,0.0,0.1,0.0,4.2,7.6,0.547,2.1,3.2,0.671,3.2,5.0,8.2,2.8,1.0,1.6,0.9,2.9,10.5
1993,27.0,CHI,NBA,PF,19.0,19.0,651.0,4.6,8.4,0.546,0.0,0.0,,4.6,8.4,0.546,2.0,3.0,0.685,3.4,5.3,8.6,2.4,1.3,1.3,0.9,3.3,11.2
1994,28.0,CHI,NBA,PF,10.0,10.0,393.0,6.0,11.0,0.542,0.1,0.1,1.0,5.9,10.9,0.538,2.8,3.8,0.738,2.7,4.0,6.8,2.4,0.9,1.6,0.9,2.1,14.8
1995,29.0,ORL,NBA,PF,21.0,21.0,869.0,5.0,9.3,0.54,0.0,0.1,0.0,5.0,9.2,0.545,1.9,2.4,0.763,3.1,6.0,9.1,1.6,0.9,1.0,1.1,2.8,11.9
1996,30.0,ORL,NBA,PF,9.0,9.0,334.0,6.6,10.1,0.649,0.0,0.0,,6.6,10.1,0.649,1.4,1.6,0.867,3.3,6.8,10.1,1.4,0.8,0.6,0.6,2.5,14.6
1999,33.0,ORL,NBA,PF,4.0,4.0,128.0,3.1,8.4,0.367,0.0,0.0,,3.1,8.4,0.367,1.4,2.3,0.625,3.9,3.9,7.9,1.4,0.6,0.6,0.6,3.4,7.6
2001,35.0,LAL,NBA,PF,16.0,16.0,423.0,3.1,8.2,0.385,0.0,0.0,,3.1,8.2,0.385,1.9,2.6,0.733,3.4,4.8,8.2,1.6,1.3,1.1,1.3,3.7,8.2
2002,36.0,ORL,NBA,C,4.0,4.0,127.0,2.3,6.2,0.364,0.0,0.0,,2.3,6.2,0.364,0.6,0.6,1.0,2.3,6.5,8.8,2.6,0.9,0.3,0.6,2.0,5.1
