Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2020,1,1368,ATL,Atlanta Hawks,De'Andre Hunter,1997-12-02,22.0,NBA,SF,63,62,2018,6.5,15.8,0.41,2.5,7.0,0.36,4.0,8.8,0.45,2.5,3.3,0.76,1.0,5.6,6.6,2.6,1.0,0.4,2.4,4.2,18.0,100,117
2021,1,1368,ATL,Atlanta Hawks,De'Andre Hunter,1997-12-02,23.0,NBA,SF,19,18,599,9.1,17.8,0.51,2.5,7.0,0.36,6.6,10.8,0.61,5.3,6.2,0.87,1.3,6.7,8.1,3.4,1.5,0.7,2.1,3.9,26.1,125,114
