PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Mitch Richmond,31.0,81.0,3125.0,0.45399999999999996,0.466,0.428,0.519,0.861,0.578,0.337,0.302,100.0,97.0,119.0,105.0,117.0,108.0,105.0,143.0,82.2,154.3
Mahmoud Abdul-Rauf,27.0,75.0,2131.0,0.445,0.46799999999999997,0.382,0.496,0.846,0.524,0.147,0.266,98.0,97.0,106.0,101.0,115.0,98.0,46.0,126.0,5.0,-22.9
Olden Polynice,32.0,82.0,2893.0,0.457,0.46,0.0,0.457,0.562,0.47600000000000003,0.26,0.006,100.0,96.0,,93.0,76.0,89.0,81.0,3.0,-69.4,-129.2
Corliss Williamson,23.0,79.0,1992.0,0.498,0.5,0.0,0.498,0.6890000000000001,0.535,0.337,0.004,109.0,104.0,,101.0,93.0,100.0,105.0,2.0,7.5,-1.4
Billy Owens,27.0,66.0,1995.0,0.467,0.48200000000000004,0.34700000000000003,0.48700000000000004,0.6970000000000001,0.514,0.22699999999999998,0.113,103.0,100.0,96.0,99.0,94.0,96.0,71.0,53.0,-8.0,-29.9
Michael Smith,24.0,81.0,2526.0,0.539,0.539,,0.539,0.496,0.544,0.688,0.0,118.0,112.0,,109.0,67.0,102.0,215.0,,34.3,8.7
Tyus Edney,23.0,70.0,1376.0,0.384,0.40700000000000003,0.191,0.39399999999999996,0.823,0.499,0.55,0.107,84.0,85.0,53.0,80.0,112.0,93.0,172.0,51.0,-77.5,-35.2
Kevin Gamble,31.0,62.0,953.0,0.43,0.397,0.48200000000000004,0.524,0.7,0.529,0.035,0.392,95.0,83.0,134.0,106.0,95.0,99.0,11.0,185.0,18.0,-4.1
Brian Grant,24.0,24.0,607.0,0.44,0.44,,0.44,0.778,0.511,0.435,0.0,97.0,92.0,,89.0,105.0,95.0,136.0,,-22.1,-12.2
Bobby Hurley,25.0,49.0,632.0,0.368,0.4,0.311,0.424,0.698,0.48200000000000004,0.424,0.36,81.0,83.0,86.0,86.0,95.0,90.0,133.0,170.0,-17.2,-15.9
Lionel Simmons,28.0,41.0,521.0,0.331,0.358,0.233,0.35700000000000004,0.875,0.442,0.353,0.221,73.0,75.0,65.0,72.0,119.0,83.0,110.0,104.0,-37.1,-29.3
Duane Causwell,28.0,46.0,581.0,0.511,0.505,0.667,0.521,0.54,0.535,0.39399999999999996,0.032,112.0,105.0,185.0,106.0,73.0,100.0,123.0,15.0,5.3,-0.1
Jeff Grayer,31.0,25.0,316.0,0.45799999999999996,0.47200000000000003,0.364,0.48200000000000004,0.55,0.496,0.24100000000000002,0.133,101.0,98.0,101.0,98.0,74.0,93.0,75.0,63.0,-1.8,-7.3
Kevin Salvadori,26.0,23.0,154.0,0.364,0.364,,0.364,0.722,0.452,0.545,0.0,80.0,76.0,,74.0,98.0,84.0,171.0,,-8.5,-6.8
Devin Gray,24.0,3.0,25.0,0.273,0.273,,0.273,0.5,0.314,0.364,0.0,60.0,57.0,,55.0,68.0,59.0,114.0,,-4.8,-5.7
Lloyd Daniels,29.0,5.0,28.0,0.125,0.0,0.182,0.188,,0.188,0.0,0.688,27.0,,50.0,38.0,,35.0,,325.0,-9.8,-11.1
Team,,,,0.455,0.466,0.39399999999999996,0.486,0.723,0.527,0.313,0.159,100.0,97.0,109.0,99.0,98.0,98.0,98.0,75.0,-89.2,-131.3
League Average,,,,0.455,0.48,0.36,0.493,0.738,0.536,0.32,0.212,,,,,,,,,,
